Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 108 140 150 245 0
2 2 2 318 121 361 225 0
2 3 2 56 115 94 250 0
2 4 2 483 115 517 223 0
2 5 2 541 111 568 220 0
2 6 2 24 102 59 247 0
2 7 2 298 126 327 223 0
2 8 2 564 121 589 216 0
2 9 2 86 121 114 244 0
2 10 2 220 121 243 215 0
3 1 2 109 140 150 245 0
3 2 2 323 119 367 226 0
3 3 2 56 116 94 251 0
3 4 2 486 115 518 221 0
3 5 2 540 111 568 221 0
3 6 2 23 103 58 247 0
3 7 2 300 125 329 222 0
3 8 2 565 121 590 215 0
3 9 2 86 121 114 244 0
3 10 2 221 122 244 215 0
3 11 2 0 113 22 225 0
4 1 2 110 140 150 244 0
4 2 2 327 118 371 227 0
4 3 2 57 116 94 250 0
4 4 2 486 115 519 220 0
4 5 2 541 111 569 221 0
4 6 2 23 104 57 246 0
4 7 2 302 125 331 220 0
4 8 2 566 122 590 213 0
4 9 2 86 121 114 244 0
4 11 2 -1 112 20 222 0
5 1 2 110 139 151 244 0
5 2 2 329 117 373 227 0
5 3 2 56 116 94 250 0
5 4 2 488 115 520 220 0
5 5 2 541 112 569 220 0
5 6 2 23 104 58 245 0
5 7 2 307 126 335 221 0
5 8 2 566 122 591 212 0
5 9 2 86 120 114 244 0
5 11 2 -1 114 20 220 0
6 1 2 110 137 152 244 0
6 2 2 334 118 376 225 0
6 3 2 57 116 94 250 0
6 4 2 489 115 520 219 0
6 5 2 542 112 569 220 0
6 6 2 22 105 57 246 0
6 7 2 309 124 338 220 0
6 8 2 568 123 592 213 0
6 9 2 85 121 114 244 0
6 11 2 0 114 20 218 0
7 1 2 111 137 153 244 0
7 2 2 337 117 379 224 0
7 3 2 53 116 91 251 0
7 4 2 490 114 521 219 0
7 5 2 542 113 570 220 0
7 6 2 22 105 57 246 0
7 7 2 311 124 340 220 0
7 8 2 568 124 592 213 0
7 9 2 85 121 114 244 0
7 11 2 0 115 20 216 0
7 12 2 364 113 391 218 0
8 1 2 111 136 153 245 0
8 2 2 339 118 380 224 0
8 3 2 55 116 92 251 0
8 4 2 490 114 521 220 0
8 5 2 542 112 571 220 0
8 6 2 23 104 59 246 0
8 7 2 312 124 342 221 0
8 8 2 569 124 593 213 0
8 9 2 86 121 114 244 0
8 11 2 0 116 20 215 0
8 12 2 366 113 393 219 0
9 1 2 111 136 153 245 0
9 2 2 341 117 381 224 0
9 3 2 56 116 93 250 0
9 4 2 490 113 520 220 0
9 5 2 543 111 572 220 0
9 6 2 23 102 60 247 0
9 7 2 313 124 344 221 0
