Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 581 100 637 239 0
2 2 2 92 120 140 230 0
2 3 2 8 112 50 232 0
3 1 2 581 100 638 239 0
3 2 2 90 118 138 231 0
3 3 2 6 112 48 232 0
4 1 2 581 100 638 239 0
4 2 2 88 118 136 231 0
4 3 2 1 113 42 232 0
5 1 2 581 100 637 239 0
5 2 2 87 117 135 230 0
5 3 2 0 113 39 232 0
6 1 2 580 100 637 239 0
6 2 2 84 117 131 230 0
6 3 2 -1 112 38 232 0
7 1 2 580 100 637 239 0
7 2 2 81 117 128 230 0
7 3 2 -2 112 37 232 0
8 1 2 581 100 637 239 0
8 2 2 78 117 125 232 0
8 3 2 -2 112 37 232 0
9 1 2 580 100 637 239 0
9 2 2 77 117 123 232 0
9 3 2 -3 109 37 236 0
10 1 2 580 100 638 239 0
10 2 2 73 117 118 230 0
10 3 2 -2 111 37 234 0
11 1 2 580 100 637 239 0
11 2 2 70 117 115 230 0
11 3 2 -1 113 36 233 0
12 1 2 581 100 638 239 0
12 2 2 68 119 112 229 0
12 3 2 -1 115 36 233 0
13 1 2 581 100 638 239 0
13 2 2 65 119 110 229 0
13 3 2 -1 115 35 233 0
14 1 2 581 100 638 239 0
14 2 2 63 119 108 229 0
14 3 2 -1 115 35 233 0
15 1 2 581 100 638 239 0
15 2 2 61 120 107 229 0
15 3 2 -2 115 34 233 0
16 1 2 581 100 638 239 0
16 2 2 59 120 106 230 0
16 3 2 -2 115 34 233 0
17 1 2 581 100 638 239 0
17 2 2 58 120 106 230 0
17 3 2 -2 115 32 232 0
18 1 2 581 100 638 239 0
18 2 2 57 121 106 231 0
18 3 2 -4 113 30 233 0
19 1 2 581 100 638 240 0
19 2 2 57 120 106 231 0
19 3 2 -5 112 29 233 0
20 1 2 580 100 638 240 0
20 2 2 54 119 103 231 0
20 3 2 -6 110 27 233 0
21 1 2 580 100 638 240 0
21 2 2 51 117 101 231 0
21 3 2 -6 111 25 234 0
22 1 2 581 100 638 240 0
22 2 2 46 117 96 231 0
22 3 2 -6 119 24 240 0
23 1 2 580 100 638 240 0
23 2 2 43 118 93 231 0
23 3 2 -6 120 24 245 0
24 1 2 580 100 639 240 0
24 2 2 40 117 89 231 0
24 3 2 -7 121 23 247 0
25 1 2 580 100 639 241 0
25 2 2 38 117 86 232 0
26 1 2 580 100 639 241 0
26 2 2 35 116 83 232 0
26 3 2 -5 123 23 245 0
27 1 2 580 100 639 241 0
27 2 2 34 116 80 232 0
27 3 2 -5 123 22 246 0
28 1 2 581 100 638 240 0
28 2 2 33 116 78 232 0
29 1 2 581 100 638 240 0
29 2 2 32 116 76 231 0
30 1 2 581 100 638 240 0
30 2 2 31 118 74 231 0
31 1 2 581 100 638 239 0
31 2 2 30 118 73 231 0
32 1 2 581 100 638 239 0
32 2 2 29 118 72 231 0
33 1 2 581 100 638 239 0
33 2 2 29 118 72 231 0
34 1 2 581 100 638 239 0
34 2 2 28 118 71 231 0
35 1 2 581 100 638 239 0
35 2 2 24 119 68 232 0
36 1 2 580 100 638 239 0
36 2 2 23 119 67 233 0
37 1 2 580 100 638 239 0
37 2 2 22 118 67 233 0
38 1 2 580 100 638 240 0
38 2 2 21 117 65 232 0
39 1 2 580 100 638 240 0
39 2 2 19 117 64 233 0
40 1 2 580 100 638 240 0
40 2 2 16 116 60 233 0
41 1 2 579 100 638 241 0
41 2 2 14 116 57 234 0
42 1 2 579 100 638 241 0
42 2 2 12 116 54 233 0
43 1 2 580 100 638 241 0
43 2 2 10 117 51 233 0
44 1 2 580 100 638 241 0
44 2 2 9 117 49 233 0
45 1 2 580 100 638 240 0
45 2 2 8 117 47 233 0
46 1 2 579 100 638 240 0
46 2 2 6 117 45 233 0
47 1 2 579 100 638 240 0
47 2 2 2 117 41 234 0
48 1 2 579 100 638 240 0
48 2 2 0 117 40 234 0
49 1 2 580 100 638 240 0
49 2 2 0 117 40 233 0
50 1 2 580 100 638 239 0
50 2 2 0 117 40 233 0
51 1 2 580 100 638 239 0
51 2 2 0 117 40 233 0
52 1 2 580 100 638 239 0
52 2 2 0 117 40 234 0
53 1 2 580 100 638 239 0
53 2 2 0 117 40 234 0
54 1 2 580 100 638 239 0
54 2 2 -1 116 39 234 0
55 1 2 580 100 638 239 0
55 2 2 -2 116 37 234 0
56 1 2 580 100 638 239 0
56 2 2 -2 116 36 234 0
57 1 2 580 100 638 240 0
57 2 2 -4 116 33 234 0
58 1 2 580 100 638 240 0
58 2 2 -6 116 30 234 0
59 1 2 580 100 638 240 0
59 2 2 -7 116 28 234 0
60 1 2 580 100 639 240 0
60 2 2 -7 115 26 234 0
61 1 2 580 100 639 240 0
61 2 2 -7 114 26 235 0
62 1 2 580 100 639 240 0
62 2 2 -6 113 26 235 0
63 1 2 580 100 639 241 0
63 2 2 -6 111 25 235 0
64 1 2 580 100 639 241 0
64 2 2 -7 111 25 235 0
65 1 2 580 100 639 241 0
66 1 2 580 100 639 241 0
67 1 2 580 100 639 240 0
68 1 2 580 100 639 240 0
69 1 2 580 100 639 240 0
70 1 2 580 100 639 239 0
71 1 2 580 100 639 239 0
72 1 2 580 100 639 240 0
73 1 2 580 100 639 240 0
74 1 2 580 100 639 240 0
75 1 2 580 100 639 241 0
76 1 2 580 100 639 241 0
77 1 2 580 100 639 241 0
78 1 2 580 100 639 241 0
79 1 2 580 100 639 241 0
80 1 2 580 100 639 241 0
81 1 2 580 100 639 241 0
82 1 2 580 100 639 241 0
83 1 2 580 100 639 241 0
84 1 2 580 100 639 241 0
85 1 2 580 99 639 240 0
86 1 2 580 99 638 240 0
87 1 2 580 99 638 240 0
88 1 2 580 99 638 240 0
89 1 2 580 99 639 240 0
90 1 2 580 100 639 241 0
91 1 2 580 100 639 241 0
92 1 2 580 100 639 241 0
93 1 2 580 100 639 241 0
94 1 2 580 100 639 241 0
95 1 2 580 100 639 241 0
96 1 2 581 100 638 240 0
97 1 2 581 100 638 240 0
98 1 2 580 100 639 240 0
99 1 2 581 100 638 240 0
100 1 2 581 100 638 240 0
101 1 2 580 100 639 240 0
102 1 2 580 100 639 240 0
103 1 2 580 100 639 240 0
104 1 2 580 100 639 241 0
105 1 2 580 100 639 241 0
106 1 2 580 100 639 241 0
107 1 2 580 100 639 241 0
108 1 2 580 100 638 241 0
109 1 2 580 100 638 241 0
110 1 2 580 100 638 241 0
111 1 2 580 100 638 241 0
112 1 2 579 100 638 241 0
113 1 2 579 100 638 241 0
114 1 2 580 100 638 241 0
115 1 2 580 100 638 241 0
116 1 2 580 100 638 241 0
117 1 2 580 100 638 241 0
118 1 2 580 100 638 241 0
119 1 2 580 100 639 241 0
120 1 2 581 100 638 240 0
121 1 2 581 100 639 240 0
122 1 2 581 100 639 240 0
123 1 2 580 100 638 240 0
124 1 2 580 100 638 240 0
125 1 2 580 100 638 241 0
126 1 2 580 100 638 241 0
127 1 2 580 100 638 241 0
128 1 2 581 100 638 240 0
129 1 2 581 100 638 240 0
130 1 2 580 100 638 240 0
131 1 2 580 100 638 239 0
132 1 2 581 100 638 239 0
133 1 2 581 100 638 239 0
134 1 2 581 100 638 239 0
135 1 2 581 100 638 239 0
136 1 2 581 100 638 239 0
137 1 2 581 100 638 239 0
138 1 2 581 100 638 239 0
139 1 2 581 100 638 239 0
140 1 2 581 100 638 239 0
141 1 2 581 100 638 239 0
142 1 2 581 100 638 239 0
143 1 2 581 100 638 239 0
144 1 2 580 100 639 240 0
145 1 2 580 100 639 240 0
146 1 2 580 100 639 240 0
147 1 2 580 100 639 241 0
148 1 2 580 100 639 241 0
149 1 2 581 100 638 240 0
150 1 2 580 100 639 240 0
151 1 2 581 100 638 240 0
152 1 2 581 100 638 240 0
153 1 2 580 100 638 240 0
154 1 2 581 100 638 239 0
155 1 2 581 100 638 239 0
156 1 2 581 100 638 239 0
157 1 2 581 100 638 239 0
158 1 2 581 100 638 239 0
159 1 2 581 100 638 239 0
160 1 2 581 100 638 239 0
161 1 2 581 100 638 239 0
162 1 2 581 100 638 239 0
163 1 2 581 100 638 239 0
164 1 2 581 100 638 239 0
165 1 2 581 100 638 239 0
166 1 2 581 100 638 239 0
167 1 2 581 100 638 239 0
168 1 2 580 100 638 240 0
169 1 2 580 100 638 240 0
170 1 2 580 100 638 240 0
171 1 2 580 100 638 240 0
172 1 2 580 100 638 241 0
173 1 2 580 100 638 241 0
174 1 2 580 100 638 241 0
175 1 2 580 100 638 241 0
176 1 2 580 100 638 241 0
177 1 2 580 100 638 240 0
178 1 2 580 100 638 240 0
179 1 2 581 100 638 240 0
180 1 2 581 100 638 240 0
181 1 2 581 100 638 240 0
182 1 2 581 100 638 240 0
183 1 2 581 100 638 240 0
184 1 2 581 100 638 239 0
185 1 2 581 100 638 239 0
186 1 2 581 100 638 239 0
187 1 2 581 100 638 240 0
188 1 2 581 100 638 240 0
189 1 2 581 100 638 240 0
190 1 2 581 100 638 240 0
191 1 2 581 100 638 240 0
192 1 2 580 100 639 240 0
193 1 2 580 100 639 240 0
194 1 2 580 100 639 241 0
195 1 2 580 100 639 241 0
196 1 2 580 100 639 241 0
197 1 2 580 100 639 241 0
198 1 2 580 100 639 241 0
199 1 2 580 100 639 241 0
200 1 2 581 100 638 240 0
201 1 2 581 100 638 240 0
202 1 2 580 100 638 240 0
203 1 2 580 100 638 240 0
204 1 2 580 99 638 240 0
205 1 2 580 99 638 240 0
206 1 2 580 98 638 240 0
207 1 2 581 98 638 240 0
208 1 2 581 98 639 239 0
209 1 2 582 98 639 239 0
210 1 2 582 99 639 238 0
211 1 2 583 99 639 238 0
212 1 2 583 99 639 238 0
213 1 2 584 100 640 238 0
214 1 2 584 100 640 238 0
215 1 2 585 100 640 238 0
216 1 2 584 100 639 238 0
217 1 2 584 99 639 238 0
218 1 2 584 98 639 238 0
219 1 2 584 98 638 239 0
220 1 2 583 98 638 239 0
221 1 2 584 99 637 239 0
222 1 2 583 99 637 240 0
223 1 2 584 99 638 240 0
224 1 2 584 99 637 240 0
225 1 2 583 99 636 240 0
226 1 2 583 99 636 240 0
227 1 2 582 99 634 240 0
227 5 2 619 106 638 237 0
228 1 2 581 98 632 240 0
228 5 2 619 106 638 237 0
229 1 2 581 98 631 240 0
229 5 2 618 106 638 238 0
230 1 2 580 98 630 240 0
230 5 2 618 107 637 238 0
231 1 2 579 98 629 240 0
231 5 2 619 109 638 238 0
232 1 2 578 98 627 240 0
232 5 2 619 110 638 238 0
233 1 2 578 98 627 239 0
233 5 2 619 111 638 237 0
234 1 2 578 98 626 239 0
234 5 2 619 111 638 237 0
235 1 2 578 98 626 238 0
235 5 2 619 111 638 237 0
236 1 2 578 98 626 238 0
236 5 2 619 112 638 236 0
237 1 2 578 99 626 238 0
237 5 2 619 111 638 236 0
238 1 2 578 99 626 238 0
238 5 2 619 111 638 236 0
239 1 2 577 99 625 238 0
239 5 2 618 112 638 235 0
240 1 2 577 100 625 238 0
240 5 2 619 111 638 236 0
241 1 2 577 100 625 238 0
241 5 2 619 111 638 236 0
242 1 2 577 100 626 238 0
242 5 2 619 111 638 236 0
243 1 2 577 100 626 238 0
243 5 2 618 112 638 237 0
244 1 2 577 100 625 239 0
244 5 2 618 112 638 237 0
245 1 2 577 100 625 239 0
245 5 2 618 112 638 237 0
246 1 2 577 100 625 240 0
246 5 2 618 112 638 236 0
247 1 2 577 99 625 240 0
247 5 2 618 112 638 236 0
248 1 2 577 99 625 240 0
248 5 2 618 112 638 236 0
249 1 2 578 99 625 239 0
249 5 2 618 112 638 236 0
250 1 2 578 98 625 239 0
250 5 2 617 112 638 236 0
251 1 2 578 98 625 239 0
251 5 2 617 111 638 236 0
252 1 2 578 98 624 239 0
252 5 2 617 111 638 236 0
253 1 2 579 98 625 239 0
253 5 2 618 110 638 236 0
254 1 2 580 98 625 239 0
254 5 2 618 110 639 237 0
255 1 2 581 97 625 239 0
255 5 2 617 109 638 237 0
256 1 2 581 97 625 238 0
256 5 2 618 109 639 238 0
257 1 2 581 98 625 239 0
257 5 2 618 109 639 238 0
258 1 2 582 98 625 239 0
258 5 2 618 108 639 237 0
259 1 2 582 99 625 239 0
259 5 2 618 108 639 237 0
260 1 2 583 99 625 239 0
260 5 2 618 109 638 237 0
261 1 2 583 100 625 238 0
261 5 2 618 109 638 237 0
262 1 2 583 100 625 238 0
262 5 2 618 109 639 236 0
263 1 2 583 100 625 238 0
263 5 2 618 109 638 236 0
264 1 2 583 100 625 238 0
264 5 2 618 109 638 236 0
265 1 2 584 100 625 238 0
265 5 2 617 109 638 236 0
266 1 2 583 100 625 238 0
266 5 2 618 109 638 236 0
267 1 2 584 100 625 238 0
267 5 2 618 109 638 236 0
268 1 2 584 100 625 238 0
268 5 2 618 110 639 237 0
269 1 2 585 100 625 238 0
269 5 2 618 109 639 237 0
270 1 2 585 100 625 238 0
270 5 2 618 109 639 237 0
271 1 2 585 100 625 238 0
