Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 398 92 469 286 0
2 2 2 209 114 251 225 0
2 3 2 326 110 368 228 0
2 4 2 362 111 397 231 0
2 5 2 74 123 103 223 0
3 1 2 397 92 468 285 0
3 2 2 209 114 251 225 0
3 3 2 328 111 370 228 0
3 4 2 363 111 397 231 0
3 5 2 74 124 103 223 0
4 1 2 397 95 465 282 0
4 2 2 209 114 251 225 0
4 3 2 331 112 372 227 0
4 4 2 364 112 398 231 0
4 5 2 74 124 103 223 0
5 1 2 397 95 464 280 0
5 2 2 210 114 251 225 0
5 3 2 332 112 373 228 0
5 4 2 365 113 398 230 0
5 5 2 74 124 103 223 0
6 1 2 396 95 464 278 0
6 2 2 210 114 252 225 0
6 3 2 333 112 373 229 0
6 4 2 366 114 399 230 0
6 5 2 74 124 103 223 0
7 1 2 396 93 464 277 0
7 2 2 209 114 251 225 0
7 3 2 334 112 375 229 0
7 4 2 365 113 399 229 0
7 5 2 74 125 103 223 0
8 1 2 395 91 464 278 0
8 2 2 209 114 251 225 0
8 3 2 334 111 375 229 0
8 4 2 365 109 400 229 0
8 5 2 74 125 103 223 0
9 1 2 393 91 464 279 0
9 2 2 209 114 251 225 0
9 3 2 335 111 376 229 0
9 4 2 364 107 400 230 0
9 5 2 74 125 103 222 0
10 1 2 393 91 464 278 0
10 2 2 209 114 251 225 0
10 3 2 337 111 377 230 0
10 4 2 358 107 396 231 0
10 5 2 74 125 103 222 0
11 1 2 392 92 464 279 0
11 2 2 209 114 251 225 0
11 4 2 356 109 394 231 0
11 5 2 74 125 103 223 0
12 1 2 391 94 463 280 0
12 2 2 209 114 251 225 0
12 4 2 359 109 396 229 0
12 5 2 74 125 103 223 0
13 1 2 391 96 464 281 0
13 2 2 209 114 251 225 0
13 4 2 361 109 399 230 0
13 5 2 74 125 103 223 0
14 1 2 390 97 463 281 0
14 2 2 209 115 252 225 0
14 4 2 362 109 400 233 0
14 5 2 75 125 103 222 0
15 1 2 390 98 462 280 0
15 2 2 209 115 251 225 0
15 4 2 362 109 401 233 0
15 5 2 75 125 103 222 0
16 1 2 390 98 462 280 0
16 2 2 209 115 252 225 0
16 4 2 362 109 401 233 0
16 5 2 75 125 104 222 0
17 1 2 390 98 462 278 0
17 2 2 209 114 252 225 0
17 4 2 362 109 400 231 0
17 5 2 74 125 103 222 0
18 1 2 388 97 460 276 0
18 2 2 209 114 252 225 0
18 4 2 361 108 399 233 0
18 5 2 74 125 103 222 0
19 1 2 387 96 459 276 0
19 2 2 209 114 252 225 0
19 4 2 361 108 398 233 0
19 5 2 74 125 103 222 0
20 1 2 386 95 457 273 0
20 2 2 209 113 252 225 0
20 4 2 361 108 397 229 0
20 5 2 74 125 103 222 0
21 1 2 384 93 455 272 0
21 2 2 209 113 252 225 0
21 4 2 361 108 396 226 0
21 5 2 74 125 103 222 0
22 1 2 382 92 454 273 0
22 2 2 208 113 252 225 0
22 4 2 362 108 395 224 0
22 5 2 74 125 103 222 0
23 1 2 381 93 452 272 0
23 2 2 208 113 252 225 0
23 4 2 361 109 394 223 0
23 5 2 74 125 103 222 0
24 1 2 381 95 451 273 0
24 2 2 208 113 252 225 0
24 4 2 361 110 394 224 0
24 5 2 74 125 103 222 0
25 1 2 381 97 450 272 0
25 2 2 208 113 252 225 0
25 4 2 362 112 393 222 0
25 5 2 74 125 102 222 0
26 1 2 381 99 449 273 0
26 2 2 208 113 252 225 0
26 4 2 362 113 392 220 0
26 5 2 74 126 102 222 0
27 1 2 381 99 449 273 0
27 2 2 209 113 251 224 0
27 4 2 362 113 393 221 0
27 5 2 73 126 102 222 0
28 1 2 380 99 448 273 0
28 2 2 208 113 252 224 0
28 4 2 363 114 393 220 0
28 5 2 74 126 102 222 0
29 1 2 379 99 447 273 0
29 2 2 209 113 251 224 0
29 4 2 363 115 393 218 0
29 5 2 74 126 102 222 0
30 1 2 378 99 446 273 0
30 2 2 209 114 251 224 0
30 4 2 363 115 392 217 0
30 5 2 74 126 102 222 0
31 1 2 378 98 445 272 0
31 2 2 209 114 251 224 0
31 4 2 363 115 392 217 0
31 5 2 74 126 102 222 0
31 6 2 424 105 456 230 0
32 1 2 377 96 444 271 0
32 2 2 209 114 252 224 0
32 4 2 363 115 392 217 0
32 5 2 73 126 102 222 0
32 6 2 428 110 458 230 0
33 1 2 376 95 443 271 0
33 2 2 209 114 252 224 0
33 4 2 363 115 393 221 0
33 5 2 73 126 102 222 0
33 6 2 430 111 461 228 0
34 1 2 376 95 443 269 0
34 2 2 208 114 252 224 0
34 4 2 362 114 392 220 0
34 5 2 73 125 102 222 0
34 6 2 433 113 463 229 0
35 1 2 376 95 443 268 0
35 2 2 208 114 251 224 0
35 4 2 362 114 391 220 0
35 5 2 73 125 102 222 0
35 6 2 434 113 464 229 0
36 1 2 376 96 443 268 0
36 2 2 208 113 252 224 0
36 4 2 361 113 391 219 0
36 5 2 73 125 102 222 0
36 6 2 433 114 464 230 0
37 1 2 376 98 442 269 0
37 2 2 208 113 252 225 0
37 4 2 362 113 392 220 0
37 5 2 74 124 103 222 0
37 6 2 434 114 465 230 0
38 1 2 375 99 442 269 0
38 2 2 208 113 252 225 0
38 4 2 362 113 392 222 0
38 5 2 74 124 103 222 0
38 6 2 436 114 467 228 0
39 1 2 376 100 442 269 0
39 2 2 208 113 252 225 0
39 4 2 362 113 392 223 0
39 5 2 75 124 103 222 0
39 6 2 434 116 465 229 0
40 1 2 375 100 441 268 0
40 2 2 208 113 252 225 0
40 4 2 362 114 392 223 0
40 5 2 74 124 103 223 0
40 6 2 426 112 458 233 0
41 1 2 375 101 441 269 0
41 2 2 209 113 252 225 0
41 4 2 362 114 392 222 0
41 5 2 74 123 103 223 0
41 6 2 422 110 454 234 0
41 8 2 446 111 473 229 0
42 1 2 375 102 440 268 0
42 2 2 209 113 252 225 0
42 4 2 362 113 392 224 0
42 5 2 74 123 103 223 0
42 6 2 422 111 453 234 0
42 8 2 448 113 474 228 0
42 9 2 1 73 29 147 0
43 1 2 375 102 439 266 0
43 2 2 209 113 252 225 0
43 4 2 362 112 392 224 0
43 5 2 74 123 103 223 0
43 6 2 421 111 453 235 0
43 8 2 448 112 475 228 0
