Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 491 109 513 227 0
2 2 2 312 113 338 219 0
2 3 2 192 127 215 219 0
2 4 2 365 125 402 215 0
2 5 2 465 114 494 226 0
3 1 2 490 108 512 228 0
3 2 2 314 116 338 218 0
3 3 2 193 126 217 220 0
3 4 2 363 124 401 215 0
3 5 2 461 117 489 225 0
3 6 2 40 115 70 226 0
3 7 2 560 109 591 220 0
3 8 2 112 116 141 235 0
3 9 2 86 115 120 227 0
4 1 2 490 108 513 228 0
4 2 2 315 117 339 217 0
4 3 2 195 125 219 222 0
4 4 2 361 124 399 215 0
4 5 2 458 118 486 224 0
4 6 2 40 115 70 225 0
4 7 2 558 109 589 217 0
4 8 2 112 116 141 234 0
4 9 2 77 120 108 223 0
5 1 2 489 109 512 228 0
5 2 2 315 118 340 217 0
5 3 2 195 124 221 224 0
5 4 2 358 126 393 214 0
5 5 2 456 118 484 224 0
5 6 2 42 115 72 225 0
5 7 2 557 110 588 220 0
5 9 2 75 122 105 221 0
5 10 2 0 99 24 228 0
5 11 2 178 119 205 227 0
6 1 2 489 109 512 229 0
6 2 2 315 119 340 217 0
6 3 2 193 120 222 225 0
6 4 2 356 123 392 214 0
6 5 2 451 117 479 224 0
6 6 2 44 115 74 226 0
6 7 2 555 109 587 218 0
6 8 2 113 114 143 235 0
6 9 2 76 121 105 221 0
6 10 2 0 98 25 229 0
6 11 2 179 119 206 224 0
7 1 2 489 109 512 228 0
7 3 2 190 117 221 226 0
7 4 2 355 121 391 214 0
7 5 2 448 117 477 224 0
7 6 2 46 115 76 225 0
7 7 2 553 109 585 218 0
7 8 2 103 113 133 233 0
7 9 2 75 121 104 220 0
7 10 2 0 99 25 229 0
7 11 2 179 119 206 224 0
7 12 2 387 121 408 217 0
8 1 2 488 110 511 228 0
8 3 2 188 116 221 228 0
8 4 2 354 120 389 213 0
8 5 2 444 117 475 224 0
8 6 2 49 115 80 225 0
8 7 2 551 107 584 220 0
8 8 2 101 113 132 232 0
8 9 2 75 120 104 220 0
8 10 2 0 98 26 230 0
8 12 2 387 121 408 218 0
9 1 2 487 110 511 228 0
9 3 2 189 117 223 227 0
9 4 2 354 120 388 214 0
9 5 2 440 116 472 224 0
9 6 2 51 116 83 226 0
9 7 2 546 105 580 219 0
9 9 2 74 121 103 219 0
9 10 2 1 97 27 229 0
9 12 2 386 124 407 215 0
10 1 2 487 111 511 227 0
10 3 2 188 116 223 227 0
10 4 2 353 120 387 214 0
10 5 2 437 115 470 225 0
10 6 2 58 116 91 225 0
10 7 2 544 105 578 219 0
10 8 2 109 112 141 235 0
10 9 2 47 120 77 223 0
10 10 2 2 99 27 229 0
10 12 2 386 125 407 215 0
11 1 2 487 111 512 227 0
11 3 2 193 117 227 226 0
11 4 2 352 119 385 214 0
11 5 2 437 115 470 224 0
11 6 2 59 116 94 226 0
11 7 2 542 106 575 219 0
11 8 2 111 112 143 236 0
11 9 2 42 120 72 223 0
11 10 2 3 102 28 229 0
11 12 2 385 124 407 214 0
11 13 2 620 107 638 236 0
12 1 2 487 111 512 227 0
12 3 2 199 118 232 225 0
12 4 2 353 118 388 216 0
12 5 2 436 115 469 224 0
12 6 2 61 116 98 226 0
12 7 2 540 107 573 219 0
12 8 2 110 112 143 236 0
12 9 2 36 120 66 222 0
12 10 2 4 102 31 229 0
12 12 2 385 121 407 216 0
12 13 2 619 102 638 235 0
13 1 2 488 110 513 227 0
13 3 2 204 116 238 226 0
13 4 2 353 115 388 215 0
13 5 2 432 113 466 224 0
13 6 2 62 116 99 227 0
13 7 2 538 107 572 218 0
13 8 2 110 111 143 237 0
13 9 2 35 122 64 220 0
13 10 2 5 101 32 229 0
13 12 2 383 119 407 217 0
13 13 2 616 101 635 235 0
14 1 2 487 110 513 227 0
14 3 2 207 114 241 227 0
14 4 2 358 115 392 215 0
14 5 2 429 113 463 226 0
14 6 2 64 114 102 227 0
14 7 2 537 109 570 220 0
14 8 2 110 111 143 237 0
14 9 2 35 122 64 220 0
14 10 2 11 107 39 228 0
14 12 2 383 119 407 217 0
14 13 2 613 100 633 238 0
15 1 2 487 110 513 228 0
15 3 2 210 114 244 225 0
15 4 2 363 115 398 214 0
15 5 2 424 112 459 225 0
15 6 2 70 115 107 226 0
15 7 2 537 109 570 220 0
15 8 2 110 111 144 237 0
15 9 2 38 120 66 222 0
15 10 2 14 110 43 228 0
15 13 2 611 100 633 239 0
16 1 2 487 111 513 228 0
16 3 2 212 116 246 226 0
16 4 2 364 116 399 216 0
16 5 2 421 113 455 227 0
16 6 2 72 115 108 225 0
16 7 2 536 110 569 220 0
16 8 2 110 112 143 237 0
16 9 2 40 121 68 223 0
16 10 2 17 112 47 228 0
16 13 2 611 101 633 239 0
17 1 2 487 111 513 228 0
17 3 2 216 117 251 225 0
17 4 2 364 115 400 215 0
17 5 2 419 114 452 226 0
17 6 2 74 115 110 225 0
17 7 2 535 110 568 220 0
17 8 2 110 112 143 237 0
17 9 2 44 120 72 223 0
17 10 2 19 112 51 228 0
17 13 2 610 101 633 239 0
18 1 2 486 110 513 228 0
18 3 2 219 119 255 225 0
18 4 2 364 115 400 216 0
18 5 2 416 113 450 226 0
18 6 2 76 114 113 226 0
18 7 2 534 111 566 222 0
18 8 2 110 111 144 237 0
18 9 2 47 119 76 223 0
18 10 2 19 112 54 228 0
18 13 2 609 100 633 240 0
19 1 2 486 110 513 228 0
19 3 2 220 119 257 225 0
19 4 2 364 114 400 217 0
19 5 2 415 113 448 226 0
19 6 2 80 114 118 226 0
19 7 2 534 113 564 220 0
19 8 2 110 113 144 238 0
19 9 2 49 117 78 223 0
19 10 2 20 111 56 228 0
19 13 2 608 102 633 238 0
20 1 2 486 110 513 228 0
20 3 2 221 119 260 227 0
20 4 2 363 114 400 218 0
20 5 2 412 114 446 226 0
20 6 2 82 113 120 226 0
20 7 2 533 114 563 220 0
20 8 2 111 113 144 238 0
20 9 2 50 117 78 224 0
20 10 2 21 112 59 229 0
20 13 2 607 102 633 238 0
21 1 2 486 110 513 229 0
21 3 2 223 120 263 227 0
21 4 2 362 114 399 216 0
21 5 2 411 115 446 226 0
21 6 2 83 115 120 226 0
21 8 2 111 113 143 238 0
21 9 2 49 115 78 224 0
21 10 2 24 112 62 229 0
21 13 2 606 101 633 239 0
21 15 2 0 103 19 225 0
22 1 2 486 111 513 229 0
22 3 2 226 120 266 227 0
22 4 2 362 114 401 216 0
22 5 2 408 112 444 228 0
22 6 2 85 119 121 226 0
22 8 2 111 113 144 238 0
22 9 2 48 114 78 224 0
22 10 2 33 111 71 227 0
22 11 2 184 117 214 229 0
22 13 2 605 100 634 239 0
22 15 2 0 96 20 227 0
23 1 2 486 111 514 229 0
