Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 297 136 322 246 0
2 2 2 254 98 290 239 0
2 3 2 182 105 221 236 0
2 4 2 337 99 389 253 0
2 5 2 595 99 638 242 0
2 6 2 23 112 56 238 0
2 7 2 432 106 479 239 0
2 8 2 230 107 276 233 0
2 9 2 -5 84 639 270 0
3 1 2 297 136 322 247 0
3 2 2 250 98 286 239 0
3 3 2 182 104 221 237 0
3 4 2 338 101 388 250 0
3 5 2 592 101 634 240 0
3 6 2 24 111 58 237 0
3 7 2 432 106 479 238 0
3 8 2 231 102 279 236 0
3 9 2 -5 83 640 270 0
3 10 2 92 116 119 233 0
4 1 2 297 136 322 247 0
4 2 2 249 97 285 239 0
4 3 2 183 104 221 238 0
4 4 2 337 101 386 247 0
4 5 2 591 102 632 241 0
4 6 2 25 111 58 237 0
4 7 2 432 106 478 237 0
4 9 2 -2 84 637 269 0
4 10 2 92 115 119 233 0
4 11 2 0 112 20 231 0
5 1 2 297 135 322 247 0
5 2 2 248 97 285 240 0
5 3 2 182 104 220 238 0
5 4 2 336 101 384 246 0
5 5 2 590 102 631 240 0
5 6 2 25 111 59 236 0
5 7 2 431 106 477 237 0
5 8 2 214 121 252 226 0
5 9 2 0 85 634 269 0
5 10 2 92 115 119 232 0
5 11 2 0 112 19 231 0
6 1 2 298 135 322 247 0
6 2 2 248 96 285 239 0
6 3 2 182 105 219 238 0
6 4 2 334 103 381 244 0
6 5 2 589 102 631 240 0
6 6 2 24 111 58 236 0
6 7 2 431 105 477 237 0
6 8 2 214 123 252 226 0
6 9 2 2 86 630 268 0
6 11 2 0 112 19 231 0
7 1 2 298 136 322 247 0
7 2 2 248 96 286 239 0
7 3 2 183 106 219 237 0
7 4 2 336 103 386 254 0
7 5 2 590 103 631 241 0
7 6 2 23 111 58 236 0
7 7 2 431 105 477 237 0
7 8 2 215 124 253 226 0
7 9 2 4 86 629 268 0
7 11 2 1 113 20 231 0
8 1 2 298 136 322 246 0
8 2 2 251 97 288 239 0
8 3 2 183 106 219 236 0
8 4 2 337 104 387 257 0
8 5 2 589 103 631 241 0
8 6 2 24 112 59 235 0
8 7 2 431 106 476 237 0
8 8 2 214 122 254 229 0
8 9 2 6 87 627 267 0
8 11 2 3 113 23 231 0
9 1 2 297 136 322 246 0
9 2 2 253 97 290 239 0
9 3 2 184 106 219 236 0
9 4 2 338 108 387 255 0
9 5 2 588 101 631 242 0
9 6 2 24 112 59 235 0
9 7 2 430 105 474 237 0
9 8 2 216 122 255 227 0
9 9 2 10 88 623 265 0
9 11 2 5 111 26 231 0
9 12 2 493 114 516 227 0
10 1 2 297 136 321 246 0
10 2 2 250 96 287 238 0
10 3 2 184 106 219 236 0
10 4 2 339 106 388 257 0
10 5 2 588 100 631 242 0
10 6 2 24 112 59 234 0
10 7 2 430 105 474 238 0
10 8 2 215 122 254 226 0
10 9 2 8 88 625 266 0
10 10 2 91 117 116 230 0
10 11 2 6 112 28 231 0
10 12 2 493 114 516 227 0
11 1 2 297 136 322 246 0
11 2 2 252 96 290 240 0
11 3 2 184 106 219 238 0
11 4 2 340 109 387 255 0
11 5 2 588 100 632 242 0
11 6 2 24 113 59 234 0
11 7 2 431 105 474 238 0
