Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 439 104 484 236 0
2 2 2 400 99 443 234 0
2 3 2 229 119 270 229 0
2 4 2 186 113 215 226 0
2 5 2 263 114 298 229 0
2 6 2 623 111 640 240 0
3 1 2 439 104 484 235 0
3 2 2 401 99 444 235 0
3 3 2 231 120 272 229 0
3 4 2 189 114 218 226 0
3 5 2 268 114 303 229 0
3 6 2 623 111 640 239 0
4 1 2 439 103 484 235 0
4 2 2 401 100 444 235 0
4 3 2 234 121 274 226 0
4 4 2 192 114 222 225 0
4 5 2 268 114 305 229 0
4 6 2 623 110 640 239 0
5 1 2 440 103 485 235 0
5 2 2 401 100 444 235 0
5 3 2 240 119 279 226 0
5 4 2 193 113 225 226 0
5 5 2 268 112 307 232 0
5 6 2 623 111 640 239 0
6 1 2 439 104 484 236 0
6 2 2 401 100 444 235 0
6 3 2 243 122 281 226 0
6 4 2 194 112 228 228 0
6 5 2 269 112 309 232 0
6 6 2 623 111 640 240 0
7 1 2 439 104 485 236 0
7 2 2 401 100 444 235 0
7 3 2 246 122 284 225 0
7 4 2 195 112 230 228 0
7 5 2 269 114 309 231 0
7 6 2 624 112 639 240 0
7 7 2 124 122 147 218 0
8 1 2 439 104 485 236 0
8 2 2 402 100 444 234 0
8 4 2 196 112 232 229 0
8 5 2 266 116 306 229 0
8 6 2 624 112 640 239 0
8 7 2 126 123 149 217 0
9 1 2 439 104 484 235 0
9 2 2 402 100 444 234 0
9 3 2 254 119 294 227 0
9 4 2 204 111 239 227 0
9 5 2 276 115 316 229 0
9 6 2 623 113 639 239 0
10 1 2 439 104 485 235 0
10 2 2 402 100 444 234 0
10 3 2 256 119 295 227 0
10 4 2 208 110 243 228 0
10 5 2 282 114 321 229 0
10 6 2 623 113 639 239 0
11 1 2 439 104 485 235 0
11 2 2 402 100 444 234 0
11 3 2 257 120 296 227 0
11 4 2 211 110 245 228 0
11 5 2 285 115 325 230 0
11 6 2 623 113 639 239 0
11 8 2 177 114 223 229 0
12 1 2 439 104 485 235 0
12 2 2 402 100 444 234 0
12 3 2 259 120 297 226 0
12 4 2 212 110 246 228 0
12 5 2 288 115 327 230 0
12 6 2 623 113 639 240 0
12 8 2 178 115 223 230 0
13 1 2 439 104 485 235 0
13 2 2 402 100 444 234 0
13 3 2 260 121 299 226 0
13 4 2 215 110 248 229 0
13 5 2 291 115 330 229 0
13 6 2 623 112 640 239 0
13 8 2 180 116 225 231 0
14 1 2 439 104 485 235 0
14 2 2 402 101 444 234 0
14 3 2 262 121 300 226 0
14 4 2 217 110 250 227 0
14 5 2 294 114 333 229 0
14 6 2 624 112 640 239 0
14 8 2 181 116 227 232 0
15 1 2 439 105 485 235 0
15 2 2 402 101 444 234 0
15 3 2 264 121 303 226 0
15 4 2 220 110 253 227 0
15 5 2 301 114 340 228 0
15 6 2 623 112 639 239 0
15 8 2 185 117 226 223 0
16 1 2 439 105 485 235 0
16 2 2 402 101 444 234 0
16 3 2 267 121 307 226 0
