Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 382 120 399 172 0
2 2 2 0 125 15 206 0
2 3 2 361 117 380 174 0
2 4 2 14 129 42 200 0
2 6 2 560 123 582 169 0
2 7 2 493 130 508 203 0
3 1 2 382 121 399 172 0
3 2 2 0 126 15 206 0
3 3 2 360 117 379 174 0
3 4 2 14 128 42 200 0
3 6 2 561 124 582 170 0
3 7 2 494 130 509 204 0
4 1 2 382 122 398 172 0
4 2 2 0 128 15 205 0
4 3 2 360 117 379 174 0
4 4 2 13 128 40 200 0
4 7 2 495 130 510 205 0
5 1 2 381 123 398 173 0
5 2 2 1 128 16 205 0
5 3 2 360 118 378 173 0
5 4 2 13 128 40 199 0
5 7 2 495 130 511 204 0
6 1 2 381 123 398 172 0
6 2 2 1 129 16 204 0
6 3 2 360 118 378 172 0
6 4 2 13 128 39 199 0
6 7 2 497 130 513 204 0
7 1 2 381 122 398 172 0
7 2 2 0 130 15 203 0
7 3 2 360 118 378 172 0
7 4 2 12 128 38 198 0
7 6 2 570 117 593 169 0
7 7 2 498 131 514 203 0
8 1 2 380 122 396 171 0
8 2 2 1 132 15 202 0
8 3 2 359 118 377 172 0
8 4 2 11 127 37 197 0
8 6 2 572 112 596 166 0
8 7 2 501 131 519 202 0
9 1 2 380 123 396 171 0
9 2 2 1 135 14 201 0
9 3 2 358 118 376 172 0
9 4 2 11 127 36 197 0
9 6 2 574 110 597 165 0
9 7 2 503 131 521 202 0
10 1 2 379 123 396 172 0
10 2 2 0 136 13 200 0
10 3 2 357 118 375 173 0
10 4 2 11 127 36 197 0
10 6 2 575 110 597 164 0
10 7 2 504 131 523 202 0
11 1 2 378 124 395 172 0
11 2 2 0 136 12 200 0
11 3 2 357 118 375 173 0
11 4 2 10 127 35 198 0
11 6 2 576 110 597 162 0
11 7 2 505 130 525 202 0
12 1 2 378 123 395 172 0
12 2 2 0 135 12 201 0
12 3 2 356 117 374 173 0
12 4 2 10 127 34 197 0
12 6 2 577 110 598 163 0
12 7 2 506 130 526 202 0
13 1 2 378 123 395 173 0
13 2 2 0 136 12 200 0
13 3 2 355 117 374 174 0
13 4 2 9 128 33 197 0
13 6 2 578 109 599 164 0
13 7 2 507 129 528 202 0
14 1 2 377 123 395 174 0
14 2 2 0 135 12 199 0
14 3 2 355 117 374 174 0
14 4 2 8 128 32 197 0
14 6 2 578 109 599 164 0
14 7 2 509 129 530 202 0
15 1 2 376 123 394 174 0
15 2 2 0 132 13 199 0
15 3 2 355 118 373 174 0
15 4 2 8 128 32 196 0
15 6 2 578 113 599 168 0
15 7 2 510 128 531 202 0
16 1 2 375 123 394 175 0
16 2 2 0 132 12 199 0
16 3 2 355 118 374 174 0
16 4 2 8 129 31 196 0
16 6 2 579 111 600 166 0
16 7 2 511 128 532 202 0
17 1 2 375 122 393 175 0
17 3 2 355 119 373 174 0
17 4 2 7 128 31 196 0
17 6 2 580 110 600 164 0
17 7 2 512 128 534 202 0
18 1 2 374 122 393 175 0
18 3 2 354 119 372 174 0
18 4 2 6 128 30 196 0
18 6 2 583 108 603 165 0
18 7 2 513 128 535 202 0
19 1 2 374 122 393 175 0
19 3 2 354 120 372 174 0
19 4 2 6 128 30 196 0
19 6 2 585 108 604 163 0
19 7 2 516 129 538 200 0
20 1 2 373 122 393 175 0
20 3 2 351 118 370 175 0
20 4 2 6 128 30 196 0
20 6 2 586 108 605 162 0
20 7 2 517 130 539 200 0
21 1 2 373 122 393 175 0
21 3 2 349 118 369 175 0
21 4 2 6 129 30 196 0
21 6 2 586 108 605 163 0
21 7 2 518 130 541 200 0
22 1 2 372 122 392 175 0
22 3 2 349 118 368 175 0
22 4 2 2 129 26 195 0
22 6 2 587 107 606 163 0
22 7 2 518 129 542 202 0
23 1 2 372 122 392 175 0
23 3 2 349 118 368 175 0
23 4 2 0 129 24 195 0
23 6 2 588 107 607 163 0
23 7 2 520 129 544 201 0
24 1 2 371 122 391 175 0
24 3 2 348 117 368 175 0
24 4 2 0 128 23 195 0
24 6 2 589 107 608 164 0
24 7 2 522 130 546 201 0
25 1 2 370 121 391 175 0
25 3 2 348 117 367 175 0
25 4 2 -1 128 22 194 0
25 6 2 589 106 609 166 0
25 7 2 524 130 547 199 0
26 1 2 370 121 391 176 0
26 3 2 348 117 368 176 0
26 4 2 -1 127 21 194 0
26 6 2 590 105 610 166 0
26 7 2 526 129 549 197 0
27 1 2 369 121 391 176 0
27 3 2 348 117 367 176 0
27 4 2 -1 127 21 194 0
27 7 2 528 128 551 197 0
28 1 2 369 121 390 176 0
28 3 2 348 117 368 177 0
28 4 2 -2 127 19 194 0
28 7 2 528 127 552 199 0
29 1 2 369 121 390 176 0
29 3 2 348 117 368 178 0
29 4 2 -2 127 19 193 0
29 7 2 532 127 555 198 0
30 1 2 368 121 390 176 0
30 3 2 347 117 367 177 0
30 4 2 -2 127 18 193 0
30 7 2 534 127 558 199 0
31 1 2 365 121 387 177 0
31 3 2 347 118 367 177 0
31 4 2 -2 127 17 193 0
31 7 2 536 129 559 199 0
32 1 2 364 121 386 177 0
32 3 2 346 118 366 177 0
32 4 2 -3 127 17 193 0
32 7 2 538 130 561 197 0
33 1 2 363 120 385 178 0
33 3 2 346 120 366 177 0
33 4 2 -3 126 16 194 0
33 7 2 540 130 563 197 0
34 1 2 363 120 384 178 0
34 3 2 346 121 366 177 0
34 4 2 -3 126 16 195 0
34 7 2 540 131 564 196 0
35 1 2 362 120 384 179 0
35 3 2 346 121 365 177 0
35 4 2 -3 126 15 195 0
35 7 2 541 131 565 196 0
36 1 2 363 121 384 178 0
36 3 2 345 121 365 178 0
36 4 2 -4 125 14 195 0
36 7 2 543 131 567 197 0
37 1 2 362 121 384 178 0
37 3 2 345 122 365 178 0
37 4 2 -4 125 12 196 0
37 7 2 544 129 568 197 0
38 1 2 362 121 383 179 0
38 3 2 344 122 364 178 0
38 4 2 -5 124 12 196 0
38 7 2 548 128 571 195 0
39 1 2 361 121 382 179 0
39 3 2 343 121 364 178 0
39 7 2 551 128 574 195 0
40 1 2 361 121 381 179 0
40 3 2 342 122 363 178 0
40 7 2 552 128 575 194 0
41 1 2 360 120 381 179 0
41 3 2 342 123 362 179 0
41 7 2 553 129 575 195 0
42 1 2 359 120 381 180 0
42 3 2 342 123 362 179 0
42 7 2 554 130 575 195 0
43 1 2 358 119 380 180 0
43 3 2 341 123 361 179 0
43 7 2 554 130 576 195 0
44 1 2 358 119 380 180 0
44 3 2 340 123 360 178 0
44 7 2 555 131 576 195 0
45 1 2 357 119 379 179 0
45 3 2 339 122 359 178 0
45 7 2 557 131 577 195 0
46 1 2 356 118 378 179 0
46 3 2 338 122 358 178 0
47 1 2 354 119 377 179 0
47 3 2 338 122 358 177 0
48 1 2 354 119 378 180 0
48 3 2 337 123 357 177 0
49 1 2 354 118 377 180 0
49 3 2 337 122 357 177 0
50 1 2 353 118 377 180 0
50 3 2 337 122 356 177 0
51 1 2 353 117 377 180 0
51 3 2 337 122 357 178 0
52 1 2 353 117 376 180 0
52 3 2 336 122 356 178 0
52 6 2 619 115 637 173 0
52 7 2 573 129 593 193 0
53 1 2 353 117 377 181 0
53 3 2 333 122 354 178 0
53 6 2 620 117 638 172 0
53 7 2 574 128 595 192 0
54 1 2 352 117 376 181 0
54 3 2 332 122 353 179 0
54 6 2 621 117 638 172 0
54 7 2 576 130 595 192 0
55 1 2 353 117 376 181 0
55 3 2 331 122 352 179 0
55 6 2 622 117 640 171 0
55 7 2 576 130 596 192 0
56 1 2 352 117 375 181 0
56 3 2 331 122 352 181 0
56 6 2 624 118 641 172 0
56 7 2 578 130 599 192 0
57 1 2 352 118 375 181 0
57 3 2 331 123 352 181 0
57 6 2 625 116 643 173 0
57 7 2 579 131 600 192 0
58 1 2 352 118 374 181 0
58 3 2 331 123 351 181 0
58 6 2 627 115 643 162 0
58 7 2 583 131 603 192 0
59 1 2 352 118 374 182 0
59 3 2 330 123 351 181 0
59 6 2 629 115 644 161 0
59 7 2 585 130 605 191 0
60 1 2 352 118 374 182 0
60 3 2 330 124 350 181 0
60 6 2 630 114 644 156 0
60 7 2 585 130 606 191 0
61 1 2 352 118 374 182 0
61 3 2 330 124 350 181 0
61 6 2 630 114 644 156 0
61 7 2 585 129 607 191 0
62 1 2 349 119 371 182 0
62 3 2 330 124 350 181 0
62 6 2 631 113 645 154 0
62 7 2 586 128 608 191 0
63 1 2 348 119 370 182 0
63 3 2 329 124 349 181 0
63 7 2 586 128 609 191 0
64 1 2 347 119 369 182 0
64 3 2 328 124 348 181 0
64 7 2 588 129 610 191 0
65 1 2 348 119 369 182 0
65 3 2 327 124 347 181 0
