Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 423 103 468 245 0
2 2 2 475 103 518 249 0
2 3 2 558 114 618 274 0
2 4 2 611 100 656 264 0
2 5 2 643 66 682 168 0
2 6 2 807 48 829 111 0
2 7 2 792 50 808 105 0
3 1 2 421 104 466 248 0
3 2 2 474 104 518 253 0
3 3 2 563 116 623 278 0
3 4 2 612 105 656 266 0
3 5 2 642 65 680 165 0
3 6 2 807 48 828 112 0
3 7 2 791 49 807 105 0
4 1 2 419 106 465 250 0
4 2 2 469 106 514 256 0
4 3 2 565 118 625 279 0
4 4 2 615 109 658 268 0
4 5 2 641 64 679 165 0
4 6 2 806 48 828 112 0
4 7 2 791 46 806 99 0
5 1 2 418 106 464 252 0
5 2 2 467 107 512 258 0
5 3 2 566 119 627 282 0
5 4 2 617 110 661 268 0
5 5 2 641 64 678 164 0
5 6 2 805 48 827 112 0
5 7 2 791 44 806 96 0
6 1 2 417 106 464 254 0
6 2 2 465 107 511 262 0
6 3 2 568 120 629 284 0
6 4 2 618 109 662 269 0
6 5 2 640 64 678 164 0
6 6 2 804 47 826 112 0
6 7 2 791 44 806 97 0
7 1 2 416 106 462 255 0
7 2 2 464 108 511 264 0
7 3 2 570 123 630 280 0
7 4 2 617 108 662 270 0
7 5 2 641 65 671 144 0
7 6 2 803 47 825 111 0
7 7 2 789 43 805 98 0
8 1 2 415 106 461 255 0
8 2 2 463 107 511 264 0
8 3 2 571 118 633 282 0
8 4 2 617 104 663 269 0
8 5 2 641 66 667 133 0
8 6 2 802 46 824 111 0
8 7 2 788 47 805 102 0
9 1 2 415 106 460 254 0
9 2 2 463 108 510 264 0
9 3 2 571 124 633 288 0
9 4 2 617 103 664 269 0
9 5 2 640 66 664 128 0
9 6 2 802 46 824 111 0
9 7 2 788 49 804 103 0
10 1 2 414 107 460 254 0
10 2 2 463 108 510 264 0
10 3 2 570 125 634 294 0
10 4 2 616 103 665 271 0
10 5 2 639 68 662 122 0
10 6 2 802 45 824 112 0
10 7 2 787 49 804 105 0
11 1 2 414 107 460 253 0
11 2 2 462 108 509 263 0
11 3 2 571 129 635 296 0
11 4 2 618 103 669 277 0
11 5 2 639 69 661 122 0
11 6 2 801 45 823 113 0
11 7 2 786 49 803 105 0
12 1 2 412 106 460 259 0
12 2 2 461 108 509 264 0
12 3 2 574 136 638 303 0
12 4 2 619 103 673 286 0
12 5 2 635 70 659 126 0
12 6 2 800 45 822 111 0
12 7 2 785 49 802 106 0
13 1 2 412 108 460 263 0
13 2 2 461 108 509 264 0
13 3 2 575 142 638 306 0
13 4 2 618 96 678 297 0
13 5 2 633 70 658 129 0
13 6 2 800 47 821 112 0
13 7 2 784 49 801 107 0
14 1 2 412 110 460 266 0
14 2 2 460 108 509 268 0
14 3 2 576 145 640 310 0
14 4 2 620 102 680 298 0
14 5 2 632 71 658 130 0
14 6 2 800 48 821 113 0
14 7 2 784 49 801 107 0
15 1 2 410 112 459 270 0
15 2 2 460 109 510 271 0
15 3 2 576 144 642 313 0
15 4 2 621 108 682 306 0
15 5 2 630 70 657 132 0
15 6 2 799 48 820 114 0
15 7 2 783 48 801 108 0
