Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 404 139 429 219 0
2 2 2 231 146 258 219 0
2 3 2 212 145 235 219 0
2 4 2 198 142 217 216 0
2 5 2 496 99 506 133 0
3 1 2 402 139 427 219 0
3 2 2 228 145 255 219 0
3 3 2 211 145 234 219 0
3 4 2 197 142 216 216 0
3 5 2 496 100 505 132 0
4 1 2 400 140 426 219 0
4 2 2 226 144 253 218 0
4 3 2 209 144 233 219 0
4 4 2 195 142 214 215 0
4 5 2 496 100 505 132 0
5 1 2 396 141 421 219 0
5 2 2 223 143 251 220 0
5 3 2 207 144 231 219 0
5 4 2 192 143 212 216 0
5 5 2 496 100 505 132 0
6 1 2 393 142 418 218 0
6 2 2 221 142 249 220 0
6 3 2 205 144 229 219 0
6 4 2 191 145 211 218 0
6 5 2 496 101 505 132 0
7 1 2 390 143 416 218 0
7 2 2 219 142 247 220 0
7 3 2 204 145 228 220 0
7 4 2 192 147 213 220 0
8 1 2 388 143 415 218 0
8 2 2 218 141 246 221 0
8 3 2 199 145 223 220 0
8 4 2 185 146 207 222 0
9 1 2 387 143 414 217 0
9 2 2 217 143 245 221 0
9 3 2 197 147 220 220 0
9 4 2 182 147 203 221 0
10 1 2 385 144 414 219 0
10 2 2 212 144 240 222 0
10 3 2 194 147 217 219 0
10 4 2 179 146 200 220 0
11 1 2 384 143 413 220 0
11 2 2 210 146 238 221 0
11 3 2 193 148 215 219 0
11 4 2 176 145 197 220 0
12 1 2 382 142 412 221 0
12 2 2 208 146 236 221 0
12 3 2 191 148 213 219 0
12 4 2 174 144 195 220 0
13 1 2 378 143 406 219 0
13 2 2 206 147 234 221 0
13 3 2 189 148 212 220 0
13 4 2 173 144 194 220 0
14 1 2 375 144 403 218 0
14 2 2 203 147 231 219 0
14 3 2 189 147 212 221 0
14 4 2 174 146 195 223 0
15 1 2 373 143 401 218 0
15 2 2 195 147 223 219 0
15 3 2 180 147 204 220 0
15 4 2 169 144 190 220 0
16 1 2 371 142 399 220 0
16 2 2 191 147 220 220 0
16 3 2 178 147 201 220 0
16 4 2 165 145 186 218 0
17 1 2 368 143 397 221 0
17 2 2 191 147 219 220 0
17 3 2 179 146 202 220 0
17 4 2 163 146 183 218 0
18 1 2 367 145 394 221 0
18 2 2 190 147 218 220 0
18 3 2 178 147 200 220 0
18 4 2 160 148 180 216 0
19 1 2 360 146 389 221 0
19 2 2 187 146 216 222 0
19 3 2 176 148 198 220 0
19 4 2 158 150 176 214 0
20 1 2 357 146 386 220 0
20 2 2 185 146 214 223 0
20 3 2 175 147 197 221 0
20 4 2 155 150 173 214 0
21 1 2 355 147 384 220 0
21 2 2 178 146 207 222 0
21 3 2 173 147 195 221 0
22 1 2 353 146 384 221 0
22 2 2 174 147 203 223 0
22 3 2 154 147 175 218 0
23 1 2 351 146 384 221 0
23 2 2 174 147 203 221 0
23 3 2 146 145 168 217 0
24 1 2 349 146 382 221 0
24 2 2 173 148 202 221 0
24 3 2 142 145 164 216 0
24 4 2 164 149 185 223 0
25 1 2 349 145 381 221 0
25 2 2 169 147 201 223 0
25 3 2 139 146 160 216 0
25 4 2 163 149 184 223 0
26 1 2 344 144 377 221 0
26 2 2 162 147 193 223 0
26 3 2 139 148 159 217 0
27 1 2 342 144 374 220 0
27 2 2 159 147 190 224 0
27 3 2 139 149 160 218 0
28 1 2 340 144 371 219 0
28 2 2 157 147 188 224 0
28 3 2 135 149 156 218 0
29 1 2 338 144 368 218 0
29 2 2 155 146 187 226 0
29 3 2 130 147 153 222 0
30 1 2 336 145 366 219 0
30 2 2 153 145 185 226 0
30 3 2 129 147 153 222 0
31 1 2 334 146 364 219 0
31 2 2 151 144 183 224 0
31 3 2 127 148 152 222 0
32 1 2 333 146 363 220 0
32 2 2 151 145 181 222 0
32 3 2 124 148 149 221 0
33 1 2 328 149 359 221 0
33 2 2 147 146 176 220 0
33 3 2 123 149 148 221 0
34 1 2 324 149 356 222 0
34 2 2 143 146 174 221 0
34 3 2 121 147 148 221 0
35 1 2 322 148 356 222 0
35 2 2 141 146 171 221 0
35 3 2 120 148 147 222 0
36 1 2 321 147 356 223 0
36 2 2 140 147 171 223 0
36 3 2 115 147 142 222 0
37 1 2 319 146 356 223 0
37 2 2 138 147 169 222 0
37 3 2 112 144 140 224 0
38 1 2 317 146 354 222 0
38 2 2 137 147 168 221 0
38 3 2 111 143 139 223 0
39 1 2 317 146 352 222 0
39 2 2 135 146 166 221 0
39 3 2 109 143 138 223 0
39 9 2 511 88 523 120 0
40 1 2 315 146 350 222 0
40 2 2 127 146 160 223 0
40 3 2 106 143 133 218 0
40 9 2 511 88 522 119 0
41 1 2 310 144 344 221 0
41 2 2 122 145 157 225 0
41 3 2 105 142 131 220 0
41 9 2 511 88 522 118 0
42 1 2 308 143 341 220 0
