Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 777 265 852 439 0
3 1 2 772 265 845 437 0
4 1 2 767 265 841 437 0
5 1 2 760 263 833 435 0
5 2 2 821 256 855 434 0
6 1 2 748 264 822 435 0
6 2 2 822 258 856 435 0
7 1 2 738 264 812 434 0
7 2 2 821 262 854 435 0
8 1 2 730 264 805 432 0
8 2 2 820 263 853 435 0
9 1 2 725 263 802 432 0
9 2 2 818 261 852 434 0
10 1 2 722 262 801 433 0
10 2 2 814 261 849 432 0
11 1 2 717 258 799 435 0
11 2 2 803 262 839 430 0
12 1 2 713 256 796 436 0
12 2 2 795 255 836 430 0
13 1 2 715 255 799 434 0
13 2 2 790 250 829 415 0
14 1 2 709 255 791 432 0
14 2 2 788 247 828 407 0
15 1 2 708 254 786 429 0
15 2 2 779 248 820 409 0
15 3 2 819 234 856 403 0
16 1 2 705 253 783 430 0
16 2 2 766 249 809 413 0
16 3 2 818 233 855 402 0
17 1 2 700 252 776 430 0
17 2 2 757 249 803 414 0
17 3 2 816 232 854 401 0
18 1 2 693 253 767 429 0
18 2 2 753 249 800 413 0
18 3 2 814 230 852 400 0
19 1 2 682 252 757 428 0
19 2 2 747 248 797 414 0
19 3 2 811 228 850 399 0
20 1 2 674 253 748 428 0
20 2 2 744 247 795 413 0
20 3 2 809 224 849 398 0
21 1 2 668 252 744 428 0
21 2 2 744 245 797 414 0
21 3 2 808 225 848 398 0
22 1 2 664 251 742 429 0
22 2 2 739 243 794 414 0
22 3 2 799 223 842 401 0
23 1 2 661 250 740 430 0
23 2 2 737 242 793 413 0
23 3 2 792 223 837 403 0
24 1 2 659 246 738 426 0
24 2 2 733 243 789 410 0
24 3 2 787 224 834 404 0
25 1 2 658 245 735 422 0
25 2 2 726 243 781 409 0
25 3 2 784 225 831 403 0
26 1 2 656 247 730 418 0
26 2 2 721 243 775 406 0
26 3 2 778 224 827 402 0
27 1 2 652 246 724 415 0
27 2 2 717 242 770 403 0
27 3 2 773 221 823 401 0
28 1 2 650 244 720 412 0
28 2 2 712 242 765 402 0
28 3 2 770 219 821 399 0
29 1 2 647 242 717 412 0
29 2 2 709 243 761 403 0
29 3 2 767 219 818 397 0
30 1 2 643 242 712 410 0
30 2 2 704 241 756 400 0
30 3 2 759 216 809 390 0
31 1 2 637 243 704 409 0
31 2 2 692 240 747 400 0
31 3 2 754 214 804 388 0
32 1 2 623 241 692 409 0
