Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 665 148 737 362 0
2 2 2 760 48 793 121 0
3 1 2 663 149 734 362 0
3 2 2 760 48 792 121 0
4 1 2 659 145 733 366 0
4 2 2 760 48 792 121 0
5 1 2 652 146 725 366 0
5 2 2 756 48 788 121 0
6 1 2 648 148 720 364 0
6 2 2 754 49 785 121 0
7 1 2 646 148 717 362 0
7 2 2 753 49 784 121 0
8 1 2 643 145 715 360 0
8 2 2 753 50 783 121 0
9 1 2 641 140 713 357 0
9 2 2 753 49 784 121 0
10 1 2 641 137 711 351 0
10 2 2 752 49 783 121 0
11 1 2 640 135 707 337 0
11 2 2 752 51 782 121 0
12 1 2 637 133 703 331 0
12 2 2 751 52 780 121 0
13 1 2 634 132 701 329 0
13 2 2 751 52 780 122 0
14 1 2 632 131 698 327 0
14 2 2 750 52 778 122 0
15 1 2 630 131 696 326 0
15 2 2 749 52 777 123 0
16 1 2 628 131 694 323 0
16 2 2 749 52 776 123 0
17 1 2 622 132 688 323 0
17 2 2 748 58 774 125 0
18 1 2 618 131 685 324 0
18 2 2 748 60 773 126 0
19 1 2 615 132 683 324 0
19 2 2 748 61 773 127 0
20 1 2 613 133 681 322 0
20 2 2 747 62 772 127 0
21 1 2 611 134 677 318 0
22 1 2 610 134 675 314 0
23 1 2 608 132 672 312 0
24 1 2 606 130 670 308 0
25 1 2 604 125 667 304 0
25 2 2 741 64 764 128 0
26 1 2 603 122 666 300 0
26 2 2 742 64 764 128 0
27 1 2 601 117 665 301 0
27 2 2 742 65 764 128 0
28 1 2 600 117 662 291 0
28 2 2 741 66 763 128 0
29 1 2 599 117 659 285 0
30 1 2 598 119 657 283 0
31 1 2 595 118 658 293 0
32 1 2 590 118 654 297 0
33 1 2 589 117 653 298 0
34 1 2 588 117 651 298 0
35 1 2 588 114 650 293 0
36 1 2 588 111 648 286 0
37 1 2 588 111 646 279 0
38 1 2 587 109 645 277 0
39 1 2 586 109 644 274 0
40 1 2 586 108 643 273 0
41 1 2 585 108 642 272 0
42 1 2 584 108 641 270 0
43 1 2 582 108 640 269 0
44 1 2 581 108 639 268 0
45 1 2 580 109 637 268 0
46 1 2 579 110 636 268 0
47 1 2 578 110 634 264 0
48 1 2 578 110 631 257 0
49 1 2 578 108 631 257 0
50 1 2 577 106 631 254 0
51 1 2 577 103 632 253 0
51 2 2 700 67 723 134 0
52 1 2 577 100 632 253 0
52 2 2 698 66 721 135 0
53 1 2 577 99 632 252 0
53 2 2 697 67 720 134 0
54 1 2 577 99 633 252 0
54 2 2 697 67 720 134 0
55 1 2 578 99 633 253 0
55 2 2 697 66 721 135 0
56 1 2 578 99 633 253 0
56 2 2 696 62 722 136 0
57 1 2 578 100 633 252 0
57 2 2 694 58 722 137 0
