Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
4 1 2 28 11 48 48 0
5 1 2 27 10 48 48 0
5 2 2 0 80 19 148 0
6 1 2 28 10 49 49 0
6 2 2 0 79 20 149 0
7 1 2 29 11 49 49 0
7 2 2 1 79 21 147 0
8 1 2 29 11 50 49 0
8 2 2 2 78 22 146 0
9 1 2 31 11 52 49 0
9 2 2 6 77 26 146 0
10 1 2 31 11 52 50 0
10 2 2 8 78 29 145 0
11 2 2 10 78 32 144 0
12 1 2 32 10 53 50 0
12 2 2 11 77 33 145 0
13 1 2 32 9 54 50 0
13 2 2 13 76 36 145 0
14 1 2 33 9 54 50 0
14 2 2 14 76 37 146 0
15 1 2 33 9 54 50 0
15 2 2 15 76 38 146 0
16 1 2 33 9 54 50 0
16 2 2 16 75 40 147 0
17 1 2 34 9 54 50 0
17 2 2 17 72 39 139 0
18 1 2 35 9 55 49 0
18 2 2 19 72 39 132 0
19 1 2 35 9 55 49 0
19 2 2 21 72 40 130 0
20 1 2 35 9 55 50 0
20 2 2 25 70 46 135 0
21 1 2 36 10 55 50 0
21 2 2 28 70 49 136 0
22 1 2 36 10 55 50 0
22 2 2 30 74 52 141 0
23 1 2 37 10 54 49 0
23 2 2 32 72 54 139 0
23 3 2 44 11 63 48 0
24 1 2 37 11 54 49 0
24 2 2 34 70 56 138 0
24 3 2 44 11 63 48 0
25 2 2 35 70 56 137 0
25 3 2 44 11 63 48 0
26 2 2 36 69 58 137 0
26 3 2 44 11 63 48 0
27 2 2 41 71 60 131 0
27 3 2 44 10 64 48 0
28 2 2 44 71 63 129 0
28 3 2 45 10 65 48 0
29 2 2 46 70 65 132 0
29 3 2 45 10 65 48 0
30 2 2 48 70 68 132 0
30 3 2 44 10 64 48 0
31 2 2 50 67 71 136 0
31 3 2 44 9 64 47 0
32 2 2 51 67 73 138 0
32 3 2 45 9 64 47 0
33 2 2 56 67 77 136 0
33 3 2 45 9 65 47 0
34 2 2 59 67 81 136 0
34 3 2 47 9 66 47 0
35 2 2 62 67 84 135 0
35 3 2 47 10 67 47 0
36 2 2 64 67 87 135 0
36 3 2 47 10 67 47 0
37 2 2 65 67 88 135 0
37 3 2 47 10 67 49 0
38 2 2 66 67 90 134 0
38 3 2 47 10 67 49 0
39 2 2 67 67 91 134 0
39 3 2 48 10 67 49 0
40 2 2 71 66 95 134 0
40 3 2 48 10 67 49 0
41 2 2 73 65 96 133 0
41 3 2 49 9 68 49 0
42 2 2 75 64 97 131 0
42 3 2 50 9 69 49 0
43 2 2 78 64 95 115 0
43 3 2 51 8 69 49 0
44 2 2 79 63 95 109 0
44 3 2 51 8 70 49 0
45 2 2 81 63 96 106 0
45 3 2 52 7 70 49 0
46 2 2 80 63 101 125 0
47 2 2 81 64 104 132 0
47 3 2 59 8 77 48 0
48 2 2 86 63 110 133 0
48 3 2 61 8 79 48 0
49 2 2 88 63 114 134 0
49 3 2 61 8 79 47 0
50 2 2 89 62 115 134 0
50 3 2 60 8 79 47 0
51 2 2 90 62 116 133 0
51 3 2 60 8 79 47 0
52 2 2 91 62 116 132 0
52 3 2 61 9 80 47 0
53 2 2 92 61 118 131 0
53 3 2 60 9 79 47 0
54 2 2 94 60 119 130 0
54 3 2 61 9 79 47 0
55 2 2 96 59 121 131 0
55 3 2 61 10 79 46 0
56 2 2 98 58 123 130 0
56 3 2 61 9 80 46 0
57 2 2 101 59 124 128 0
57 3 2 61 9 80 46 0
58 2 2 105 59 128 128 0
58 3 2 61 9 80 47 0
59 2 2 107 60 129 127 0
59 3 2 61 9 79 47 0
60 2 2 109 60 132 128 0
60 3 2 61 9 80 47 0
61 2 2 111 59 134 128 0
61 3 2 61 9 80 47 0
62 2 2 112 59 136 128 0
62 3 2 63 8 81 47 0
63 2 2 113 59 138 128 0
63 3 2 63 8 81 47 0
64 2 2 114 59 139 128 0
64 3 2 64 9 81 47 0
65 2 2 114 59 140 128 0
65 3 2 64 9 82 47 0
66 2 2 114 59 141 128 0
66 3 2 65 9 82 47 0
67 2 2 118 58 145 127 0
67 3 2 65 10 82 48 0
68 2 2 122 55 148 125 0
68 3 2 66 9 83 48 0
68 4 2 81 8 98 48 0
69 2 2 124 54 149 123 0
69 3 2 66 9 83 48 0
69 4 2 81 8 98 48 0
70 2 2 126 53 150 122 0
70 3 2 67 9 84 48 0
70 4 2 81 8 99 48 0
71 2 2 128 52 152 121 0
71 3 2 68 8 84 48 0
71 4 2 81 8 99 48 0
72 2 2 129 52 153 122 0
72 3 2 69 8 85 48 0
72 4 2 82 8 99 48 0
73 2 2 131 52 154 122 0
73 3 2 69 8 86 48 0
73 4 2 81 8 99 48 0
74 2 2 132 51 156 121 0
74 3 2 70 8 87 48 0
74 4 2 82 8 99 48 0
75 2 2 136 50 161 121 0
75 3 2 74 9 91 48 0
76 2 2 138 51 163 121 0
76 3 2 76 9 93 48 0
77 2 2 138 51 163 120 0
77 3 2 77 9 94 47 0
