Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 107 56 139 143 0
2 2 2 205 48 229 126 0
2 3 2 682 81 707 174 0
3 1 2 107 57 139 142 0
3 2 2 205 49 228 126 0
3 3 2 676 81 702 177 0
4 1 2 107 58 138 141 0
4 2 2 205 49 228 126 0
4 3 2 673 83 699 178 0
5 1 2 107 59 138 141 0
5 2 2 204 48 228 126 0
5 3 2 671 83 697 177 0
6 1 2 107 59 137 141 0
6 2 2 203 47 227 125 0
6 3 2 669 84 697 178 0
7 1 2 106 59 137 140 0
7 2 2 199 47 224 127 0
7 3 2 669 82 697 179 0
8 1 2 106 58 137 140 0
8 2 2 197 45 223 128 0
8 3 2 669 83 698 179 0
9 1 2 106 58 137 139 0
9 2 2 196 44 223 128 0
9 3 2 669 82 698 181 0
10 1 2 106 57 138 140 0
10 2 2 196 43 223 126 0
10 3 2 667 81 698 181 0
11 1 2 106 57 138 140 0
11 2 2 195 43 222 126 0
11 3 2 667 81 697 180 0
12 1 2 105 57 137 140 0
12 2 2 195 44 221 124 0
12 3 2 665 81 695 178 0
13 1 2 106 57 138 140 0
13 2 2 194 44 220 122 0
13 3 2 664 81 693 177 0
14 1 2 105 57 138 140 0
14 2 2 193 45 220 123 0
14 3 2 663 82 692 177 0
14 6 2 689 85 720 185 0
15 1 2 106 57 138 140 0
15 2 2 193 46 219 123 0
15 3 2 662 82 691 178 0
15 6 2 688 86 719 184 0
16 1 2 106 58 138 139 0
16 2 2 192 46 218 123 0
16 3 2 660 82 689 179 0
16 6 2 687 88 717 184 0
17 1 2 106 58 138 139 0
17 2 2 191 46 218 123 0
17 3 2 659 82 689 179 0
17 6 2 687 88 718 184 0
18 1 2 106 58 138 138 0
18 2 2 191 46 217 123 0
18 3 2 659 82 688 179 0
18 6 2 686 87 718 185 0
19 1 2 105 56 138 138 0
19 2 2 190 46 217 123 0
19 3 2 658 82 688 179 0
19 6 2 686 88 717 185 0
20 1 2 106 56 138 137 0
20 2 2 189 44 216 122 0
20 3 2 657 82 687 178 0
20 6 2 685 89 716 185 0
21 1 2 106 56 138 136 0
21 2 2 188 44 215 122 0
21 3 2 656 82 686 179 0
21 6 2 683 90 714 184 0
22 1 2 105 57 137 135 0
22 2 2 187 43 214 122 0
22 3 2 654 82 685 179 0
22 6 2 682 91 713 184 0
23 1 2 105 57 137 134 0
23 2 2 187 44 214 122 0
23 3 2 653 82 684 179 0
23 6 2 680 89 711 184 0
24 1 2 105 57 136 135 0
24 2 2 186 45 213 122 0
24 3 2 652 82 683 181 0
24 6 2 678 87 711 186 0
25 1 2 105 57 137 135 0
25 2 2 186 45 212 122 0
25 3 2 651 82 683 182 0
25 6 2 677 86 711 187 0
26 1 2 105 57 137 135 0
26 2 2 186 45 212 122 0
26 3 2 651 82 682 183 0
26 6 2 676 85 710 187 0
27 1 2 105 56 137 135 0
27 2 2 186 45 212 122 0
27 3 2 651 84 682 183 0
27 6 2 676 85 710 187 0
28 1 2 105 54 137 135 0
28 2 2 185 45 211 122 0
28 3 2 651 84 682 181 0
28 6 2 676 86 709 185 0
29 1 2 104 54 137 135 0
29 2 2 183 44 208 122 0
29 3 2 651 85 681 179 0
29 6 2 676 86 709 184 0
30 1 2 104 54 136 134 0
30 2 2 182 44 207 122 0
30 3 2 651 85 681 180 0
30 6 2 667 85 701 184 0
31 1 2 104 54 135 134 0
31 2 2 182 45 206 122 0
31 3 2 650 85 680 180 0
31 6 2 660 85 695 184 0
32 1 2 103 54 135 134 0
32 2 2 181 45 205 121 0
32 3 2 650 85 680 180 0
32 6 2 659 85 695 184 0
33 1 2 103 55 135 134 0
33 2 2 181 45 205 121 0
33 3 2 649 84 679 180 0
33 6 2 658 85 694 184 0
34 1 2 103 55 134 133 0
34 2 2 181 46 205 121 0
34 3 2 648 84 678 180 0
34 6 2 659 85 696 184 0
35 1 2 103 55 133 133 0
35 2 2 181 46 204 120 0
35 3 2 646 83 677 181 0
35 6 2 658 85 696 185 0
36 1 2 102 50 133 128 0
36 2 2 180 46 203 120 0
36 3 2 646 83 678 183 0
36 6 2 657 83 696 186 0
37 1 2 102 48 133 127 0
37 2 2 179 46 202 118 0
37 3 2 646 83 677 183 0
37 6 2 656 83 696 188 0
38 1 2 102 47 133 126 0
38 2 2 179 47 201 117 0
38 6 2 656 83 696 188 0
39 1 2 102 48 133 125 0
39 2 2 178 47 201 116 0
39 6 2 655 83 695 188 0
40 1 2 103 54 132 129 0
40 2 2 178 46 202 118 0
40 6 2 654 84 694 188 0
