Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 2 196 36 340 0
3 1 2 2 197 35 340 0
4 1 2 1 201 35 347 0
5 1 2 2 203 37 351 0
6 1 2 3 202 39 354 0
7 1 2 3 201 41 358 0
8 1 2 2 202 42 370 0
9 1 2 14 199 55 364 0
10 1 2 25 198 66 357 0
10 2 2 0 218 42 377 0
11 1 2 32 198 75 355 0
11 2 2 0 215 43 378 0
12 1 2 36 199 80 354 0
12 2 2 0 212 44 378 0
13 1 2 37 197 83 356 0
13 2 2 0 205 46 378 0
14 1 2 39 197 86 355 0
14 2 2 0 209 46 378 0
15 1 2 45 197 91 354 0
15 2 2 3 210 49 376 0
16 1 2 48 198 94 352 0
16 2 2 9 211 56 375 0
17 1 2 53 194 98 346 0
17 2 2 13 210 62 375 0
18 1 2 57 195 103 355 0
18 2 2 16 207 70 376 0
19 1 2 63 191 109 349 0
19 2 2 24 206 80 375 0
20 1 2 71 192 115 343 0
20 2 2 29 208 89 376 0
21 1 2 79 191 126 341 0
21 2 2 37 211 98 374 0
22 1 2 87 191 134 340 0
22 2 2 40 214 104 375 0
23 1 2 91 191 140 342 0
23 2 2 42 210 110 376 0
24 1 2 95 191 144 343 0
24 2 2 43 206 115 377 0
25 1 2 99 197 149 349 0
25 2 2 46 204 118 376 0
26 1 2 101 198 151 352 0
26 2 2 50 204 122 375 0
27 1 2 103 200 154 355 0
27 2 2 65 200 136 370 0
28 1 2 109 201 158 352 0
28 2 2 72 200 141 370 0
29 1 2 114 194 162 347 0
29 2 2 78 199 146 370 0
29 3 2 57 201 116 365 0
30 1 2 119 189 167 342 0
30 2 2 84 201 151 369 0
30 3 2 55 200 113 359 0
31 1 2 124 188 173 345 0
31 2 2 82 197 153 372 0
31 3 2 57 199 114 357 0
32 1 2 131 186 181 346 0
32 2 2 87 196 162 373 0
33 1 2 142 191 190 339 0
33 2 2 97 199 173 373 0
34 1 2 149 192 198 337 0
34 2 2 105 199 182 373 0
35 1 2 153 192 203 337 0
35 2 2 108 200 187 373 0
36 1 2 155 191 207 339 0
36 2 2 111 201 191 373 0
37 1 2 157 189 210 339 0
37 2 2 115 203 195 373 0
38 1 2 161 189 211 334 0
38 2 2 117 201 198 374 0
38 3 2 106 203 161 359 0
39 1 2 166 189 216 333 0
39 2 2 125 193 208 374 0
39 3 2 111 201 166 361 0
40 2 2 136 191 216 372 0
40 3 2 115 202 168 358 0
