Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 88 270 161 416 0
2 2 2 449 11 466 62 0
2 3 2 415 13 435 62 0
2 4 2 209 89 238 181 0
3 1 2 95 272 167 416 0
3 2 2 449 11 466 61 0
3 3 2 418 13 437 62 0
3 4 2 207 90 237 181 0
4 1 2 100 273 169 413 0
4 2 2 449 11 466 61 0
4 3 2 419 14 439 62 0
4 4 2 206 90 236 181 0
5 1 2 101 274 171 415 0
5 2 2 449 11 467 62 0
5 3 2 420 14 440 63 0
5 4 2 204 90 235 182 0
6 1 2 103 275 172 414 0
6 2 2 451 11 470 65 0
6 3 2 421 14 441 63 0
6 4 2 202 91 232 180 0
7 1 2 105 276 175 418 0
7 2 2 453 11 471 65 0
7 3 2 420 13 441 64 0
7 4 2 196 91 227 179 0
8 1 2 107 279 177 424 0
8 2 2 453 11 472 66 0
8 3 2 419 12 441 66 0
8 4 2 192 90 222 179 0
9 1 2 107 283 178 431 0
9 2 2 454 11 473 66 0
9 3 2 419 16 440 68 0
9 4 2 188 89 219 180 0
10 1 2 108 284 182 439 0
10 2 2 454 11 473 66 0
10 3 2 419 17 440 68 0
10 4 2 185 89 216 182 0
11 1 2 111 287 185 444 0
11 2 2 454 11 473 67 0
11 3 2 419 18 440 69 0
11 4 2 180 89 210 183 0
12 1 2 113 288 189 447 0
12 2 2 454 12 473 67 0
12 3 2 419 19 441 70 0
12 4 2 177 91 207 181 0
13 1 2 115 294 191 454 0
13 2 2 454 11 474 67 0
13 3 2 419 19 442 70 0
13 4 2 174 90 203 179 0
14 1 2 119 297 194 457 0
14 2 2 455 11 474 66 0
14 3 2 420 19 442 70 0
14 4 2 173 91 201 179 0
15 1 2 121 299 196 458 0
15 2 2 455 11 474 66 0
15 3 2 421 19 443 71 0
15 4 2 171 93 199 179 0
16 1 2 129 301 201 459 0
16 2 2 456 11 476 66 0
16 3 2 422 19 444 70 0
16 4 2 169 92 198 180 0
17 1 2 132 301 203 458 0
17 2 2 457 12 476 66 0
17 3 2 424 19 445 69 0
17 4 2 166 92 196 179 0
18 1 2 136 303 204 456 0
18 2 2 457 12 477 67 0
18 3 2 424 19 445 69 0
18 4 2 161 90 192 179 0
19 1 2 140 307 206 457 0
19 2 2 457 12 477 67 0
19 3 2 425 18 445 69 0
19 4 2 159 91 189 179 0
20 1 2 144 309 210 458 0
20 2 2 458 15 477 70 0
20 3 2 425 18 446 70 0
20 4 2 157 93 186 179 0
21 1 2 147 310 214 462 0
21 2 2 459 17 477 70 0
21 3 2 426 19 446 70 0
21 4 2 154 95 182 179 0
22 1 2 152 312 221 467 0
22 2 2 459 17 477 70 0
22 3 2 426 19 446 71 0
22 4 2 151 94 180 180 0
23 1 2 157 314 226 469 0
23 2 2 459 17 478 70 0
23 3 2 427 20 447 71 0
23 4 2 147 94 176 181 0
24 1 2 163 317 233 472 0
24 2 2 460 17 479 71 0
24 3 2 428 20 448 72 0
24 4 2 143 92 173 181 0
25 1 2 167 322 236 473 0
25 2 2 461 17 480 71 0
25 3 2 429 21 449 72 0
25 4 2 141 92 172 181 0
26 1 2 170 325 238 473 0
26 2 2 462 17 481 72 0
26 3 2 429 21 449 73 0
26 4 2 140 94 171 179 0
27 1 2 172 327 239 473 0
27 2 2 462 17 481 72 0
27 3 2 430 21 450 73 0
27 4 2 138 94 169 179 0
28 1 2 175 328 241 473 0
28 2 2 463 17 482 73 0
28 3 2 430 20 450 73 0
28 4 2 135 95 168 179 0
29 1 2 177 329 242 473 0
29 2 2 463 18 482 74 0
29 3 2 430 20 451 74 0
29 4 2 131 93 166 178 0
30 1 2 181 335 245 476 0
30 2 2 463 18 483 74 0
30 3 2 431 20 452 74 0
30 4 2 127 91 163 178 0
31 1 2 184 339 246 476 0
31 2 2 463 18 483 74 0
31 3 2 431 20 452 75 0
31 4 2 123 92 158 178 0
32 1 2 186 339 250 480 0
32 2 2 464 18 484 75 0
32 3 2 431 19 452 76 0
32 4 2 119 90 155 178 0
33 1 2 188 342 250 477 0
33 2 2 464 19 484 75 0
33 3 2 433 21 454 76 0
33 4 2 111 90 148 180 0
34 1 2 190 345 252 477 0
34 2 2 467 19 487 75 0
34 3 2 435 21 455 76 0
34 4 2 108 92 143 180 0
35 1 2 192 351 253 476 0
35 2 2 469 19 488 75 0
35 3 2 435 22 455 76 0
35 4 2 106 93 140 180 0
36 1 2 196 357 255 475 0
36 2 2 469 19 489 75 0
36 3 2 435 22 456 77 0
36 4 2 106 100 138 182 0
37 1 2 198 365 257 479 0
37 2 2 469 19 489 75 0
37 3 2 436 22 457 78 0
37 4 2 105 103 136 182 0
38 1 2 202 367 263 480 0
38 2 2 470 19 490 75 0
38 3 2 437 22 458 78 0
38 4 2 103 103 135 183 0
39 1 2 208 369 268 479 0
39 2 2 471 20 491 74 0
39 3 2 437 22 458 77 0
39 4 2 101 104 134 184 0
40 1 2 213 371 273 480 0
40 2 2 472 20 492 75 0
40 3 2 439 22 460 77 0
40 4 2 97 99 131 180 0
41 1 2 218 373 278 481 0
41 2 2 474 21 493 75 0
41 3 2 439 22 461 78 0
41 4 2 93 96 129 179 0
42 1 2 223 375 282 480 0
42 2 2 474 20 494 76 0
42 3 2 440 23 461 78 0
42 4 2 89 95 125 179 0
43 1 2 226 378 285 481 0
43 2 2 475 21 495 78 0
43 3 2 441 23 462 78 0
43 4 2 87 95 122 178 0
44 1 2 229 381 287 480 0
44 2 2 476 21 495 78 0
44 3 2 442 23 463 78 0
44 4 2 83 94 118 178 0
45 1 2 236 384 292 478 0
45 2 2 475 22 495 78 0
45 3 2 442 23 464 79 0
45 4 2 78 94 113 180 0
46 1 2 240 389 294 476 0
46 2 2 476 22 496 78 0
46 3 2 443 23 464 80 0
46 4 2 75 93 108 179 0
47 1 2 244 392 297 476 0
47 2 2 476 22 497 78 0
47 3 2 443 23 465 80 0
47 4 2 72 93 106 180 0
48 1 2 250 400 301 477 0
48 2 2 477 22 497 78 0
48 3 2 444 24 465 80 0
48 4 2 71 95 104 180 0
49 1 2 256 405 306 477 0
49 2 2 479 22 499 78 0
49 3 2 445 24 465 79 0
49 4 2 70 100 102 182 0
50 1 2 261 409 310 477 0
50 2 2 480 23 500 79 0
50 3 2 445 24 466 79 0
50 4 2 67 102 99 182 0
51 1 2 265 413 314 478 0
51 2 2 481 23 500 79 0
51 3 2 447 25 467 80 0
51 4 2 65 104 98 182 0
52 1 2 268 416 316 478 0
52 2 2 484 24 503 79 0
52 3 2 447 26 468 80 0
52 4 2 62 104 97 183 0
53 1 2 270 420 316 477 0
53 2 2 485 24 505 80 0
53 3 2 448 27 468 80 0
53 4 2 58 97 96 182 0
54 1 2 275 421 323 477 0
54 2 2 485 24 506 81 0
54 3 2 451 26 471 81 0
54 4 2 54 93 93 180 0
55 1 2 279 423 327 476 0
55 2 2 485 24 506 82 0
55 3 2 452 26 472 81 0
55 4 2 52 95 89 178 0
56 1 2 284 427 330 476 0
56 2 2 485 24 507 83 0
56 3 2 452 26 474 83 0
56 4 2 49 93 86 179 0
57 1 2 287 433 329 477 0
57 2 2 485 24 507 84 0
57 3 2 452 26 475 84 0
57 4 2 42 89 81 181 0
58 1 2 295 439 334 477 0
58 2 2 486 24 508 85 0
58 3 2 451 28 475 88 0
58 4 2 38 90 75 181 0
59 1 2 305 446 337 477 0
59 2 2 487 24 509 85 0
59 3 2 451 30 474 89 0
59 4 2 37 97 71 183 0
60 1 2 312 451 339 477 0
60 2 2 488 25 510 85 0
60 3 2 451 30 475 90 0
60 4 2 36 102 68 184 0
61 2 2 489 25 511 84 0
61 3 2 452 31 475 90 0
61 4 2 33 104 65 182 0
62 2 2 490 25 512 84 0
62 3 2 452 32 476 91 0
62 4 2 30 106 63 182 0
63 2 2 491 25 512 83 0
63 3 2 453 32 477 91 0
63 4 2 27 106 61 183 0
64 2 2 492 25 513 83 0
64 3 2 453 31 478 91 0
64 4 2 26 107 60 183 0
65 2 2 492 26 513 84 0
65 3 2 454 31 479 91 0
65 4 2 24 106 59 183 0
66 2 2 493 26 514 84 0
66 3 2 456 31 479 90 0
66 4 2 20 105 56 183 0
67 2 2 494 26 515 85 0
67 3 2 457 31 480 90 0
67 4 2 17 105 53 183 0
68 2 2 495 29 516 88 0
68 3 2 458 31 481 90 0
68 4 2 12 104 48 183 0
69 2 2 495 31 516 89 0
69 3 2 458 31 481 91 0
69 4 2 8 103 43 183 0
70 2 2 496 32 516 90 0
70 3 2 459 32 482 92 0
70 4 2 5 103 40 184 0
71 2 2 496 32 516 90 0
71 3 2 460 32 482 92 0
71 4 2 3 103 37 184 0
72 2 2 497 32 517 90 0
72 3 2 461 33 483 92 0
72 4 2 2 103 36 185 0
73 2 2 500 31 520 90 0
73 3 2 462 33 484 92 0
73 4 2 1 103 35 184 0
74 2 2 501 31 522 91 0
74 3 2 462 33 484 93 0
74 4 2 0 103 34 184 0
75 2 2 503 31 523 91 0
75 3 2 462 33 485 93 0
75 4 2 0 103 34 184 0
76 2 2 504 32 524 92 0
76 3 2 466 33 488 94 0
76 4 2 -2 92 35 183 0
77 2 2 503 32 524 92 0
77 3 2 468 33 490 94 0
77 4 2 -2 103 30 182 0
78 2 2 504 33 525 93 0
78 3 2 470 33 491 94 0
78 4 2 -4 103 28 182 0
79 2 2 504 33 525 94 0
79 3 2 470 34 492 94 0
80 2 2 504 34 525 95 0
80 3 2 471 35 493 95 0
81 2 2 505 34 526 95 0
81 3 2 470 35 493 97 0
82 2 2 505 34 527 95 0
82 3 2 471 35 494 98 0
83 2 2 506 34 528 96 0
83 3 2 470 35 495 98 0
84 2 2 506 34 528 96 0
84 3 2 471 36 495 98 0
85 2 2 507 33 529 97 0
85 3 2 472 36 497 99 0
86 2 2 508 33 529 97 0
86 3 2 472 36 498 99 0
87 2 2 508 34 530 97 0
87 3 2 473 36 498 100 0
88 2 2 509 34 531 97 0
88 3 2 474 36 500 100 0
89 2 2 510 33 532 99 0
89 3 2 475 36 500 99 0
90 2 2 511 33 533 100 0
90 3 2 477 36 502 99 0
91 2 2 512 33 533 101 0
91 3 2 478 36 502 99 0
92 2 2 512 35 533 99 0
92 3 2 482 37 505 99 0
93 2 2 513 37 533 99 0
93 3 2 484 38 507 99 0
94 2 2 514 38 534 99 0
94 3 2 485 39 509 100 0
95 2 2 516 38 537 100 0
95 3 2 487 39 510 100 0
96 2 2 518 38 538 100 0
96 3 2 487 39 511 101 0
97 2 2 519 38 539 100 0
97 3 2 487 40 512 102 0
98 2 2 520 37 540 101 0
98 3 2 488 39 513 101 0
99 2 2 520 37 541 101 0
99 3 2 489 39 514 102 0
100 2 2 521 37 542 102 0
100 3 2 490 39 515 102 0
101 2 2 522 37 543 103 0
101 3 2 492 40 516 102 0
102 2 2 523 37 544 105 0
102 3 2 492 40 517 103 0
103 2 2 523 37 545 105 0
103 3 2 493 43 517 106 0
104 2 2 523 38 545 106 0
104 3 2 494 44 518 108 0
105 2 2 524 41 546 108 0
105 3 2 494 45 519 109 0
106 2 2 524 43 546 109 0
106 3 2 494 45 519 110 0
107 2 2 525 44 547 109 0
107 3 2 494 46 519 111 0
108 2 2 525 44 548 109 0
108 3 2 494 47 520 112 0
109 2 2 526 44 549 110 0
109 3 2 497 47 523 111 0
110 2 2 527 44 550 110 0
110 3 2 498 47 524 111 0
111 2 2 528 44 550 110 0
111 3 2 500 47 526 112 0
112 2 2 529 44 551 109 0
112 3 2 501 48 527 112 0
113 2 2 532 45 554 110 0
113 3 2 503 48 529 113 0
114 2 2 533 45 555 111 0
114 3 2 505 48 530 112 0
115 2 2 534 45 556 112 0
115 3 2 506 48 531 113 0
116 2 2 534 45 557 113 0
116 3 2 506 48 531 113 0
117 2 2 535 46 557 113 0
117 3 2 507 48 532 114 0
118 2 2 536 46 558 114 0
118 3 2 508 49 532 115 0
119 2 2 537 46 559 114 0
119 3 2 508 50 532 115 0
120 2 2 539 47 561 114 0
120 3 2 510 50 534 115 0
121 2 2 539 48 562 115 0
121 3 2 510 51 534 115 0
122 2 2 540 47 563 116 0
122 3 2 511 51 535 115 0
123 2 2 542 47 564 116 0
123 3 2 514 51 538 116 0
124 2 2 543 47 565 116 0
124 3 2 517 52 541 116 0
125 2 2 543 48 566 117 0
125 3 2 517 52 542 116 0
126 2 2 544 49 567 118 0
126 3 2 518 52 543 118 0
127 2 2 545 50 568 119 0
127 3 2 518 52 544 119 0
128 2 2 545 50 568 119 0
128 3 2 517 52 544 122 0
129 2 2 547 51 572 121 0
129 3 2 517 52 545 124 0
130 2 2 549 51 574 121 0
130 3 2 517 51 545 125 0
131 2 2 550 51 575 122 0
131 3 2 517 55 546 127 0
132 2 2 550 51 576 122 0
132 3 2 518 57 546 129 0
133 2 2 551 50 577 123 0
133 3 2 519 57 547 129 0
134 2 2 552 50 578 123 0
134 3 2 519 58 547 128 0
135 2 2 553 51 579 123 0
135 3 2 520 58 548 129 0
136 2 2 554 51 579 122 0
136 3 2 522 58 549 129 0
137 2 2 555 50 580 124 0
137 3 2 523 59 550 128 0
138 2 2 555 49 581 126 0
138 3 2 524 59 551 128 0
139 2 2 555 49 581 126 0
139 3 2 525 59 551 128 0
140 2 2 557 55 582 127 0
140 3 2 525 59 552 130 0
141 2 2 558 57 582 127 0
141 3 2 526 59 552 131 0
142 2 2 559 58 583 128 0
142 3 2 526 60 553 132 0
143 2 2 559 59 583 128 0
143 3 2 530 61 557 133 0
144 2 2 563 58 588 129 0
144 3 2 531 61 558 133 0
145 2 2 565 57 590 130 0
145 3 2 532 61 559 133 0
146 2 2 566 58 591 130 0
146 3 2 533 62 560 133 0
147 2 2 567 57 592 130 0
147 3 2 535 62 561 134 0
148 2 2 568 57 593 131 0
148 3 2 536 62 563 134 0
149 2 2 569 57 595 134 0
149 3 2 537 62 564 134 0
150 2 2 570 57 597 136 0
150 3 2 538 62 565 135 0
151 2 2 571 58 598 137 0
151 3 2 539 62 566 136 0
152 2 2 572 58 599 138 0
152 3 2 538 62 566 138 0
153 2 2 572 59 599 138 0
153 3 2 538 63 567 140 0
154 2 2 573 60 600 138 0
154 3 2 538 64 567 141 0
155 2 2 574 61 601 138 0
155 3 2 538 65 567 141 0
156 2 2 574 62 601 138 0
156 3 2 539 65 569 142 0
157 2 2 575 62 602 138 0
157 3 2 539 66 570 142 0
158 2 2 575 62 603 139 0
158 3 2 540 66 572 144 0
159 2 2 579 62 606 138 0
159 3 2 543 65 575 144 0
160 2 2 582 62 608 138 0
160 3 2 546 65 578 145 0
161 2 2 582 63 608 139 0
161 3 2 548 66 580 144 0
162 2 2 583 63 610 143 0
162 3 2 550 68 581 147 0
163 2 2 584 64 611 144 0
163 3 2 552 69 582 148 0
164 2 2 586 64 612 145 0
164 3 2 553 70 583 150 0
165 2 2 586 64 613 146 0
165 3 2 554 71 584 151 0
166 2 2 587 64 614 146 0
166 3 2 555 72 585 152 0
167 2 2 588 65 615 146 0
167 3 2 556 73 586 152 0
167 5 2 3 83 16 153 0
168 2 2 589 70 615 147 0
168 3 2 557 74 587 151 0
168 5 2 5 84 19 153 0
169 2 2 591 72 616 147 0
169 3 2 558 74 588 152 0
169 5 2 6 85 20 153 0
170 2 2 593 73 618 147 0
170 3 2 562 74 591 150 0
170 5 2 6 85 21 153 0
171 2 2 596 72 622 147 0
171 3 2 564 75 594 151 0
171 5 2 6 85 22 153 0
172 2 2 598 72 623 149 0
172 3 2 566 75 596 151 0
172 5 2 9 85 26 153 0
173 2 2 598 72 625 153 0
173 3 2 568 75 597 152 0
173 5 2 10 84 28 153 0
174 2 2 599 72 627 155 0
174 3 2 568 75 599 155 0
174 5 2 10 83 30 153 0
