Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 103 173 148 288 0
2 2 2 557 288 653 477 0
2 3 2 150 172 193 293 0
2 4 2 25 132 57 202 0
2 5 2 829 160 855 226 0
3 1 2 104 173 148 286 0
3 2 2 562 289 655 474 0
3 3 2 151 171 195 293 0
3 4 2 26 133 57 202 0
3 5 2 829 155 855 221 0
4 1 2 105 172 149 286 0
4 2 2 571 290 665 477 0
4 3 2 153 170 197 292 0
4 4 2 27 132 59 203 0
4 5 2 828 154 855 220 0
5 1 2 110 170 155 287 0
5 2 2 582 289 674 477 0
5 3 2 156 171 198 290 0
5 4 2 28 132 59 202 0
5 5 2 828 152 855 220 0
6 1 2 112 169 159 287 0
6 2 2 586 290 677 477 0
6 3 2 159 171 201 289 0
6 4 2 30 132 60 201 0
6 5 2 828 151 855 219 0
7 1 2 116 169 161 285 0
7 2 2 590 290 680 478 0
7 3 2 161 171 202 288 0
7 4 2 34 131 65 202 0
7 5 2 823 153 849 219 0
8 1 2 118 170 163 284 0
8 2 2 595 297 681 477 0
8 3 2 165 173 205 286 0
8 4 2 36 131 67 203 0
8 5 2 822 152 848 219 0
9 1 2 121 169 165 284 0
9 2 2 603 302 689 477 0
9 3 2 167 173 207 285 0
9 4 2 38 131 68 203 0
10 1 2 124 171 168 283 0
10 2 2 609 305 696 478 0
10 3 2 170 172 210 286 0
10 4 2 39 131 70 203 0
10 5 2 819 158 844 223 0
11 1 2 126 171 170 282 0
11 2 2 619 308 706 476 0
11 3 2 171 171 212 287 0
11 4 2 40 132 69 203 0
11 5 2 817 159 843 224 0
12 1 2 128 172 172 283 0
12 2 2 626 313 715 476 0
12 3 2 172 171 213 287 0
12 4 2 42 132 71 201 0
12 5 2 815 161 841 224 0
13 1 2 129 170 174 284 0
13 2 2 634 314 724 477 0
13 3 2 173 171 214 287 0
13 4 2 44 132 73 202 0
13 5 2 813 162 840 225 0
14 1 2 129 170 174 285 0
14 2 2 652 314 740 476 0
14 3 2 177 169 219 287 0
14 4 2 46 133 75 202 0
14 5 2 812 162 839 225 0
15 1 2 131 169 175 284 0
15 2 2 666 315 752 475 0
15 3 2 178 170 220 286 0
15 4 2 47 132 76 204 0
15 5 2 811 163 838 224 0
16 1 2 131 169 175 284 0
16 2 2 676 314 760 475 0
16 3 2 180 170 221 286 0
16 4 2 48 132 76 204 0
16 5 2 807 162 834 223 0
17 1 2 133 168 177 283 0
17 2 2 688 313 771 476 0
17 3 2 180 170 222 286 0
17 4 2 51 132 81 206 0
17 5 2 804 161 832 223 0
18 1 2 136 168 179 282 0
18 2 2 697 316 777 476 0
18 3 2 182 169 223 285 0
18 4 2 54 132 84 206 0
18 5 2 803 156 832 221 0
19 1 2 138 167 180 280 0
19 2 2 701 319 780 476 0
19 3 2 185 169 225 283 0
19 4 2 55 132 85 207 0
19 5 2 802 154 831 221 0
19 7 2 511 99 521 130 0
20 1 2 140 168 180 277 0
20 2 2 704 323 783 476 0
20 3 2 186 168 226 283 0
20 4 2 57 130 86 206 0
20 5 2 801 153 830 220 0
20 7 2 511 100 520 129 0
21 1 2 141 167 181 275 0
21 2 2 710 330 790 479 0
21 3 2 188 167 227 282 0
21 4 2 57 130 86 206 0
21 5 2 799 152 828 219 0
21 7 2 511 101 520 130 0
22 1 2 146 167 185 275 0
22 2 2 721 338 802 478 0
22 3 2 189 167 228 281 0
22 4 2 58 129 87 207 0
22 7 2 511 103 520 130 0
23 1 2 148 168 187 276 0
23 2 2 728 343 810 477 0
23 3 2 191 167 230 281 0
23 4 2 59 130 88 207 0
23 9 2 495 88 506 116 0
24 1 2 149 168 187 275 0
24 2 2 734 347 821 478 0
24 3 2 193 166 232 280 0
24 4 2 60 131 90 208 0
24 9 2 494 89 505 116 0
25 1 2 150 167 188 276 0
25 2 2 740 352 828 479 0
25 3 2 195 166 235 280 0
25 4 2 61 131 91 208 0
25 7 2 509 99 520 131 0
26 1 2 150 166 189 276 0
26 2 2 748 354 839 479 0
26 3 2 197 165 237 279 0
26 4 2 63 131 93 208 0
26 7 2 509 99 520 131 0
27 1 2 150 164 190 276 0
27 2 2 762 356 850 478 0
27 3 2 199 165 239 278 0
27 4 2 68 135 99 212 0
27 7 2 510 99 520 131 0
28 1 2 151 164 191 275 0
28 2 2 774 353 862 477 0
28 3 2 200 166 240 279 0
28 4 2 69 137 100 213 0
28 7 2 509 100 519 131 0
29 1 2 152 165 192 275 0
29 2 2 785 352 871 478 0
29 3 2 201 167 240 279 0
29 4 2 71 138 101 214 0
29 7 2 509 99 520 131 0
30 1 2 154 165 193 275 0
30 2 2 790 347 876 480 0
30 3 2 201 167 241 279 0
30 4 2 72 137 103 215 0
30 7 2 509 97 520 131 0
31 1 2 156 164 195 274 0
31 2 2 799 348 885 480 0
