Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 398 83 438 237 0
2 2 2 610 157 675 342 0
2 3 2 584 59 607 135 0
2 4 2 424 113 476 249 0
3 1 2 400 83 440 232 0
3 2 2 615 157 679 338 0
3 3 2 583 59 606 136 0
3 4 2 428 111 481 248 0
4 1 2 402 83 442 234 0
4 2 2 617 157 682 343 0
4 3 2 576 59 600 136 0
4 4 2 431 111 483 249 0
5 1 2 407 81 449 238 0
5 2 2 619 156 685 345 0
5 3 2 573 61 597 136 0
5 4 2 437 112 488 248 0
6 1 2 411 82 452 234 0
6 2 2 626 156 692 345 0
6 3 2 571 61 596 136 0
6 4 2 441 111 491 246 0
7 1 2 415 82 455 233 0
7 2 2 628 156 695 347 0
7 3 2 570 61 595 136 0
7 4 2 444 112 493 246 0
8 1 2 417 82 458 232 0
8 2 2 629 158 696 350 0
8 3 2 570 62 595 136 0
8 4 2 446 112 495 246 0
9 1 2 421 82 461 228 0
9 2 2 629 159 698 356 0
9 3 2 569 62 594 136 0
9 4 2 449 114 497 243 0
10 1 2 423 81 465 234 0
10 2 2 629 163 699 362 0
10 3 2 568 61 594 137 0
10 4 2 452 114 499 241 0
11 1 2 427 81 467 227 0
11 2 2 629 167 700 365 0
11 3 2 566 60 592 138 0
11 4 2 453 112 501 243 0
12 1 2 431 79 472 228 0
12 2 2 632 172 705 374 0
12 3 2 561 59 588 140 0
12 4 2 458 113 504 241 0
13 1 2 434 79 474 226 0
13 2 2 633 176 706 379 0
13 3 2 559 59 586 141 0
13 4 2 464 108 509 232 0
14 1 2 435 78 476 228 0
14 2 2 634 177 709 383 0
14 3 2 557 59 584 141 0
14 4 2 466 99 513 233 0
15 1 2 436 78 478 228 0
15 2 2 636 177 712 384 0
15 3 2 555 61 582 141 0
15 4 2 473 104 517 232 0
16 1 2 440 78 484 231 0
16 2 2 639 178 714 385 0
16 3 2 554 61 580 139 0
16 4 2 477 106 520 231 0
17 1 2 442 78 487 232 0
17 2 2 642 178 717 384 0
17 3 2 553 61 579 139 0
17 4 2 479 105 523 232 0
18 1 2 444 80 489 230 0
18 2 2 646 178 720 383 0
18 3 2 552 62 578 137 0
18 4 2 483 102 528 231 0
19 1 2 444 79 491 229 0
19 2 2 649 179 723 384 0
19 3 2 551 62 577 138 0
19 4 2 485 102 529 230 0
20 1 2 447 81 494 228 0
20 2 2 649 180 724 387 0
20 3 2 550 62 576 138 0
20 4 2 486 105 530 229 0
21 1 2 451 83 498 225 0
21 2 2 651 185 727 397 0
21 3 2 549 62 575 139 0
21 4 2 487 109 530 227 0
22 1 2 454 82 502 226 0
22 2 2 650 188 730 408 0
22 3 2 547 60 574 140 0
22 4 2 489 110 532 226 0
23 1 2 459 80 507 225 0
23 2 2 650 191 732 417 0
23 3 2 544 60 570 140 0
23 4 2 493 106 538 228 0
24 1 2 465 80 511 220 0
24 2 2 652 194 736 419 0
24 3 2 542 60 568 140 0
24 4 2 495 100 543 228 0
25 1 2 472 80 517 219 0
25 2 2 656 197 739 421 0
25 3 2 540 60 566 140 0
25 4 2 499 100 546 228 0
26 1 2 476 81 520 218 0
26 2 2 658 199 743 425 0
26 3 2 539 60 565 139 0
26 4 2 505 101 551 229 0
27 1 2 478 80 522 220 0
27 2 2 662 200 748 429 0
27 3 2 538 60 563 139 0
27 4 2 508 97 555 227 0
28 1 2 480 80 525 222 0
28 2 2 666 200 752 432 0
28 3 2 536 60 562 138 0
28 4 2 511 95 558 227 0
29 1 2 481 78 525 219 0
29 2 2 670 197 757 434 0
29 3 2 536 61 561 136 0
29 4 2 514 97 560 227 0
30 1 2 483 80 527 218 0
30 2 2 674 197 761 434 0
30 3 2 535 61 559 133 0
30 4 2 516 98 561 228 0
31 1 2 486 80 529 218 0
31 2 2 677 197 764 436 0
31 3 2 534 61 558 132 0
31 4 2 515 92 563 230 0
32 1 2 487 82 530 218 0
