Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
169 1 2 812 51 857 177 0
170 1 2 812 50 857 177 0
171 1 2 812 48 857 176 0
172 1 2 811 47 856 173 0
173 1 2 809 46 854 175 0
174 1 2 806 47 850 173 0
175 1 2 798 46 843 173 0
176 1 2 791 45 837 174 0
177 1 2 785 47 830 173 0
178 1 2 781 43 827 168 0
179 1 2 776 41 824 165 0
180 1 2 773 41 820 164 0
181 1 2 769 40 818 164 0
182 1 2 768 39 817 164 0
183 1 2 763 38 812 161 0
184 1 2 761 36 809 159 0
185 1 2 759 35 807 159 0
186 1 2 757 34 804 156 0
187 1 2 756 33 802 154 0
188 1 2 749 32 796 153 0
189 1 2 742 36 789 152 0
190 1 2 737 38 785 153 0
191 1 2 729 33 779 152 0
192 1 2 725 31 778 152 0
193 1 2 722 28 776 151 0
194 1 2 720 27 774 150 0
195 1 2 720 27 773 147 0
196 1 2 719 27 770 145 0
197 1 2 717 27 767 144 0
198 1 2 715 27 764 143 0
199 1 2 712 26 760 145 0
200 1 2 710 25 758 145 0
201 1 2 706 25 753 142 0
202 1 2 699 27 745 141 0
203 1 2 694 27 741 141 0
204 1 2 691 27 739 140 0
205 1 2 687 27 734 138 0
206 1 2 683 27 731 138 0
207 1 2 680 27 728 137 0
208 1 2 678 24 727 137 0
209 1 2 677 22 725 136 0
210 1 2 675 22 721 135 0
211 1 2 674 21 720 135 0
212 1 2 672 20 716 134 0
213 1 2 665 15 710 130 0
214 1 2 660 12 705 127 0
215 1 2 654 13 699 126 0
216 1 2 650 12 696 126 0
217 1 2 647 11 694 126 0
218 1 2 645 12 693 126 0
219 1 2 643 13 691 125 0
220 1 2 642 15 689 124 0
221 1 2 641 14 687 123 0
222 1 2 639 13 683 120 0
223 1 2 635 13 677 119 0
224 1 2 633 13 673 118 0
225 1 2 630 11 670 120 0
226 1 2 627 11 666 119 0
227 1 2 623 11 662 118 0
228 1 2 618 11 657 117 0
229 1 2 614 11 654 118 0
230 1 2 611 11 652 118 0
230 2 2 810 121 847 317 0
231 1 2 607 13 648 116 0
231 2 2 801 114 840 315 0
232 1 2 604 11 648 117 0
232 2 2 797 109 838 316 0
233 1 2 599 9 643 116 0
233 2 2 796 109 838 316 0
234 1 2 596 8 642 118 0
234 2 2 795 109 839 317 0
235 1 2 595 8 640 118 0
235 2 2 793 105 840 318 0
236 1 2 594 7 637 115 0
236 2 2 792 103 843 322 0
237 1 2 591 6 633 113 0
237 2 2 792 105 843 320 0
238 1 2 589 5 630 112 0
238 2 2 791 107 844 319 0
239 1 2 587 5 627 109 0
239 2 2 789 106 843 319 0
240 1 2 584 5 624 110 0
240 2 2 783 104 839 318 0
241 1 2 579 4 619 110 0
241 2 2 774 107 834 318 0
242 1 2 574 6 615 110 0
242 2 2 759 106 823 316 0
243 1 2 568 5 609 108 0
