Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
14 1 2 751 91 795 206 0
15 1 2 743 89 789 205 0
16 1 2 736 88 785 210 0
17 1 2 744 93 790 210 0
18 1 2 743 95 791 217 0
19 1 2 739 97 788 220 0
19 2 2 703 84 774 210 0
20 1 2 737 100 784 217 0
20 2 2 704 85 777 212 0
21 1 2 735 101 782 218 0
21 2 2 705 86 777 213 0
22 2 2 708 89 780 217 0
23 1 2 708 85 759 213 0
23 2 2 709 92 780 220 0
24 1 2 703 85 754 213 0
24 2 2 707 91 779 222 0
25 2 2 706 91 776 222 0
26 2 2 702 87 773 221 0
27 1 2 691 80 743 211 0
27 2 2 702 87 771 219 0
28 1 2 687 82 738 210 0
28 2 2 704 92 769 220 0
29 1 2 680 81 731 209 0
29 2 2 702 94 764 218 0
30 1 2 674 80 726 210 0
30 2 2 701 100 760 219 0
31 1 2 669 80 722 210 0
31 2 2 685 93 748 219 0
32 2 2 680 95 742 220 0
33 1 2 660 80 713 209 0
33 2 2 678 100 739 222 0
34 1 2 657 79 711 211 0
34 2 2 676 103 736 223 0
35 1 2 654 79 709 212 0
35 2 2 675 101 736 224 0
36 1 2 655 81 709 211 0
36 2 2 674 99 734 223 0
37 1 2 651 81 705 211 0
37 2 2 669 100 728 224 0
38 2 2 658 91 720 222 0
39 2 2 653 89 713 218 0
40 2 2 652 93 710 219 0
41 1 2 641 80 687 191 0
41 2 2 653 97 708 217 0
42 1 2 637 86 686 202 0
42 2 2 652 102 705 218 0
43 1 2 629 81 678 195 0
43 2 2 647 102 701 222 0
44 1 2 624 90 671 196 0
44 2 2 641 101 697 224 0
45 1 2 619 84 667 192 0
45 2 2 638 106 692 224 0
46 1 2 615 87 667 201 0
46 2 2 634 108 689 224 0
47 1 2 613 87 667 204 0
47 2 2 632 109 687 223 0
48 1 2 610 87 666 208 0
48 2 2 632 111 686 222 0
49 1 2 608 89 659 201 0
49 2 2 627 109 682 225 0
50 1 2 605 86 658 205 0
50 2 2 620 104 676 224 0
51 1 2 602 86 655 205 0
51 2 2 613 96 671 222 0
52 2 2 607 88 667 222 0
53 2 2 602 87 663 225 0
54 1 2 588 82 645 213 0
