Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 41 145 65 209 0
2 2 2 5 137 34 206 0
2 3 2 406 173 452 313 0
2 4 2 371 168 407 286 0
2 5 2 64 135 85 205 0
3 1 2 41 145 65 209 0
3 2 2 4 139 33 209 0
3 3 2 407 174 452 311 0
3 4 2 371 169 406 284 0
3 5 2 63 134 85 205 0
4 1 2 40 145 64 208 0
4 2 2 3 141 32 209 0
4 3 2 409 174 454 311 0
4 4 2 369 169 404 284 0
4 5 2 63 133 85 205 0
5 1 2 39 145 63 208 0
5 2 2 0 142 28 209 0
5 3 2 410 174 455 311 0
5 4 2 368 170 403 285 0
5 5 2 62 134 83 204 0
6 1 2 39 145 63 207 0
6 2 2 0 143 27 209 0
6 3 2 410 174 455 310 0
6 4 2 366 172 401 285 0
6 5 2 61 134 83 204 0
7 1 2 35 144 59 208 0
7 2 2 0 143 26 209 0
7 3 2 411 174 456 309 0
7 4 2 364 170 401 287 0
7 5 2 61 134 83 203 0
8 1 2 34 144 57 208 0
8 2 2 0 143 25 209 0
8 3 2 412 170 457 305 0
8 4 2 362 171 399 287 0
8 5 2 61 134 83 203 0
9 1 2 33 144 56 208 0
9 2 2 0 142 25 209 0
9 3 2 414 168 458 303 0
9 4 2 360 169 399 289 0
9 5 2 60 134 82 204 0
10 1 2 32 144 55 208 0
10 2 2 -1 138 25 206 0
10 3 2 414 167 457 302 0
10 4 2 358 167 397 289 0
10 5 2 60 134 82 204 0
11 1 2 32 144 55 208 0
11 2 2 -1 136 25 205 0
11 3 2 414 168 456 298 0
11 4 2 356 167 396 288 0
11 5 2 59 134 82 202 0
12 1 2 31 143 54 208 0
12 2 2 -1 136 24 203 0
12 3 2 414 165 456 296 0
12 4 2 354 166 394 288 0
12 5 2 59 134 81 202 0
13 1 2 31 143 54 208 0
13 2 2 -1 136 24 203 0
13 3 2 413 164 455 294 0
13 4 2 352 165 392 289 0
13 5 2 59 134 80 200 0
14 1 2 30 143 52 208 0
14 2 2 -1 136 24 203 0
14 3 2 403 165 442 289 0
14 4 2 349 165 390 292 0
14 5 2 58 134 79 198 0
15 1 2 29 144 52 208 0
15 2 2 -1 137 23 203 0
15 3 2 398 166 437 288 0
15 4 2 347 167 389 294 0
15 5 2 57 134 79 199 0
16 1 2 29 144 52 208 0
16 2 2 0 142 23 206 0
16 3 2 396 168 433 287 0
16 4 2 346 170 387 295 0
16 5 2 56 134 78 200 0
17 1 2 28 144 51 208 0
17 2 2 0 144 23 206 0
17 3 2 394 170 431 288 0
17 4 2 344 171 386 296 0
17 5 2 56 134 78 200 0
18 1 2 28 143 50 208 0
18 2 2 -1 140 23 204 0
18 3 2 392 171 429 287 0
18 4 2 343 173 385 295 0
18 5 2 53 136 74 196 0
19 1 2 27 143 50 207 0
19 2 2 -1 138 22 204 0
19 3 2 391 171 428 288 0
19 4 2 342 173 385 295 0
19 5 2 51 136 72 195 0
20 1 2 27 143 50 207 0
20 2 2 -1 138 22 204 0
20 3 2 390 171 427 289 0
20 4 2 338 173 381 295 0
20 5 2 51 136 72 197 0
21 1 2 26 143 49 207 0
21 2 2 -1 137 22 204 0
21 3 2 388 171 425 290 0
21 4 2 335 172 378 295 0
21 5 2 50 135 72 200 0
22 1 2 26 140 49 204 0
22 2 2 -1 137 22 203 0
22 3 2 386 169 423 290 0
22 4 2 334 172 378 295 0
22 5 2 49 135 72 200 0
23 1 2 26 139 48 203 0
23 2 2 -1 137 21 203 0
23 3 2 385 169 422 290 0
23 4 2 332 172 376 294 0
23 5 2 49 135 71 200 0
24 1 2 25 142 47 205 0
24 2 2 -1 136 20 202 0
24 3 2 384 170 421 290 0
24 4 2 331 172 375 294 0
24 5 2 49 135 71 199 0
25 1 2 24 143 46 207 0
25 2 2 -2 136 19 202 0
25 3 2 383 170 419 289 0
25 4 2 330 172 375 295 0
25 5 2 49 135 71 198 0
26 1 2 24 144 46 206 0
26 2 2 -2 136 19 203 0
26 3 2 381 170 418 290 0
26 4 2 329 172 374 296 0
26 5 2 48 136 70 198 0
27 1 2 24 145 45 206 0
27 2 2 -1 137 19 203 0
27 3 2 379 171 416 290 0
27 4 2 329 173 375 297 0
27 5 2 47 136 69 197 0
28 1 2 24 145 45 205 0
28 2 2 -2 137 18 202 0
28 3 2 373 172 411 289 0
28 4 2 329 177 374 302 0
28 5 2 47 137 69 197 0
29 1 2 23 146 44 205 0
29 2 2 -2 137 17 202 0
29 3 2 370 173 409 289 0
29 4 2 329 180 374 304 0
29 5 2 46 137 67 197 0
30 1 2 20 147 41 205 0
30 2 2 -3 137 15 202 0
30 3 2 368 173 409 290 0
30 4 2 329 182 374 304 0
30 5 2 45 137 67 197 0
31 1 2 19 147 39 204 0
31 2 2 -3 137 14 202 0
31 3 2 367 174 410 292 0
31 4 2 328 182 374 305 0
31 5 2 44 137 66 198 0
32 1 2 18 147 39 204 0
32 2 2 -3 137 13 202 0
32 3 2 366 174 410 294 0
32 4 2 328 184 373 306 0
32 5 2 43 137 65 198 0
33 1 2 18 147 38 204 0
33 2 2 -3 137 12 201 0
33 3 2 366 173 411 295 0
33 4 2 329 184 374 306 0
33 5 2 43 138 64 197 0
34 1 2 17 147 37 204 0
34 2 2 -3 137 12 201 0
34 3 2 365 173 411 294 0
34 4 2 330 186 373 305 0
34 5 2 43 139 63 197 0
35 1 2 17 147 37 204 0
35 2 2 -2 137 12 202 0
35 3 2 365 172 410 294 0
35 4 2 331 187 374 305 0
35 5 2 43 139 63 196 0
36 1 2 16 146 36 204 0
36 2 2 -2 137 12 202 0
36 3 2 365 172 411 293 0
36 4 2 332 185 375 305 0
36 5 2 42 139 62 196 0
37 1 2 15 143 35 202 0
37 2 2 -2 137 12 202 0
37 3 2 365 172 411 295 0
37 4 2 332 185 375 306 0
37 5 2 43 138 62 196 0
38 1 2 13 142 34 201 0
38 2 2 -1 139 11 201 0
38 3 2 363 174 412 305 0
38 4 2 334 184 378 309 0
38 5 2 42 138 62 195 0
39 1 2 13 144 34 203 0
39 2 2 -1 140 10 200 0
39 3 2 361 176 411 309 0
39 4 2 335 184 378 310 0
39 5 2 42 139 61 195 0
40 1 2 13 143 33 201 0
40 2 2 -1 140 10 199 0
40 3 2 357 178 410 314 0
40 4 2 335 185 379 311 0
40 5 2 42 140 60 194 0
