Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 0 140 47 250 0
3 1 2 0 139 48 251 0
4 1 2 1 140 48 250 0
5 1 2 1 140 48 250 0
6 1 2 0 139 48 250 0
7 1 2 0 138 48 250 0
7 2 2 516 421 595 476 0
8 1 2 -1 137 47 251 0
8 2 2 507 416 595 477 0
9 1 2 -1 137 47 251 0
9 2 2 502 412 598 477 0
10 1 2 -2 136 46 250 0
10 2 2 499 408 601 477 0
11 1 2 -2 133 46 248 0
11 2 2 503 404 613 477 0
12 1 2 -1 133 45 245 0
12 2 2 502 396 620 475 0
13 1 2 -1 131 44 242 0
13 2 2 499 390 625 476 0
14 1 2 -1 129 44 240 0
14 2 2 496 386 630 478 0
15 1 2 -1 128 43 237 0
15 2 2 492 379 632 478 0
16 1 2 -1 127 43 235 0
16 2 2 485 373 629 479 0
17 1 2 -1 125 42 234 0
17 2 2 484 371 623 477 0
17 3 2 393 439 451 479 0
18 1 2 -1 123 42 232 0
18 2 2 483 367 620 476 0
18 3 2 389 434 454 479 0
19 1 2 0 126 42 231 0
19 2 2 482 363 618 476 0
19 3 2 385 428 458 478 0
20 1 2 0 123 42 231 0
20 2 2 481 358 617 478 0
20 3 2 382 421 461 476 0
21 1 2 0 121 43 231 0
21 2 2 480 353 618 479 0
21 3 2 379 415 466 476 0
22 1 2 0 120 43 232 0
22 2 2 478 348 616 481 0
22 3 2 381 410 474 476 0
23 1 2 0 123 44 234 0
23 2 2 479 345 614 481 0
23 3 2 383 405 480 477 0
24 1 2 -1 109 45 229 0
24 2 2 481 340 611 478 0
24 3 2 382 397 485 475 0
25 1 2 -2 104 46 229 0
25 2 2 480 338 606 478 0
25 3 2 379 389 490 475 0
26 1 2 -2 101 45 227 0
26 2 2 482 330 605 474 0
26 3 2 384 383 502 476 0
27 1 2 -2 102 44 224 0
27 2 2 481 326 602 473 0
27 3 2 380 377 502 476 0
28 1 2 0 122 40 225 0
28 2 2 481 321 600 473 0
28 3 2 377 372 503 476 0
29 1 2 0 129 36 224 0
29 2 2 480 316 599 473 0
29 3 2 374 363 507 476 0
30 1 2 0 130 36 223 0
30 2 2 481 313 597 473 0
30 3 2 370 353 512 476 0
31 2 2 482 309 597 473 0
31 3 2 368 344 514 477 0
32 1 2 -4 120 31 217 0
32 2 2 483 304 598 475 0
32 3 2 367 332 518 475 0
33 1 2 -5 120 30 216 0
33 2 2 485 301 599 475 0
33 3 2 367 326 519 474 0
34 2 2 490 297 601 473 0
34 3 2 368 319 518 474 0
35 2 2 493 294 602 471 0
35 3 2 366 311 518 475 0
36 2 2 496 291 602 467 0
36 3 2 367 303 518 476 0
37 2 2 497 287 603 465 0
37 3 2 368 297 516 476 0
38 2 2 498 282 600 457 0
38 3 2 370 292 514 477 0
39 2 2 502 280 598 449 0
39 3 2 375 288 511 474 0
40 2 2 503 274 596 441 0
40 3 2 378 286 508 473 0
41 2 2 505 270 594 433 0
41 3 2 381 284 504 472 0
42 2 2 507 267 591 425 0
42 3 2 384 283 502 473 0
43 2 2 507 266 589 419 0
43 3 2 386 279 501 473 0
44 2 2 507 264 587 417 0
44 3 2 388 276 499 473 0
45 2 2 507 262 587 418 0
45 3 2 394 279 497 470 0
46 2 2 507 260 586 419 0
46 3 2 397 272 495 463 0
47 2 2 507 254 586 417 0
47 3 2 401 268 493 454 0
48 2 2 507 250 585 416 0
48 3 2 404 264 490 444 0
49 2 2 507 246 584 414 0
49 3 2 408 262 487 432 0
50 2 2 507 244 583 410 0
50 3 2 411 255 484 418 0
51 2 2 506 239 580 406 0
51 3 2 412 250 483 413 0
52 2 2 507 235 578 396 0
52 3 2 412 246 483 412 0
53 2 2 508 233 575 386 0
53 3 2 413 243 483 414 0
54 2 2 510 229 574 376 0
54 3 2 412 242 482 414 0
55 2 2 511 223 577 373 0
55 3 2 415 244 481 412 0
56 2 2 512 221 577 369 0
56 3 2 415 244 481 413 0
57 2 2 512 218 577 369 0
57 3 2 413 238 479 412 0
58 2 2 512 216 579 371 0
58 3 2 412 235 477 406 0
59 2 2 513 215 580 372 0
59 3 2 413 231 475 400 0
60 2 2 514 214 581 372 0
60 3 2 414 226 474 394 0
61 2 2 515 213 581 371 0
61 3 2 414 221 472 383 0
62 2 2 514 208 580 368 0
62 3 2 415 216 471 374 0
63 2 2 515 205 580 364 0
63 3 2 416 212 471 369 0
64 2 2 516 202 580 359 0
64 3 2 415 208 471 368 0
65 2 2 518 199 580 353 0
65 3 2 415 206 470 367 0
66 2 2 518 192 580 347 0
66 3 2 415 202 471 367 0
67 2 2 519 189 579 340 0
67 3 2 415 201 471 367 0
68 2 2 520 187 579 335 0
68 3 2 416 199 472 366 0
69 2 2 520 186 578 332 0
69 3 2 418 201 471 365 0
70 2 2 519 185 578 332 0
