Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 152 83 192 228 0
2 2 2 611 74 666 185 0
2 3 2 640 74 704 197 0
2 4 2 29 19 50 86 0
2 5 2 17 22 32 77 0
3 1 2 153 82 193 227 0
3 2 2 609 74 663 186 0
3 3 2 638 73 702 197 0
3 4 2 29 18 49 85 0
3 5 2 16 22 31 79 0
4 1 2 155 82 195 226 0
4 2 2 608 74 661 185 0
4 3 2 636 72 700 198 0
4 4 2 28 17 49 85 0
4 5 2 15 21 31 79 0
5 1 2 155 82 195 225 0
5 2 2 607 74 660 185 0
5 3 2 634 71 698 198 0
5 4 2 27 17 48 85 0
5 5 2 14 21 30 80 0
6 1 2 156 83 197 225 0
6 2 2 606 74 659 185 0
6 3 2 633 71 696 199 0
6 4 2 27 16 47 84 0
6 5 2 14 21 30 81 0
7 1 2 157 83 197 224 0
7 2 2 606 74 658 185 0
7 3 2 633 73 694 199 0
7 4 2 27 17 47 84 0
7 5 2 14 22 30 82 0
8 1 2 158 83 198 225 0
8 2 2 605 73 658 187 0
8 3 2 632 72 692 200 0
8 4 2 27 18 47 84 0
8 5 2 13 22 29 82 0
9 1 2 157 82 199 225 0
9 2 2 604 73 656 185 0
9 3 2 631 73 690 199 0
9 4 2 26 18 46 84 0
9 5 2 16 22 32 83 0
10 1 2 157 81 199 225 0
10 2 2 599 74 649 184 0
10 3 2 631 73 689 199 0
10 4 2 25 19 45 84 0
10 5 2 17 22 34 83 0
10 6 2 838 25 855 67 0
11 1 2 159 80 201 225 0
11 2 2 595 75 645 183 0
11 3 2 625 73 683 198 0
11 4 2 24 19 45 84 0
11 5 2 18 21 35 83 0
11 6 2 838 24 855 67 0
12 1 2 160 79 203 225 0
12 2 2 590 77 640 183 0
12 3 2 621 74 680 199 0
12 6 2 838 23 855 67 0
13 1 2 161 79 204 226 0
13 2 2 587 78 638 183 0
13 3 2 618 74 679 199 0
13 5 2 19 21 36 80 0
13 6 2 838 24 855 66 0
14 1 2 163 79 206 226 0
14 2 2 584 80 635 184 0
14 3 2 617 78 678 204 0
14 5 2 18 20 37 80 0
14 6 2 839 24 856 66 0
15 1 2 164 78 207 226 0
15 2 2 582 79 634 185 0
15 3 2 615 78 677 206 0
15 5 2 18 19 37 81 0
15 6 2 840 25 855 65 0
16 1 2 165 78 207 226 0
16 2 2 580 78 633 186 0
16 3 2 613 79 675 207 0
16 5 2 18 19 38 81 0
16 6 2 839 18 855 60 0
17 1 2 166 78 207 225 0
17 2 2 579 76 631 186 0
17 3 2 611 79 672 208 0
17 5 2 18 19 38 81 0
17 6 2 839 17 855 58 0
18 1 2 167 78 208 225 0
18 2 2 579 76 631 186 0
18 3 2 609 76 669 203 0
18 5 2 19 18 40 81 0
18 6 2 839 16 855 57 0
19 1 2 167 78 208 224 0
19 2 2 579 76 629 185 0
19 3 2 606 78 664 206 0
19 5 2 19 18 40 82 0
20 1 2 168 78 209 224 0
20 2 2 575 75 626 187 0
20 3 2 604 74 662 203 0
20 5 2 19 18 40 82 0
21 1 2 168 78 209 224 0
21 2 2 573 73 625 189 0
21 3 2 603 72 659 202 0
21 5 2 19 18 40 81 0
21 6 2 840 26 854 62 0
22 1 2 169 78 210 222 0
22 2 2 569 72 623 194 0
22 3 2 602 71 657 202 0
22 5 2 18 19 39 81 0
22 6 2 839 27 854 63 0
23 1 2 171 78 211 220 0
23 2 2 568 72 621 194 0
23 3 2 601 71 655 202 0
23 5 2 18 20 38 81 0
23 6 2 839 28 854 63 0
24 1 2 172 78 212 219 0
24 2 2 563 72 616 193 0
24 3 2 600 71 652 202 0
24 5 2 18 20 38 81 0
25 1 2 173 78 213 217 0
25 2 2 560 74 613 193 0
25 3 2 593 77 644 206 0
25 5 2 17 20 37 80 0
26 1 2 177 77 218 215 0
26 2 2 558 75 610 194 0
26 3 2 587 78 638 208 0
26 5 2 17 21 37 80 0
27 1 2 179 76 220 214 0
27 2 2 555 76 607 195 0
27 3 2 583 79 635 208 0
27 5 2 17 21 37 80 0
28 1 2 179 76 222 214 0
28 2 2 553 78 604 194 0
28 3 2 581 81 632 208 0
28 5 2 17 21 37 80 0
29 1 2 181 75 224 213 0
29 2 2 551 77 602 195 0
29 3 2 580 81 632 207 0
29 5 2 16 21 37 80 0
29 6 2 840 28 854 63 0
30 1 2 182 75 226 213 0
30 2 2 548 76 601 195 0
30 3 2 581 80 632 207 0
30 5 2 15 21 36 80 0
30 6 2 840 28 854 62 0
31 1 2 183 76 228 212 0
31 2 2 547 76 599 196 0
31 3 2 580 80 631 206 0
31 5 2 15 21 37 80 0
31 6 2 840 28 854 62 0
32 1 2 184 76 229 212 0
32 2 2 545 76 597 196 0
32 3 2 578 79 629 208 0
32 5 2 15 21 37 79 0
32 6 2 840 28 854 62 0
33 1 2 185 76 230 213 0
33 2 2 544 76 595 196 0
33 3 2 575 72 626 205 0
33 5 2 15 21 37 79 0
33 6 2 841 29 854 62 0
34 1 2 185 78 230 213 0
34 2 2 543 76 593 195 0
34 3 2 573 76 623 207 0
34 5 2 15 21 36 78 0
34 6 2 841 29 854 62 0
34 9 2 111 62 159 185 0
35 1 2 186 78 231 214 0
35 2 2 542 75 591 196 0
35 3 2 571 77 620 209 0
35 5 2 15 20 37 78 0
35 6 2 841 30 855 62 0
35 9 2 113 61 160 182 0
36 1 2 187 77 232 214 0
36 2 2 539 74 589 196 0
36 3 2 569 77 618 210 0
36 5 2 15 20 37 78 0
36 6 2 841 29 855 62 0
36 9 2 114 60 163 185 0
37 1 2 187 75 233 214 0
37 2 2 532 75 582 198 0
