Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
74 1 2 429 163 452 255 0
75 1 2 428 163 452 257 0
76 1 2 428 163 452 260 0
77 1 2 427 162 453 262 0
78 1 2 427 162 453 262 0
79 1 2 426 162 452 263 0
80 1 2 425 162 452 264 0
81 1 2 424 162 451 265 0
82 1 2 424 162 452 265 0
83 1 2 424 162 452 264 0
84 1 2 424 162 452 264 0
85 1 2 424 162 452 264 0
86 1 2 424 164 452 265 0
87 1 2 424 164 452 266 0
88 1 2 423 163 452 267 0
89 1 2 422 163 452 267 0
90 1 2 421 165 450 265 0
91 1 2 418 166 449 268 0
92 1 2 416 166 449 271 0
93 1 2 415 167 448 273 0
94 1 2 413 167 448 273 0
95 1 2 412 167 448 273 0
96 1 2 412 167 448 273 0
97 1 2 412 167 448 272 0
98 1 2 407 168 444 272 0
99 1 2 404 167 442 272 0
100 1 2 402 167 441 274 0
101 1 2 402 167 441 275 0
102 1 2 401 167 440 277 0
103 1 2 401 167 440 277 0
104 1 2 401 168 440 279 0
105 1 2 400 168 439 280 0
106 1 2 400 169 438 280 0
107 1 2 399 169 437 281 0
107 2 2 432 165 458 279 0
108 1 2 399 170 436 281 0
108 2 2 432 165 457 279 0
109 1 2 399 170 436 281 0
109 2 2 432 166 457 279 0
110 1 2 398 170 435 281 0
110 2 2 431 166 457 279 0
111 1 2 397 171 434 281 0
111 2 2 430 166 456 279 0
112 1 2 396 171 433 281 0
112 2 2 429 166 455 281 0
113 1 2 395 171 432 281 0
113 2 2 428 166 454 280 0
114 1 2 394 171 431 281 0
114 2 2 427 166 454 280 0
115 1 2 392 171 429 282 0
115 2 2 427 167 453 281 0
116 1 2 389 172 427 284 0
116 2 2 426 167 453 281 0
117 1 2 387 172 427 285 0
117 2 2 424 165 453 286 0
118 1 2 386 171 427 286 0
118 2 2 424 166 453 285 0
119 1 2 385 169 426 288 0
119 2 2 423 166 452 285 0
120 1 2 384 171 425 288 0
120 2 2 423 167 453 285 0
121 1 2 384 173 425 288 0
121 2 2 422 169 452 285 0
122 1 2 384 175 424 288 0
122 2 2 421 170 452 286 0
123 1 2 383 175 423 287 0
123 2 2 419 170 451 286 0
124 1 2 382 174 422 286 0
124 2 2 418 170 451 287 0
125 1 2 381 174 421 286 0
125 2 2 417 171 450 286 0
126 1 2 380 173 421 288 0
126 2 2 416 172 449 286 0
127 1 2 379 174 420 290 0
127 2 2 415 172 449 287 0
128 1 2 379 174 420 292 0
128 2 2 414 172 448 289 0
129 1 2 378 175 420 293 0
129 2 2 413 173 448 292 0
130 1 2 378 175 420 294 0
