Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 711 97 727 144 0
2 2 2 673 80 686 122 0
2 3 2 555 106 578 180 0
2 4 2 648 79 658 118 0
2 5 2 659 82 671 117 0
3 1 2 711 96 727 143 0
3 2 2 673 80 685 122 0
3 3 2 556 107 578 179 0
3 4 2 648 79 658 118 0
3 5 2 658 82 671 118 0
4 1 2 711 95 728 144 0
4 2 2 672 80 685 122 0
4 3 2 556 107 578 178 0
4 4 2 648 79 658 118 0
4 5 2 658 83 671 119 0
4 6 2 742 69 758 102 0
5 1 2 711 95 728 144 0
5 2 2 672 80 685 122 0
5 3 2 556 107 578 178 0
5 4 2 647 79 659 119 0
5 5 2 658 83 671 120 0
5 6 2 741 68 759 103 0
6 1 2 711 95 728 144 0
6 2 2 672 80 684 122 0
6 3 2 556 106 578 179 0
6 4 2 647 79 658 120 0
6 5 2 658 83 671 120 0
6 6 2 742 68 758 101 0
7 1 2 712 95 729 144 0
7 2 2 672 81 684 122 0
7 3 2 556 106 578 179 0
7 4 2 647 79 658 120 0
7 5 2 658 83 672 120 0
7 6 2 741 67 758 101 0
8 1 2 712 95 729 144 0
8 2 2 672 81 684 122 0
8 3 2 557 103 579 175 0
8 4 2 646 79 658 121 0
8 5 2 659 83 672 120 0
9 1 2 712 95 729 145 0
9 2 2 671 80 684 122 0
9 3 2 558 103 579 173 0
9 4 2 646 79 657 119 0
9 5 2 659 82 672 120 0
10 1 2 712 95 728 144 0
10 2 2 671 80 684 122 0
10 3 2 559 104 579 171 0
10 4 2 646 79 657 119 0
10 5 2 658 82 672 120 0
11 1 2 712 95 728 143 0
11 2 2 671 80 683 122 0
11 3 2 559 104 579 170 0
11 4 2 645 79 657 119 0
11 5 2 658 82 672 120 0
12 1 2 713 95 729 143 0
12 2 2 670 80 683 123 0
12 3 2 560 105 580 169 0
12 4 2 645 79 657 120 0
12 5 2 659 82 672 120 0
13 1 2 713 95 729 142 0
13 2 2 670 79 683 123 0
13 3 2 560 105 579 170 0
13 4 2 644 79 657 121 0
13 5 2 658 82 672 121 0
14 1 2 713 95 728 142 0
14 2 2 670 79 683 123 0
14 3 2 560 105 580 169 0
14 4 2 644 79 656 121 0
14 5 2 658 82 671 121 0
15 1 2 713 95 728 142 0
15 2 2 670 79 683 124 0
15 3 2 562 105 581 170 0
15 4 2 644 79 656 121 0
15 5 2 657 82 671 121 0
16 1 2 713 95 728 141 0
16 2 2 670 79 683 124 0
16 3 2 562 106 582 169 0
16 4 2 644 79 656 121 0
16 5 2 657 83 671 121 0
17 1 2 713 95 728 141 0
17 2 2 670 79 683 124 0
17 3 2 563 108 581 167 0
17 4 2 644 79 656 121 0
17 5 2 657 83 671 121 0
18 1 2 716 95 731 140 0
18 2 2 670 79 682 124 0
18 3 2 563 107 582 168 0
18 4 2 644 79 656 121 0
18 5 2 657 83 671 121 0
19 1 2 717 94 732 141 0
19 2 2 670 79 683 124 0
19 3 2 562 107 582 168 0
19 4 2 644 79 656 121 0
19 5 2 657 83 671 122 0
20 1 2 717 94 733 141 0
20 2 2 670 79 683 125 0
20 3 2 563 106 582 168 0
20 4 2 644 79 656 121 0
20 5 2 658 83 671 122 0
21 1 2 718 94 733 141 0
21 2 2 670 79 683 126 0
21 3 2 563 106 583 168 0
21 4 2 644 79 656 121 0
21 5 2 657 83 671 122 0
22 1 2 718 94 733 141 0
22 2 2 670 79 683 126 0
22 3 2 563 106 583 168 0
22 4 2 644 78 656 121 0
22 5 2 658 82 672 122 0
23 1 2 718 94 733 141 0
23 2 2 670 79 683 126 0
23 3 2 562 105 583 167 0
23 4 2 644 78 656 121 0
23 5 2 659 82 672 122 0
24 1 2 718 94 734 141 0
24 2 2 670 78 683 126 0
24 3 2 562 105 583 167 0
24 4 2 644 78 656 121 0
24 5 2 658 82 671 123 0
25 1 2 718 94 734 141 0
25 2 2 670 78 683 126 0
25 3 2 565 104 586 167 0
25 4 2 644 78 656 121 0
25 5 2 658 82 672 123 0
26 1 2 719 94 734 141 0
26 2 2 670 78 682 126 0
26 3 2 566 104 587 166 0
26 4 2 644 78 656 121 0
26 5 2 658 82 672 123 0
27 1 2 719 94 734 141 0
27 2 2 669 78 682 126 0
27 3 2 567 103 588 166 0
27 4 2 644 78 656 121 0
27 5 2 658 82 671 123 0
28 1 2 719 94 734 141 0
28 2 2 669 78 682 126 0
28 3 2 568 105 588 164 0
28 4 2 644 79 656 121 0
28 5 2 657 83 671 123 0
29 1 2 720 95 735 140 0
29 2 2 669 78 682 126 0
29 3 2 568 105 588 163 0
29 4 2 644 79 656 121 0
29 5 2 658 83 671 123 0
30 1 2 720 95 734 140 0
30 2 2 669 79 682 126 0
30 4 2 643 79 656 121 0
30 5 2 658 83 671 124 0
31 1 2 721 95 734 139 0
31 2 2 670 79 682 126 0
31 4 2 643 80 656 122 0
31 5 2 660 82 673 124 0
32 1 2 721 96 734 139 0
32 2 2 669 79 681 126 0
32 3 2 568 104 589 167 0
32 4 2 643 79 656 122 0
32 5 2 662 82 676 124 0
33 1 2 721 96 734 138 0
33 2 2 670 80 682 125 0
33 3 2 568 102 589 167 0
33 4 2 643 79 656 122 0
33 5 2 662 82 676 124 0
34 1 2 721 96 734 138 0
34 2 2 669 80 681 125 0
34 3 2 568 100 590 166 0
34 4 2 643 79 656 122 0
34 5 2 662 81 677 124 0
35 1 2 721 96 735 139 0
35 2 2 669 80 681 124 0
35 3 2 569 100 591 164 0
35 4 2 643 78 656 121 0
35 5 2 663 81 677 123 0
36 1 2 721 95 735 139 0
36 2 2 670 81 682 124 0
36 3 2 569 99 591 163 0
36 4 2 643 78 657 121 0
36 5 2 662 81 677 123 0
37 1 2 721 95 734 138 0
37 2 2 669 81 681 123 0
37 3 2 570 99 591 163 0
37 4 2 643 78 657 121 0
37 5 2 662 81 676 123 0
38 1 2 721 95 734 138 0
38 2 2 669 81 681 123 0
38 3 2 570 98 591 163 0
38 4 2 643 79 656 122 0
38 5 2 663 81 677 123 0
39 1 2 721 95 734 138 0
39 2 2 669 81 681 123 0
39 3 2 571 98 592 163 0
39 4 2 643 79 657 122 0
39 5 2 663 81 678 123 0
40 1 2 721 96 734 138 0
40 3 2 571 98 592 163 0
40 4 2 644 79 657 122 0
40 5 2 663 81 678 123 0
41 1 2 721 96 734 137 0
41 2 2 669 81 682 126 0
41 3 2 571 97 592 162 0
41 4 2 643 79 657 122 0
41 5 2 662 82 677 125 0
42 1 2 721 96 734 136 0
42 2 2 669 82 682 126 0
42 3 2 571 98 592 163 0
42 4 2 643 79 657 122 0
42 5 2 662 82 677 125 0
43 1 2 722 96 735 136 0
43 2 2 669 82 682 127 0
43 3 2 571 98 592 163 0
43 4 2 643 80 657 123 0
43 5 2 662 82 677 126 0
44 1 2 722 96 735 136 0
44 2 2 669 82 682 127 0
44 3 2 572 98 592 164 0
44 4 2 643 80 657 123 0
44 5 2 662 83 678 126 0
45 1 2 722 96 735 136 0
45 2 2 669 82 682 127 0
45 3 2 572 98 593 164 0
45 4 2 643 80 658 123 0
45 5 2 662 83 678 126 0
46 1 2 722 96 735 136 0
46 2 2 669 82 682 127 0
46 3 2 573 98 593 164 0
46 4 2 644 81 658 124 0
46 5 2 662 83 678 126 0
47 1 2 722 95 736 136 0
47 3 2 573 98 592 162 0
47 4 2 644 80 659 124 0
47 5 2 662 82 679 127 0
