Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
110 1 2 805 118 836 304 0
111 1 2 809 123 840 305 0
112 1 2 807 106 842 302 0
113 1 2 802 113 838 305 0
114 1 2 799 114 837 307 0
115 1 2 795 97 839 308 0
116 1 2 793 93 840 307 0
117 1 2 786 90 836 304 0
118 1 2 774 89 827 304 0
119 1 2 759 87 815 302 0
120 1 2 746 89 806 297 0
121 1 2 737 90 801 298 0
122 1 2 732 91 799 300 0
123 1 2 726 91 796 297 0
124 1 2 720 87 792 297 0
125 1 2 713 84 787 296 0
126 1 2 709 83 783 297 0
127 1 2 704 82 779 297 0
128 1 2 698 81 773 299 0
129 1 2 692 79 767 299 0
130 1 2 682 81 757 299 0
131 1 2 669 81 745 297 0
132 1 2 660 82 738 293 0
133 1 2 651 80 733 294 0
134 1 2 645 78 731 296 0
135 1 2 640 77 729 296 0
136 1 2 636 77 727 295 0
137 1 2 631 78 723 294 0
138 1 2 626 77 718 293 0
139 1 2 622 78 711 290 0
140 1 2 618 76 704 289 0
141 1 2 601 68 693 295 0
142 1 2 598 68 688 293 0
143 1 2 596 70 683 293 0
144 1 2 590 74 674 289 0
144 3 2 826 62 847 240 0
145 1 2 579 74 665 291 0
145 3 2 820 59 842 240 0
146 1 2 568 73 657 292 0
146 3 2 815 58 839 241 0
147 1 2 561 74 651 290 0
147 3 2 811 60 837 240 0
148 1 2 557 75 648 288 0
148 3 2 809 62 837 240 0
149 1 2 553 76 645 288 0
149 3 2 808 64 838 240 0
150 1 2 550 78 643 286 0
150 3 2 807 63 840 240 0
151 1 2 542 77 635 285 0
151 3 2 806 65 841 239 0
152 1 2 535 74 628 286 0
152 3 2 805 65 842 240 0
153 1 2 532 72 624 285 0
153 3 2 801 65 839 239 0
154 1 2 526 72 615 284 0
154 3 2 798 64 839 239 0
155 1 2 520 70 608 286 0
155 3 2 796 63 839 238 0
156 1 2 513 69 600 284 0
156 3 2 792 61 837 238 0
157 1 2 503 68 590 285 0
157 3 2 784 59 832 239 0
158 1 2 494 69 582 285 0
158 3 2 775 59 825 239 0
159 1 2 478 70 571 286 0
159 3 2 767 58 820 238 0
160 1 2 468 68 564 288 0
160 3 2 755 58 812 239 0
161 1 2 462 70 560 288 0
161 3 2 747 58 808 238 0
162 1 2 459 72 559 288 0
162 3 2 743 56 807 240 0
163 1 2 455 73 558 289 0
163 3 2 739 58 805 241 0
164 1 2 450 73 553 288 0
164 3 2 736 59 804 239 0
165 1 2 445 72 547 287 0
165 3 2 734 59 804 238 0
166 1 2 440 72 540 287 0
166 3 2 732 58 802 237 0
167 1 2 430 68 530 289 0
167 3 2 730 59 800 237 0
168 1 2 420 68 516 287 0
168 3 2 728 58 798 236 0
169 1 2 406 67 502 289 0
169 3 2 726 58 796 235 0
170 1 2 397 65 493 292 0
170 3 2 726 58 794 233 0
171 1 2 393 67 488 295 0
171 3 2 725 57 792 235 0
172 1 2 387 69 481 294 0
172 3 2 720 55 788 236 0
173 1 2 378 69 475 295 0
173 3 2 715 57 784 236 0
174 1 2 369 69 470 294 0
174 3 2 707 58 776 237 0
175 1 2 362 71 466 295 0
175 3 2 700 60 771 236 0
176 1 2 358 72 463 294 0
176 3 2 693 59 767 236 0
176 4 2 798 77 870 392 0
177 1 2 354 72 460 294 0
177 3 2 689 61 764 236 0
177 4 2 794 75 875 431 0
178 1 2 348 71 454 294 0
178 3 2 683 62 758 236 0
179 1 2 338 69 443 295 0
179 3 2 679 62 755 238 0
179 5 2 806 91 851 294 0
180 1 2 331 66 436 295 0
180 3 2 677 60 754 237 0
180 5 2 798 93 844 297 0
181 1 2 324 67 424 294 0
181 3 2 674 56 752 239 0
181 5 2 791 92 839 299 0
182 1 2 309 67 407 294 0
182 3 2 671 55 748 238 0
182 5 2 785 93 835 299 0
183 1 2 301 67 397 294 0
183 3 2 670 55 746 238 0
183 5 2 779 96 831 297 0
183 7 2 768 161 843 415 0
184 1 2 296 68 391 294 0
184 3 2 667 52 741 238 0
184 5 2 773 96 827 296 0
184 7 2 762 159 838 414 0
185 1 2 290 69 385 294 0
185 3 2 663 51 736 239 0
185 5 2 767 96 825 299 0
185 7 2 758 161 836 417 0
186 1 2 282 70 379 293 0
186 3 2 659 52 730 237 0
186 5 2 764 95 824 299 0
186 7 2 755 158 836 418 0
187 1 2 273 72 371 292 0
187 3 2 651 58 720 235 0
187 5 2 760 93 823 300 0
187 7 2 753 161 836 417 0
188 1 2 267 73 369 293 0
188 3 2 640 55 712 235 0
188 5 2 759 93 823 299 0
188 7 2 753 161 837 416 0
189 1 2 261 74 366 294 0
189 3 2 632 55 705 235 0
189 5 2 754 93 818 298 0
189 7 2 750 160 838 417 0
190 1 2 256 74 362 294 0
190 3 2 627 55 702 236 0
190 5 2 751 91 815 294 0
190 7 2 749 160 838 416 0
191 1 2 249 75 355 293 0
191 3 2 624 54 701 237 0
191 5 2 745 89 810 292 0
191 7 2 746 159 838 419 0
192 1 2 241 73 348 293 0
192 3 2 622 51 701 237 0
192 5 2 741 88 805 288 0
192 7 2 738 158 834 427 0
193 1 2 232 71 339 293 0
193 3 2 621 50 701 237 0
193 5 2 732 86 799 287 0
193 7 2 730 158 828 433 0
194 1 2 225 70 329 293 0
194 3 2 619 50 700 237 0
194 5 2 720 84 791 288 0
194 7 2 719 158 819 433 0
195 1 2 215 67 320 295 0
195 3 2 614 51 694 237 0
195 5 2 712 87 782 280 0
195 7 2 704 156 808 437 0
196 1 2 204 66 309 297 0
196 3 2 611 50 689 236 0
196 5 2 704 92 775 274 0
196 7 2 692 155 798 437 0
197 1 2 198 66 301 299 0
197 3 2 608 49 685 236 0
197 5 2 694 96 769 278 0
197 7 2 684 159 789 432 0
198 1 2 192 69 293 298 0
198 3 2 607 45 682 233 0
198 5 2 681 92 762 285 0
198 7 2 677 161 783 430 0
199 1 2 184 72 286 298 0
199 3 2 606 46 680 236 0
199 5 2 674 90 758 289 0
199 7 2 665 157 776 438 0
