Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 780 43 809 121 0
2 2 2 757 51 782 117 0
3 1 2 779 44 809 121 0
3 2 2 755 50 782 117 0
4 1 2 779 44 808 121 0
4 2 2 755 49 782 118 0
5 1 2 778 47 806 120 0
5 2 2 755 49 781 118 0
5 3 2 703 50 717 120 0
6 1 2 778 48 805 120 0
6 2 2 754 49 780 118 0
6 3 2 703 49 717 121 0
7 1 2 777 49 804 120 0
7 2 2 754 50 780 117 0
7 3 2 703 49 717 121 0
8 1 2 774 49 802 120 0
8 2 2 754 50 779 117 0
8 3 2 702 47 717 121 0
9 1 2 772 49 800 120 0
9 2 2 753 51 778 117 0
9 3 2 702 47 717 122 0
10 1 2 772 49 799 121 0
10 2 2 753 51 778 117 0
10 3 2 702 47 717 122 0
11 1 2 771 47 799 123 0
11 2 2 753 50 778 118 0
11 3 2 701 45 717 122 0
12 1 2 770 47 799 124 0
12 2 2 752 50 777 119 0
12 3 2 697 46 714 122 0
13 1 2 770 47 798 125 0
13 2 2 750 50 776 119 0
13 3 2 696 46 713 122 0
14 1 2 769 47 797 124 0
14 2 2 749 51 775 120 0
14 3 2 695 47 712 122 0
15 1 2 769 48 797 124 0
15 2 2 749 51 774 120 0
15 3 2 694 47 712 121 0
16 1 2 769 48 796 124 0
16 2 2 749 51 774 120 0
16 3 2 693 47 713 121 0
17 1 2 769 49 796 125 0
17 2 2 749 52 774 120 0
17 3 2 692 46 713 122 0
18 1 2 768 49 795 125 0
18 2 2 748 52 773 120 0
18 3 2 691 45 712 122 0
19 1 2 768 50 794 124 0
19 2 2 749 53 774 121 0
19 3 2 691 45 712 122 0
20 1 2 767 50 794 124 0
20 2 2 749 53 774 121 0
20 3 2 690 45 712 122 0
21 1 2 766 50 793 125 0
21 2 2 748 54 774 121 0
21 3 2 688 45 712 122 0
22 1 2 766 51 792 125 0
22 2 2 749 54 773 120 0
22 3 2 688 45 712 123 0
23 1 2 765 50 792 125 0
23 2 2 748 55 773 120 0
23 3 2 687 47 711 123 0
24 1 2 764 49 791 126 0
24 3 2 686 48 710 123 0
25 1 2 764 49 791 125 0
25 2 2 749 53 774 122 0
25 3 2 685 48 709 123 0
26 1 2 764 49 790 125 0
26 2 2 750 51 775 123 0
26 3 2 684 49 709 123 0
27 1 2 762 49 789 126 0
27 2 2 749 51 775 124 0
27 3 2 684 49 708 123 0
28 1 2 762 49 789 125 0
28 3 2 683 50 708 123 0
29 1 2 762 49 788 125 0
29 3 2 683 50 708 124 0
30 1 2 758 49 784 125 0
30 3 2 682 50 707 124 0
31 1 2 756 50 783 125 0
31 3 2 681 49 707 125 0
32 1 2 755 49 783 126 0
32 3 2 680 49 706 126 0
33 1 2 753 49 782 126 0
33 3 2 680 49 706 126 0
34 1 2 753 49 782 127 0
34 3 2 676 47 702 125 0
35 1 2 752 49 782 127 0
35 3 2 674 47 700 125 0
36 1 2 751 49 781 127 0
36 3 2 673 47 700 126 0
37 1 2 751 49 780 127 0
37 3 2 672 48 698 126 0
38 1 2 750 54 778 129 0
38 3 2 671 48 697 127 0
39 1 2 749 57 776 129 0
39 3 2 670 48 696 127 0
40 1 2 749 57 775 129 0
40 3 2 670 48 696 127 0
41 1 2 749 54 776 127 0
41 3 2 669 49 695 127 0
42 1 2 749 52 775 126 0
42 3 2 668 49 694 127 0
43 1 2 749 51 775 126 0
43 3 2 667 48 693 127 0
44 1 2 748 54 774 129 0
44 3 2 665 48 691 127 0
45 1 2 747 56 773 130 0
45 3 2 664 48 690 127 0
46 1 2 747 57 772 130 0
46 3 2 663 48 689 127 0
47 1 2 747 58 772 130 0
47 3 2 663 48 688 127 0
48 1 2 742 59 767 133 0
48 2 2 701 53 725 121 0
48 3 2 658 48 684 127 0
49 1 2 740 59 765 134 0
49 2 2 699 54 722 120 0
49 3 2 655 48 681 127 0
50 1 2 739 60 764 135 0
50 2 2 699 61 722 125 0
50 3 2 652 48 679 128 0
51 1 2 738 60 764 135 0
51 2 2 698 59 722 128 0
51 3 2 650 48 678 128 0
52 1 2 739 61 764 136 0
52 2 2 698 59 722 128 0
52 3 2 650 47 678 128 0
53 1 2 739 61 764 135 0
53 2 2 698 59 721 129 0
53 3 2 649 47 678 128 0
54 1 2 739 62 763 136 0
54 2 2 697 59 721 130 0
54 3 2 649 46 678 129 0
55 1 2 738 60 763 136 0
55 2 2 698 59 721 130 0
55 3 2 647 46 677 130 0
56 1 2 738 61 763 137 0
56 2 2 697 54 720 126 0
56 3 2 646 46 675 130 0
57 1 2 738 62 762 137 0
57 2 2 698 51 721 125 0
57 3 2 646 46 675 129 0
58 2 2 697 50 720 125 0
58 3 2 642 46 671 129 0
59 2 2 697 49 720 126 0
59 3 2 641 47 669 130 0
60 2 2 693 49 716 126 0
60 3 2 640 51 667 133 0
61 2 2 691 48 715 126 0
61 3 2 638 52 666 134 0
62 2 2 690 49 714 126 0
62 3 2 638 51 665 129 0
63 2 2 690 49 715 126 0
63 3 2 637 50 663 127 0
64 2 2 690 53 714 130 0
64 3 2 635 52 663 132 0
65 2 2 689 54 714 131 0
65 3 2 635 52 662 133 0
66 2 2 689 54 713 131 0
66 3 2 634 52 662 134 0
67 2 2 689 54 714 132 0
67 3 2 633 52 661 135 0
68 2 2 687 55 714 133 0
68 3 2 632 52 661 135 0
69 2 2 687 55 714 134 0
69 3 2 631 52 660 135 0
70 2 2 685 55 713 135 0
70 3 2 631 52 658 135 0
71 2 2 685 54 714 135 0
71 3 2 629 52 658 136 0
72 2 2 685 54 714 134 0
72 3 2 625 52 654 136 0
73 2 2 686 56 715 134 0
73 3 2 623 53 651 135 0
74 2 2 685 56 714 134 0
74 3 2 622 53 650 136 0
75 2 2 683 57 713 135 0
75 3 2 620 53 648 135 0
76 2 2 684 57 714 135 0
76 3 2 618 53 646 135 0
77 2 2 683 58 714 135 0
77 3 2 616 53 645 136 0
78 2 2 681 58 713 136 0
78 3 2 615 53 645 137 0
79 2 2 682 59 713 136 0
79 3 2 614 53 645 138 0
80 2 2 682 59 712 136 0
80 3 2 614 53 644 138 0
81 2 2 681 60 712 136 0
