Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 664 59 690 131 0
3 1 2 659 58 685 131 0
4 1 2 655 58 682 133 0
5 1 2 653 59 681 133 0
6 1 2 652 60 680 134 0
7 1 2 653 63 680 134 0
8 1 2 651 63 678 135 0
9 1 2 650 62 677 135 0
10 1 2 648 60 676 135 0
11 1 2 645 59 674 138 0
12 1 2 641 57 670 138 0
13 1 2 639 56 668 140 0
14 1 2 638 58 667 139 0
15 1 2 637 59 664 137 0
16 1 2 636 61 663 137 0
17 1 2 634 62 661 137 0
18 1 2 633 63 660 137 0
19 1 2 632 64 659 137 0
20 1 2 630 63 657 137 0
21 1 2 625 62 653 138 0
22 1 2 623 63 650 138 0
23 1 2 622 63 649 138 0
24 1 2 621 64 648 137 0
25 1 2 619 64 646 137 0
26 1 2 615 64 643 139 0
27 1 2 612 64 641 139 0
28 1 2 607 65 637 140 0
29 1 2 605 65 636 140 0
30 1 2 605 66 636 140 0
30 2 2 1 158 58 365 0
31 1 2 604 66 636 140 0
31 2 2 1 159 58 365 0
32 1 2 603 66 634 139 0
32 2 2 0 152 60 369 0
33 1 2 602 66 632 139 0
33 2 2 2 146 64 369 0
34 1 2 599 65 630 141 0
34 2 2 0 147 62 369 0
35 1 2 597 63 628 142 0
35 2 2 4 148 67 369 0
36 1 2 596 63 627 142 0
36 2 2 10 147 75 368 0
37 1 2 595 62 626 143 0
37 2 2 19 146 86 367 0
38 1 2 591 62 622 144 0
38 2 2 33 153 99 361 0
39 1 2 588 63 619 144 0
39 2 2 36 149 108 364 0
39 3 2 5 138 44 354 0
40 1 2 584 64 616 144 0
40 2 2 38 147 115 364 0
40 3 2 7 139 46 351 0
41 1 2 581 64 613 144 0
41 2 2 41 147 121 364 0
41 3 2 8 138 48 350 0
42 1 2 580 63 613 145 0
42 2 2 43 146 126 363 0
42 3 2 21 134 59 333 0
43 1 2 579 63 612 147 0
43 2 2 44 145 130 363 0
43 3 2 25 131 63 328 0
44 1 2 579 63 611 146 0
44 2 2 50 145 135 359 0
44 3 2 28 131 68 328 0
45 1 2 573 64 604 144 0
45 2 2 55 144 139 354 0
45 3 2 33 129 75 327 0
46 1 2 568 63 601 145 0
46 2 2 54 144 138 348 0
46 3 2 37 128 79 325 0
47 1 2 568 63 600 145 0
47 2 2 63 140 148 350 0
47 3 2 41 131 82 311 0
48 1 2 566 63 598 145 0
48 2 2 76 138 160 349 0
48 3 2 51 128 95 315 0
49 1 2 561 63 594 146 0
49 2 2 90 137 176 347 0
49 3 2 59 129 104 313 0
50 1 2 556 63 590 146 0
50 2 2 98 136 187 346 0
50 3 2 65 128 110 310 0
51 1 2 553 62 588 146 0
51 2 2 108 136 197 341 0
52 1 2 552 62 588 146 0
52 2 2 118 131 208 337 0
52 3 2 90 143 140 336 0
53 1 2 551 66 588 150 0
53 2 2 117 131 210 339 0
53 3 2 92 131 145 338 0
54 1 2 550 68 587 151 0
54 2 2 117 132 213 340 0
54 3 2 95 131 149 336 0
55 1 2 549 68 585 152 0
55 2 2 118 133 216 343 0
55 3 2 101 134 151 327 0
56 1 2 547 68 583 152 0
56 2 2 119 134 217 340 0
56 3 2 103 134 153 323 0
57 1 2 546 67 582 152 0
57 2 2 129 131 224 335 0
57 3 2 110 127 162 323 0
58 1 2 543 67 579 154 0
58 2 2 132 127 228 335 0
58 3 2 114 126 165 313 0
59 1 2 537 65 574 156 0
59 2 2 136 124 232 334 0
59 3 2 118 125 168 300 0
60 1 2 534 67 570 155 0
