Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
16 1 2 814 67 856 176 0
17 1 2 814 66 855 172 0
18 1 2 815 66 854 167 0
19 1 2 814 65 851 161 0
20 1 2 811 64 850 166 0
21 1 2 808 64 848 166 0
21 2 2 4 72 27 163 0
22 1 2 805 64 846 165 0
22 2 2 7 73 30 161 0
23 1 2 799 64 841 166 0
23 2 2 9 74 32 159 0
24 1 2 794 64 837 165 0
24 2 2 11 75 36 161 0
25 1 2 788 61 833 167 0
25 2 2 12 76 38 162 0
26 1 2 785 60 832 167 0
26 2 2 13 76 40 161 0
27 1 2 782 60 831 167 0
27 2 2 14 76 42 161 0
28 1 2 780 58 830 167 0
28 2 2 13 76 43 161 0
29 1 2 780 57 828 165 0
29 2 2 14 75 44 160 0
30 1 2 778 57 826 165 0
30 2 2 17 73 51 163 0
31 1 2 776 57 823 163 0
31 2 2 21 72 57 165 0
31 3 2 798 56 827 148 0
32 1 2 774 57 821 162 0
32 2 2 25 73 63 166 0
32 3 2 789 56 818 147 0
33 2 2 29 75 68 167 0
33 3 2 785 56 815 146 0
34 2 2 32 76 72 167 0
34 3 2 781 55 812 146 0
34 4 2 1 80 19 235 0
35 2 2 34 76 77 169 0
35 3 2 777 53 810 150 0
35 4 2 1 79 20 235 0
36 2 2 36 76 80 170 0
36 3 2 766 52 803 154 0
36 4 2 2 81 21 235 0
37 2 2 38 77 83 171 0
37 3 2 758 51 797 155 0
37 4 2 2 82 21 236 0
38 2 2 39 77 85 170 0
38 3 2 752 50 794 157 0
38 4 2 2 81 21 236 0
39 2 2 43 77 90 171 0
39 3 2 748 49 792 158 0
39 4 2 2 80 22 236 0
40 2 2 45 77 92 171 0
40 3 2 746 49 792 159 0
40 4 2 2 76 22 236 0
41 2 2 47 79 94 174 0
41 3 2 744 49 791 158 0
41 4 2 2 77 23 236 0
42 2 2 47 79 96 178 0
42 3 2 744 50 791 158 0
42 4 2 2 81 23 236 0
43 1 2 758 47 803 157 0
43 2 2 50 80 98 179 0
43 3 2 742 51 788 157 0
43 4 2 2 83 23 235 0
44 1 2 756 46 801 157 0
44 2 2 53 81 102 178 0
44 3 2 743 52 787 154 0
44 4 2 4 88 25 235 0
45 2 2 57 83 105 179 0
45 3 2 744 53 785 150 0
45 4 2 6 95 27 232 0
46 2 2 60 84 109 182 0
46 3 2 742 52 783 146 0
46 4 2 8 97 30 227 0
47 2 2 62 85 112 183 0
47 3 2 741 51 781 145 0
47 4 2 8 101 31 224 0
48 1 2 748 51 785 144 0
48 2 2 65 86 115 184 0
48 3 2 733 51 776 150 0
48 4 2 8 103 33 225 0
49 1 2 746 51 782 142 0
49 2 2 66 87 116 185 0
49 3 2 728 50 772 153 0
49 4 2 9 106 34 227 0
50 2 2 67 87 117 185 0
50 3 2 723 49 768 155 0
50 4 2 8 106 36 229 0
51 2 2 69 87 118 184 0
51 3 2 717 49 764 155 0
51 4 2 8 106 37 231 0
52 2 2 76 89 123 183 0
52 3 2 715 49 761 153 0
52 4 2 7 106 38 233 0
53 2 2 78 90 126 183 0
53 3 2 713 48 759 151 0
53 4 2 6 105 39 233 0
54 1 2 731 47 768 148 0
54 2 2 81 94 130 188 0
54 3 2 712 49 758 149 0
54 4 2 5 104 39 234 0
55 1 2 730 45 765 149 0
55 2 2 82 95 134 193 0
55 3 2 707 50 752 151 0
55 4 2 5 103 40 234 0
56 1 2 730 45 763 149 0
56 2 2 82 96 136 197 0
56 3 2 705 48 751 152 0
56 4 2 5 103 41 235 0
57 1 2 727 44 760 148 0
57 2 2 83 98 138 200 0
57 3 2 705 48 750 150 0
57 4 2 5 104 43 235 0
58 2 2 85 100 139 202 0
58 3 2 705 48 749 147 0
58 4 2 6 104 44 233 0
59 2 2 85 101 140 204 0
59 3 2 706 48 749 143 0
59 4 2 7 106 46 231 0
60 2 2 87 101 141 204 0
60 3 2 706 45 748 140 0
60 4 2 8 107 48 231 0
61 2 2 88 102 142 203 0
61 3 2 705 45 747 141 0
61 4 2 7 113 48 237 0
62 2 2 88 103 142 204 0
62 3 2 697 43 741 142 0
62 4 2 6 115 49 241 0
63 2 2 88 104 142 207 0
63 3 2 692 42 736 140 0
63 4 2 12 113 55 231 0
64 2 2 88 105 144 213 0
64 3 2 686 42 731 141 0
64 4 2 15 110 58 229 0
65 2 2 88 107 145 220 0
65 3 2 678 41 726 146 0
65 4 2 17 113 59 222 0
66 2 2 88 109 145 222 0
66 3 2 672 41 722 147 0
