Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 115 104 176 267 0
2 2 2 835 89 854 174 0
3 1 2 111 103 173 269 0
3 2 2 834 88 854 177 0
4 1 2 106 104 168 271 0
4 2 2 832 88 853 178 0
5 1 2 103 105 164 270 0
5 2 2 827 88 849 178 0
6 1 2 98 105 158 271 0
6 2 2 823 87 846 178 0
7 1 2 96 105 155 272 0
7 2 2 820 88 845 179 0
8 1 2 93 106 153 274 0
8 2 2 819 88 844 178 0
9 1 2 91 108 150 275 0
9 2 2 820 88 845 176 0
10 1 2 88 108 148 278 0
10 2 2 820 88 847 177 0
11 1 2 84 109 146 281 0
11 2 2 818 88 845 178 0
12 1 2 82 110 146 282 0
12 2 2 816 87 845 179 0
13 1 2 82 111 145 281 0
13 2 2 815 87 844 178 0
14 1 2 81 112 144 280 0
14 2 2 812 87 842 176 0
15 1 2 79 113 143 279 0
15 2 2 811 86 842 176 0
16 1 2 75 115 139 280 0
16 2 2 805 86 837 175 0
17 1 2 70 114 135 280 0
17 2 2 801 85 835 177 0
18 1 2 63 115 127 279 0
18 2 2 799 85 834 178 0
19 1 2 56 116 120 280 0
19 2 2 797 85 834 179 0
20 1 2 51 116 114 283 0
20 2 2 797 86 834 177 0
21 1 2 47 117 110 287 0
21 2 2 794 86 831 177 0
22 1 2 44 117 107 289 0
22 2 2 791 86 829 177 0
23 1 2 42 118 107 298 0
23 2 2 789 86 827 176 0
24 1 2 40 119 106 302 0
24 2 2 789 86 827 177 0
25 1 2 39 119 105 304 0
25 2 2 787 86 826 177 0
26 1 2 38 121 104 305 0
26 2 2 781 84 819 175 0
27 1 2 35 120 103 306 0
27 2 2 778 82 816 175 0
28 1 2 34 121 101 306 0
28 2 2 776 82 814 176 0
29 1 2 28 124 96 306 0
29 2 2 780 83 818 176 0
30 1 2 27 126 93 302 0
30 2 2 782 83 820 178 0
31 1 2 23 128 89 300 0
31 2 2 782 83 821 180 0
31 7 2 771 86 797 171 0
32 1 2 19 129 86 300 0
32 2 2 781 84 818 179 0
32 7 2 768 84 795 172 0
33 1 2 13 128 81 301 0
33 2 2 780 85 816 178 0
33 7 2 763 82 791 173 0
34 1 2 9 128 77 303 0
34 2 2 779 83 816 180 0
34 7 2 760 81 789 174 0
35 1 2 3 129 71 305 0
35 2 2 778 84 814 179 0
35 7 2 759 81 789 176 0
36 1 2 0 129 67 304 0
36 2 2 778 85 813 179 0
36 7 2 758 81 789 176 0
37 1 2 0 130 66 304 0
37 2 2 776 85 811 180 0
37 7 2 757 82 787 176 0
38 1 2 -2 130 62 306 0
38 2 2 775 84 809 180 0
38 7 2 757 82 788 176 0
39 1 2 -3 132 61 308 0
39 2 2 774 84 808 180 0
39 7 2 758 82 789 178 0
40 1 2 -3 133 61 309 0
40 2 2 774 83 808 181 0
40 7 2 759 82 792 179 0
41 1 2 -3 134 61 310 0
41 2 2 765 83 799 180 0
41 7 2 754 82 785 176 0
42 1 2 -2 135 61 310 0
42 2 2 762 83 796 179 0
42 7 2 750 84 780 174 0
43 1 2 -2 136 60 309 0
43 2 2 759 83 793 178 0
43 7 2 747 84 778 174 0
44 1 2 -2 135 60 309 0
44 2 2 758 83 792 178 0
44 7 2 745 84 776 175 0
45 1 2 -2 135 59 310 0
45 2 2 756 82 791 180 0
45 7 2 740 85 770 173 0
46 1 2 -4 138 56 309 0
46 2 2 755 80 792 181 0
46 7 2 737 84 768 172 0
47 1 2 -5 143 51 308 0
47 2 2 754 80 791 182 0
47 7 2 735 84 766 172 0
48 1 2 -7 148 46 309 0
48 2 2 752 80 790 181 0
48 7 2 730 81 763 173 0
49 1 2 -9 150 44 310 0
49 2 2 750 81 787 181 0
49 7 2 728 80 763 174 0
50 2 2 747 81 784 180 0
50 7 2 726 80 761 175 0
51 2 2 745 81 783 180 0
51 7 2 725 80 760 175 0
52 2 2 743 81 781 181 0
52 7 2 723 80 759 175 0
53 2 2 742 81 781 183 0
53 7 2 721 79 757 175 0
54 2 2 740 81 779 183 0
54 7 2 720 82 754 173 0
55 2 2 740 83 778 182 0
55 7 2 720 84 752 171 0
56 2 2 739 83 777 182 0
56 7 2 719 83 752 171 0
57 2 2 739 83 776 181 0
57 7 2 721 81 756 175 0
58 2 2 738 82 776 182 0
58 7 2 721 80 757 177 0
59 2 2 734 82 771 181 0
59 7 2 720 80 756 178 0
60 2 2 726 81 764 179 0
60 7 2 714 81 750 177 0
61 2 2 726 80 764 179 0
61 7 2 710 82 746 176 0
62 2 2 724 79 763 180 0
62 7 2 704 79 741 176 0
63 2 2 723 79 761 181 0
63 7 2 702 81 739 178 0
64 2 2 720 78 759 181 0
64 7 2 701 81 738 179 0
65 2 2 716 78 755 182 0
65 7 2 699 79 738 181 0
66 2 2 716 78 756 184 0
66 7 2 698 77 737 182 0
67 2 2 714 77 754 184 0
67 7 2 699 80 736 181 0
68 2 2 711 79 750 183 0
68 7 2 699 80 735 182 0
69 2 2 709 79 748 183 0
69 7 2 698 79 734 181 0
70 2 2 708 78 748 184 0
70 7 2 696 79 732 181 0
71 2 2 707 76 749 185 0
71 7 2 693 77 730 181 0
72 2 2 707 76 748 185 0
72 7 2 691 77 727 180 0
73 2 2 706 76 746 185 0
73 7 2 687 76 724 181 0
74 2 2 705 75 746 186 0
74 7 2 685 78 722 181 0
75 2 2 701 78 740 183 0
75 7 2 684 77 722 182 0
76 2 2 699 79 738 183 0
76 7 2 682 78 721 182 0
77 2 2 698 79 736 183 0
77 7 2 684 78 725 183 0
78 2 2 680 81 717 179 0
78 7 2 688 77 730 184 0
79 2 2 672 83 708 177 0
79 7 2 688 77 731 186 0
80 2 2 668 82 705 176 0
80 7 2 688 76 732 187 0
81 2 2 666 81 704 177 0
81 7 2 687 76 731 189 0
82 2 2 666 80 703 176 0
82 7 2 686 77 730 190 0
83 2 2 665 80 702 176 0
83 7 2 685 78 729 190 0
84 2 2 666 81 702 176 0
84 7 2 685 79 728 191 0
84 8 2 786 31 800 68 0
85 2 2 666 81 702 176 0
85 7 2 685 79 727 191 0
85 8 2 786 30 800 67 0
86 2 2 665 81 700 176 0
86 7 2 683 78 726 191 0
86 8 2 787 31 801 68 0
87 2 2 660 77 697 179 0
87 7 2 681 78 724 191 0
87 8 2 787 31 801 67 0
88 2 2 656 77 694 182 0
88 7 2 679 78 722 192 0
88 8 2 788 32 801 67 0
89 2 2 652 76 691 183 0
89 7 2 678 77 719 191 0
89 8 2 788 33 801 68 0
90 2 2 649 78 689 184 0
90 7 2 676 77 718 192 0
90 8 2 788 32 802 68 0
91 2 2 646 78 686 185 0
91 7 2 675 77 716 192 0
91 8 2 788 32 802 69 0
92 2 2 645 79 685 185 0
92 7 2 674 80 714 192 0
92 8 2 788 32 803 69 0
93 2 2 644 79 684 186 0
93 7 2 667 82 707 188 0
93 8 2 788 31 803 69 0
94 2 2 645 80 686 187 0
94 7 2 663 87 704 194 0
94 8 2 789 30 805 70 0
95 2 2 646 80 690 189 0
95 7 2 661 88 702 194 0
95 8 2 789 30 806 70 0
96 2 2 649 80 694 191 0
96 7 2 645 82 684 187 0
96 8 2 789 29 807 70 0
97 2 2 650 78 696 193 0
97 7 2 637 82 676 184 0
97 8 2 789 28 808 70 0
98 2 2 652 78 699 194 0
98 7 2 635 82 672 183 0
98 8 2 789 28 808 71 0
99 2 2 652 78 698 195 0
99 7 2 634 82 670 181 0
99 8 2 789 27 809 71 0
100 2 2 651 78 697 195 0
100 7 2 632 82 667 178 0
100 8 2 789 27 809 71 0
101 2 2 650 80 694 194 0
101 7 2 628 80 664 180 0
101 8 2 790 27 811 71 0
102 2 2 649 80 693 194 0
102 7 2 625 80 662 182 0
102 8 2 791 26 811 71 0
103 2 2 647 79 691 195 0
103 7 2 619 79 658 184 0
103 8 2 791 26 812 71 0
104 2 2 645 79 689 196 0
104 7 2 616 79 657 186 0
104 8 2 792 26 812 71 0
105 2 2 644 79 687 196 0
105 7 2 614 81 655 186 0
105 8 2 792 26 812 72 0
106 2 2 642 82 685 200 0
106 7 2 611 81 653 186 0
106 8 2 792 26 812 71 0
107 2 2 639 83 682 201 0
107 7 2 610 81 653 186 0
107 8 2 793 26 812 70 0
108 2 2 633 85 676 201 0
108 7 2 609 81 653 187 0
108 8 2 793 26 812 70 0
109 2 2 630 85 674 203 0
109 7 2 607 80 652 188 0
109 8 2 793 26 812 70 0
110 2 2 628 87 671 202 0
110 7 2 607 80 651 188 0
110 8 2 793 26 812 69 0
111 2 2 627 88 670 202 0
111 7 2 606 78 651 190 0
111 8 2 794 26 812 69 0
112 2 2 626 86 669 202 0
112 7 2 608 78 653 192 0
112 8 2 794 26 812 68 0
113 2 2 625 85 668 202 0
113 7 2 602 81 645 188 0
113 8 2 793 26 812 69 0
114 2 2 624 84 666 202 0
114 7 2 599 82 640 186 0
114 8 2 793 26 812 69 0
115 2 2 622 86 663 200 0
115 7 2 596 82 638 188 0
115 8 2 796 25 815 71 0
116 2 2 621 89 661 200 0
116 7 2 593 83 635 189 0
116 8 2 797 25 816 72 0
117 2 2 620 88 659 199 0
117 7 2 590 82 633 189 0
117 8 2 798 25 817 73 0
118 2 2 616 87 656 200 0
118 7 2 586 81 630 190 0
118 8 2 798 25 816 73 0
119 2 2 614 87 654 200 0
119 7 2 583 81 628 191 0
119 8 2 799 26 817 73 0
120 2 2 611 86 652 201 0
120 7 2 581 81 627 192 0
120 8 2 799 26 817 73 0
121 2 2 608 85 650 202 0
121 7 2 579 83 626 199 0
121 8 2 800 27 817 73 0
122 2 2 606 85 648 202 0
122 7 2 581 85 629 202 0
122 8 2 800 27 817 73 0
123 2 2 596 86 640 203 0
123 7 2 579 85 623 194 0
123 8 2 800 27 816 73 0
124 2 2 592 86 637 204 0
124 7 2 577 84 620 192 0
124 8 2 801 28 817 72 0
125 2 2 589 87 635 205 0
125 7 2 576 84 619 190 0
125 8 2 801 28 817 72 0
126 2 2 587 87 634 205 0
126 7 2 574 84 617 190 0
126 8 2 802 29 817 72 0
127 2 2 586 86 634 205 0
127 8 2 802 29 817 72 0
128 2 2 585 85 633 205 0
128 7 2 565 80 609 191 0
128 8 2 802 30 816 72 0
129 2 2 583 85 632 205 0
129 7 2 562 79 606 193 0
129 8 2 802 30 816 72 0
130 2 2 583 87 630 204 0
130 7 2 558 79 603 194 0
130 8 2 802 31 816 71 0
131 2 2 581 86 628 205 0
131 7 2 555 81 603 200 0
131 8 2 803 32 816 71 0
132 2 2 580 86 627 207 0
132 7 2 550 81 601 204 0
133 2 2 579 86 626 208 0
133 7 2 547 81 599 207 0
134 2 2 577 86 624 210 0
134 7 2 545 83 595 204 0
134 8 2 803 32 816 70 0
135 2 2 573 83 622 213 0
135 7 2 544 84 593 205 0
135 8 2 803 32 816 70 0
136 2 2 570 83 620 214 0
136 7 2 544 84 594 207 0
136 8 2 803 32 816 70 0
137 2 2 560 83 610 212 0
137 7 2 542 79 591 199 0
137 8 2 803 33 815 70 0
138 2 2 556 84 607 212 0
138 7 2 542 85 588 199 0
138 8 2 803 33 816 71 0
139 2 2 555 84 607 214 0
139 7 2 540 82 585 195 0
139 8 2 803 33 816 71 0
140 2 2 554 84 606 217 0
140 7 2 539 83 585 200 0
140 8 2 803 33 816 71 0
141 2 2 553 85 604 218 0
141 7 2 533 84 578 202 0
141 8 2 803 32 816 71 0
142 2 2 554 89 603 215 0
142 7 2 530 84 576 205 0
142 8 2 803 32 816 70 0
143 2 2 553 90 600 214 0
143 7 2 527 85 573 206 0
143 8 2 803 32 816 70 0
144 2 2 551 91 597 214 0
144 7 2 523 86 569 207 0
144 8 2 802 32 816 70 0
145 2 2 550 91 595 214 0
145 7 2 519 86 566 209 0
145 8 2 803 32 816 70 0
146 2 2 548 92 594 214 0
146 7 2 517 87 564 210 0
146 8 2 803 32 816 70 0
147 2 2 546 89 591 213 0
147 7 2 514 87 562 212 0
147 8 2 803 32 817 70 0
148 2 2 544 89 589 214 0
148 7 2 511 87 560 213 0
148 8 2 803 32 817 70 0
149 2 2 540 89 586 216 0
149 7 2 511 88 560 216 0
149 8 2 804 32 817 70 0
150 2 2 538 89 584 217 0
150 7 2 514 88 566 219 0
150 8 2 804 32 817 70 0
151 7 2 515 88 569 222 0
151 8 2 804 32 817 71 0
152 2 2 508 91 550 212 0
152 7 2 515 90 570 223 0
152 8 2 804 32 817 71 0
153 2 2 502 89 545 212 0
153 7 2 514 89 570 223 0
153 8 2 804 32 817 71 0
154 2 2 499 87 542 214 0
154 7 2 515 88 571 223 0
154 8 2 804 32 817 71 0
155 2 2 497 86 539 212 0
155 7 2 514 88 570 224 0
155 8 2 804 32 817 71 0
156 2 2 493 87 536 214 0
156 7 2 514 89 569 224 0
156 8 2 804 32 817 71 0
157 2 2 489 88 531 215 0
157 7 2 512 89 565 223 0
157 8 2 804 33 817 71 0
158 2 2 483 88 526 215 0
158 7 2 509 89 562 222 0
158 8 2 804 33 817 72 0
159 2 2 480 88 524 216 0
159 7 2 507 89 560 223 0
159 8 2 804 33 817 72 0
160 2 2 477 90 522 218 0
160 7 2 506 90 558 224 0
160 8 2 803 33 817 72 0
161 2 2 475 91 522 220 0
161 7 2 505 90 557 225 0
161 8 2 803 33 817 72 0
162 2 2 468 93 514 217 0
162 7 2 503 92 554 228 0
162 8 2 803 33 817 72 0
163 2 2 465 92 510 217 0
163 7 2 496 91 548 229 0
163 8 2 803 33 817 72 0
164 2 2 464 90 510 216 0
164 7 2 490 90 543 231 0
164 8 2 803 32 817 71 0
165 2 2 464 90 509 215 0
165 7 2 486 90 540 233 0
165 8 2 803 32 817 71 0
166 2 2 463 90 508 216 0
166 7 2 483 92 536 234 0
166 8 2 803 32 817 71 0
167 2 2 461 90 505 215 0
167 7 2 481 95 534 235 0
167 8 2 803 31 817 71 0
168 2 2 458 92 502 215 0
168 7 2 480 96 532 234 0
168 8 2 803 31 817 71 0
169 2 2 456 92 500 216 0
169 7 2 478 95 531 234 0
169 8 2 803 31 817 71 0
170 2 2 451 92 497 218 0
170 7 2 476 92 529 235 0
170 8 2 803 31 817 72 0
171 2 2 447 92 493 221 0
171 7 2 475 92 526 233 0
171 8 2 803 31 817 72 0
172 2 2 443 93 489 223 0
172 7 2 473 92 524 233 0
172 8 2 804 31 817 72 0
173 2 2 439 94 487 226 0
173 7 2 472 95 521 233 0
173 8 2 804 31 817 72 0
174 2 2 439 95 488 229 0
174 7 2 471 96 519 233 0
174 8 2 804 31 817 72 0
175 2 2 433 95 481 229 0
175 7 2 464 95 512 234 0
175 8 2 804 31 817 72 0
176 2 2 429 95 478 230 0
176 7 2 461 94 509 235 0
176 8 2 804 31 817 71 0
177 2 2 428 96 475 230 0
177 7 2 454 95 504 236 0
177 8 2 804 32 817 71 0
178 2 2 426 96 472 232 0
178 7 2 448 95 499 238 0
178 8 2 803 32 817 71 0
178 14 2 -5 102 50 288 0
179 2 2 427 97 473 233 0
179 7 2 443 96 496 240 0
179 8 2 803 32 817 71 0
179 14 2 -5 104 50 288 0
179 15 2 154 47 192 122 0
180 2 2 424 96 470 232 0
180 7 2 439 96 493 242 0
180 8 2 803 33 817 72 0
180 14 2 -5 103 49 287 0
180 15 2 151 44 190 123 0
181 2 2 422 95 468 234 0
181 7 2 436 95 492 243 0
181 8 2 803 33 817 72 0
181 14 2 -5 102 48 286 0
181 15 2 149 44 189 123 0
182 2 2 419 94 464 234 0
182 7 2 437 97 491 242 0
182 8 2 803 33 817 72 0
182 14 2 -6 101 47 285 0
182 15 2 136 43 178 124 0
183 2 2 417 96 460 231 0
183 7 2 437 99 491 241 0
183 8 2 803 33 817 72 0
183 14 2 -5 100 48 286 0
183 15 2 132 42 174 125 0
184 2 2 413 96 457 233 0
184 7 2 434 96 490 243 0
184 8 2 803 33 817 72 0
184 14 2 0 100 53 287 0
185 2 2 414 96 460 238 0
185 7 2 434 96 489 244 0
185 8 2 803 33 817 72 0
185 14 2 7 99 62 286 0
186 2 2 402 96 448 235 0
186 7 2 426 99 481 248 0
186 8 2 803 33 817 72 0
186 14 2 12 98 70 286 0
186 15 2 114 40 157 129 0
187 2 2 396 99 442 234 0
187 7 2 423 96 478 246 0
187 8 2 803 33 817 72 0
187 14 2 16 98 76 286 0
187 15 2 109 39 153 130 0
188 2 2 391 98 439 237 0
188 7 2 420 95 474 245 0
188 8 2 803 33 817 72 0
188 14 2 20 100 81 284 0
189 2 2 390 100 438 238 0
