Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 60 262 119 460 0
2 2 2 615 147 640 212 0
3 1 2 70 264 129 458 0
3 2 2 609 146 633 212 0
4 1 2 77 263 136 455 0
4 2 2 604 146 630 212 0
5 1 2 84 261 145 456 0
5 2 2 601 144 628 213 0
6 1 2 91 257 155 457 0
6 2 2 599 144 627 213 0
7 1 2 100 256 165 454 0
7 2 2 599 146 626 212 0
8 1 2 103 255 169 454 0
8 2 2 597 146 625 212 0
9 1 2 103 254 173 457 0
9 2 2 595 146 623 212 0
10 1 2 104 253 174 454 0
11 1 2 105 253 175 451 0
11 2 2 589 149 615 211 0
12 1 2 107 252 176 447 0
12 2 2 587 149 613 211 0
13 1 2 110 249 178 443 0
13 2 2 584 146 611 210 0
14 1 2 116 249 181 437 0
14 2 2 582 145 610 212 0
15 1 2 123 250 187 433 0
15 2 2 580 143 609 212 0
16 1 2 132 243 196 428 0
16 2 2 578 141 608 213 0
17 1 2 137 239 202 428 0
17 2 2 574 141 606 215 0
18 1 2 141 236 208 429 0
18 2 2 571 141 603 217 0
19 1 2 147 235 214 429 0
19 2 2 569 140 601 217 0
20 1 2 151 237 218 425 0
20 2 2 569 142 599 218 0
21 1 2 155 241 220 420 0
21 2 2 569 143 598 218 0
22 1 2 156 236 226 425 0
22 2 2 566 143 596 218 0
23 1 2 158 234 230 427 0
23 2 2 567 144 595 219 0
24 1 2 163 233 235 424 0
24 2 2 567 145 593 220 0
25 1 2 168 236 237 419 0
25 2 2 565 145 592 221 0
26 1 2 173 236 239 415 0
27 1 2 177 235 242 410 0
28 1 2 181 232 243 405 0
28 2 2 549 139 577 219 0
29 1 2 184 231 245 401 0
29 2 2 548 141 575 217 0
30 1 2 188 229 249 400 0
30 2 2 548 142 573 215 0
31 1 2 193 230 253 399 0
31 2 2 542 144 567 213 0
32 1 2 203 227 265 397 0
32 2 2 540 145 564 212 0
33 1 2 208 226 272 397 0
33 2 2 538 145 563 212 0
34 1 2 211 225 276 396 0
34 2 2 536 146 562 213 0
35 1 2 212 225 279 396 0
35 2 2 537 147 562 212 0
36 1 2 212 224 280 397 0
36 2 2 535 145 561 212 0
37 1 2 212 222 281 398 0
37 2 2 533 144 559 213 0
38 1 2 213 220 282 396 0
38 2 2 527 144 554 213 0
39 1 2 217 215 284 390 0
39 2 2 524 142 551 213 0
40 1 2 222 214 286 385 0
40 2 2 521 144 549 213 0
41 1 2 231 215 293 381 0
41 2 2 519 146 546 213 0
42 1 2 237 213 297 379 0
42 2 2 515 144 544 214 0
43 1 2 243 218 300 374 0
43 2 2 513 142 543 214 0
44 1 2 247 214 305 375 0
44 2 2 508 143 537 212 0
45 1 2 250 213 309 376 0
45 2 2 505 143 535 212 0
46 1 2 253 212 313 376 0
46 2 2 503 142 534 211 0
47 1 2 256 211 316 375 0
47 2 2 502 143 532 212 0
48 1 2 261 210 321 374 0
48 2 2 501 143 532 214 0
49 1 2 262 209 323 375 0
49 2 2 500 144 530 214 0
50 1 2 269 210 329 373 0
50 2 2 498 144 529 215 0
51 1 2 272 209 332 370 0
51 2 2 496 143 527 216 0
52 1 2 275 207 333 365 0
52 2 2 490 143 521 215 0
53 1 2 278 206 334 361 0
53 2 2 489 144 519 215 0
54 1 2 279 205 334 358 0
54 2 2 488 144 517 216 0
55 1 2 280 205 334 357 0
55 2 2 487 144 515 216 0
56 1 2 283 205 336 358 0
56 2 2 486 144 514 216 0
57 1 2 286 204 339 356 0
57 2 2 486 144 512 216 0
58 1 2 290 204 343 355 0
58 2 2 486 145 510 214 0
59 1 2 294 204 347 356 0
59 2 2 475 141 503 215 0
60 1 2 297 205 350 355 0
60 2 2 473 140 500 215 0
61 1 2 297 205 351 356 0
62 1 2 297 205 351 355 0
62 2 2 459 141 484 213 0
63 1 2 298 204 351 354 0
63 2 2 455 141 480 213 0
64 1 2 303 200 356 353 0
65 1 2 306 200 358 350 0
65 2 2 453 144 477 212 0
66 1 2 310 196 360 343 0
66 2 2 455 142 473 190 0
67 1 2 314 194 363 339 0
67 2 2 451 143 476 208 0
68 1 2 318 194 366 337 0
68 2 2 450 143 476 213 0
69 1 2 320 194 368 336 0
69 2 2 443 142 471 215 0
70 1 2 323 193 371 335 0
70 2 2 439 142 469 216 0
71 1 2 325 192 373 334 0
71 2 2 437 143 468 217 0
72 1 2 327 192 376 332 0
72 2 2 435 143 466 218 0
73 1 2 329 191 377 332 0
73 2 2 432 143 464 218 0
74 1 2 330 190 379 332 0
74 2 2 430 142 463 219 0
75 1 2 332 189 380 330 0
75 2 2 430 142 463 219 0
76 1 2 334 190 382 328 0
76 2 2 425 140 458 217 0
77 1 2 339 187 386 324 0
77 2 2 422 140 455 216 0
78 1 2 341 186 388 323 0
78 2 2 420 140 452 217 0
79 1 2 343 185 389 321 0
79 2 2 417 142 448 217 0
80 1 2 344 184 389 319 0
80 2 2 414 143 446 218 0
81 1 2 345 183 390 317 0
81 2 2 413 143 445 218 0
82 1 2 348 182 391 316 0
82 2 2 408 143 440 216 0
83 1 2 351 183 394 316 0
83 2 2 407 143 440 216 0
84 1 2 353 182 397 316 0
84 2 2 404 143 437 216 0
85 1 2 354 182 398 316 0
85 2 2 402 143 435 216 0
86 1 2 355 185 398 315 0
86 2 2 400 141 434 218 0
87 1 2 357 187 398 314 0
87 2 2 397 139 433 219 0
88 1 2 358 189 398 311 0
88 2 2 395 139 431 220 0
89 1 2 359 190 399 310 0
89 2 2 391 138 426 221 0
90 1 2 361 192 399 307 0
90 2 2 389 138 423 219 0
91 1 2 365 195 401 304 0
91 2 2 385 139 419 219 0
92 1 2 367 193 403 303 0
92 2 2 383 141 416 217 0
93 1 2 369 190 405 301 0
93 2 2 382 141 414 217 0
94 1 2 371 188 407 300 0
94 2 2 381 143 413 217 0
95 1 2 372 187 409 300 0
95 2 2 378 144 404 198 0
96 1 2 373 189 409 297 0
96 2 2 376 145 401 196 0
97 1 2 374 190 410 297 0
98 1 2 377 185 416 299 0
99 1 2 380 178 419 297 0
99 8 2 358 142 403 221 0
100 1 2 380 175 421 296 0
100 8 2 354 144 397 221 0
101 1 2 382 174 422 294 0
101 8 2 353 143 395 221 0
102 1 2 383 172 422 291 0
102 8 2 352 142 394 220 0
103 1 2 385 170 424 290 0
103 8 2 351 142 392 219 0
104 1 2 386 169 424 288 0
104 8 2 350 142 389 219 0
105 1 2 388 169 425 285 0
105 8 2 349 145 386 218 0
106 1 2 389 171 425 284 0
106 8 2 346 145 384 218 0
107 1 2 391 173 426 282 0
107 8 2 340 146 378 218 0
108 1 2 393 173 427 281 0
108 8 2 338 147 375 217 0
109 1 2 394 172 430 282 0
109 8 2 336 147 374 217 0
110 1 2 395 171 431 283 0
110 8 2 334 148 373 218 0
110 9 2 6 187 24 305 0
111 1 2 396 170 432 283 0
111 8 2 332 148 370 218 0
111 9 2 7 188 25 303 0
112 1 2 396 169 433 284 0
112 8 2 329 148 368 218 0
112 9 2 9 188 27 300 0
113 1 2 397 169 434 283 0
113 8 2 328 148 366 218 0
113 9 2 10 187 30 300 0
114 1 2 398 168 435 282 0
114 8 2 324 148 361 218 0
114 9 2 11 187 32 300 0
115 1 2 400 168 436 282 0
115 8 2 321 146 359 219 0
115 9 2 11 187 34 299 0
116 1 2 401 166 437 279 0
116 8 2 319 144 357 219 0
116 9 2 11 187 36 300 0
117 1 2 403 165 438 276 0
117 8 2 317 143 354 219 0
117 9 2 10 187 35 299 0
118 1 2 405 163 440 274 0
118 8 2 316 144 352 219 0
118 9 2 11 187 37 298 0
119 1 2 406 162 441 273 0
119 8 2 314 146 349 219 0
119 9 2 11 183 39 292 0
120 1 2 407 161 442 273 0
120 8 2 309 149 344 219 0
120 9 2 11 180 39 291 0
121 1 2 411 159 446 272 0
121 8 2 306 149 342 218 0
121 9 2 12 178 42 291 0
122 1 2 413 158 448 272 0
122 8 2 304 149 340 218 0
122 9 2 13 176 44 291 0
122 10 2 0 225 24 325 0
123 1 2 415 157 450 271 0
123 8 2 302 149 338 217 0
123 9 2 13 175 44 289 0
123 10 2 0 225 24 326 0
124 1 2 416 158 451 271 0
124 8 2 300 147 337 219 0
124 9 2 13 176 45 290 0
124 10 2 0 205 28 321 0
125 1 2 416 157 452 272 0
125 8 2 296 145 334 219 0
125 9 2 17 177 49 288 0
125 10 2 1 199 29 317 0
126 1 2 418 156 453 269 0
126 8 2 292 146 328 219 0
126 9 2 19 178 50 287 0
126 10 2 2 198 30 313 0
127 1 2 419 156 454 270 0
127 8 2 289 145 325 219 0
127 9 2 20 179 51 285 0
127 10 2 3 197 31 313 0
128 1 2 420 155 455 268 0
128 8 2 286 143 322 219 0
128 9 2 20 179 52 285 0
128 10 2 4 195 34 313 0
129 1 2 422 155 456 267 0
129 8 2 284 143 320 219 0
129 9 2 21 179 53 286 0
129 10 2 4 195 34 312 0
130 1 2 422 155 455 265 0
130 8 2 281 143 318 220 0
130 9 2 21 178 54 286 0
130 10 2 3 197 33 311 0
131 1 2 423 154 456 263 0
131 8 2 280 145 316 220 0
131 9 2 21 178 54 285 0
131 10 2 5 198 36 311 0
132 1 2 423 156 456 264 0
132 8 2 280 148 315 219 0
132 9 2 22 177 55 284 0
132 10 2 6 198 38 312 0
133 1 2 426 155 457 262 0
133 8 2 275 148 311 221 0
133 9 2 23 177 56 284 0
133 10 2 7 199 40 311 0
134 1 2 428 156 460 261 0
134 8 2 274 149 310 219 0
134 9 2 24 176 56 284 0
134 10 2 9 198 42 307 0
135 1 2 430 156 462 261 0
135 8 2 272 149 308 218 0
135 10 2 10 197 42 304 0
136 1 2 431 157 463 262 0
136 8 2 269 151 305 218 0
136 10 2 11 197 43 302 0
137 1 2 431 157 463 261 0
137 8 2 267 150 303 218 0
137 10 2 17 190 51 302 0
138 1 2 431 157 463 262 0
138 8 2 264 150 300 218 0
138 10 2 19 190 53 301 0
139 1 2 431 156 464 262 0
139 8 2 259 149 294 220 0
139 10 2 20 188 55 301 0
140 1 2 433 151 466 258 0
140 8 2 256 149 291 219 0
140 10 2 20 186 56 302 0
141 1 2 434 149 468 256 0
141 8 2 255 148 290 219 0
141 10 2 20 187 57 303 0
142 1 2 436 148 469 254 0
142 8 2 253 149 287 219 0
142 10 2 21 188 59 302 0
143 1 2 438 150 470 253 0
143 8 2 249 149 284 220 0
143 10 2 22 189 61 302 0
144 1 2 440 150 471 251 0
144 8 2 243 151 278 222 0
144 10 2 25 189 64 301 0
145 1 2 441 149 472 252 0
145 8 2 240 152 277 223 0
145 10 2 26 189 66 300 0
146 1 2 441 147 474 253 0
146 8 2 240 151 277 221 0
146 10 2 27 188 67 298 0
146 12 2 10 173 36 225 0
147 1 2 445 148 476 251 0
147 8 2 239 150 276 220 0
147 10 2 28 188 68 297 0
147 12 2 10 172 36 224 0
148 1 2 447 148 478 250 0
148 8 2 238 148 276 220 0
148 10 2 29 184 69 291 0
148 12 2 9 171 36 224 0
149 1 2 448 149 478 251 0
149 8 2 235 148 273 221 0
149 10 2 29 181 70 289 0
150 1 2 449 149 478 250 0
150 8 2 233 149 270 221 0
150 9 2 5 168 38 277 0
150 10 2 31 180 72 287 0
151 1 2 450 149 479 249 0
151 8 2 231 149 268 221 0
151 9 2 5 168 37 275 0
151 10 2 31 179 72 286 0
152 1 2 451 148 479 247 0
152 8 2 225 149 262 221 0
152 9 2 5 170 36 274 0
152 10 2 31 178 73 285 0
