Frame_Number Person_ID State BB_tl_0 BB_tl_1 BB_br_0 BB_br_1 anomaly
2 1 2 341 1 353 38 0
2 2 2 328 2 341 38 0
2 3 2 358 0 370 38 0
2 4 2 230 117 275 221 0
3 1 2 342 1 354 38 0
3 2 2 328 2 341 38 0
3 3 2 358 1 369 38 0
3 4 2 229 118 273 220 0
4 1 2 342 1 354 39 0
4 2 2 328 2 341 38 0
4 3 2 358 1 369 38 0
4 4 2 225 118 269 221 0
5 1 2 342 1 354 39 0
5 2 2 328 2 341 38 0
5 3 2 358 1 369 38 0
5 4 2 223 120 266 218 0
6 1 2 342 1 355 38 0
6 2 2 328 2 341 37 0
6 3 2 358 2 369 38 0
6 4 2 221 120 264 218 0
7 1 2 343 1 355 38 0
7 2 2 328 2 341 37 0
7 3 2 358 2 369 38 0
7 4 2 221 121 262 217 0
8 1 2 343 1 355 38 0
8 2 2 328 2 341 37 0
8 3 2 358 2 369 38 0
8 4 2 219 123 259 215 0
9 1 2 343 1 355 39 0
9 2 2 328 2 341 38 0
9 3 2 358 2 369 38 0
9 4 2 218 123 258 216 0
10 1 2 343 2 355 39 0
10 2 2 328 2 341 38 0
10 3 2 358 2 369 38 0
10 4 2 216 122 255 214 0
11 1 2 343 2 355 39 0
11 2 2 329 3 341 38 0
11 3 2 358 2 369 39 0
11 4 2 214 122 253 214 0
12 1 2 343 2 355 39 0
12 2 2 329 3 341 39 0
12 3 2 358 2 369 39 0
12 4 2 209 122 247 214 0
13 1 2 343 2 355 39 0
13 2 2 329 3 342 39 0
13 3 2 358 2 369 39 0
13 4 2 205 122 244 215 0
14 1 2 343 2 355 39 0
14 2 2 328 4 341 39 0
14 3 2 357 2 370 39 0
14 4 2 198 122 237 215 0
15 1 2 343 3 355 39 0
15 2 2 328 4 341 40 0
15 3 2 358 2 370 39 0
15 4 2 197 121 238 217 0
16 1 2 344 3 355 39 0
16 2 2 328 4 341 40 0
16 3 2 358 2 370 39 0
16 4 2 192 121 233 218 0
17 1 2 344 4 355 39 0
17 2 2 328 4 341 40 0
17 3 2 359 2 371 39 0
